Nested Sampling Global Log-Evidence           :   -0.977727867336441925E+01  +/-    0.335826897934253465E+00
Nested Importance Sampling Global Log-Evidence:   -0.143852480388971458E+02  +/-    0.469249552128135280E-01

Dim No.       Mean        Sigma
   1    0.773460500912912657E-01    0.380797412755592632E-01
   2   -0.204240352472643529E+02    0.379594146080730299E+01
   3    0.110061641088375239E+01    0.161334726178686355E+00
   4    0.111382305874794940E+01    0.294765686377729597E+00
   5    0.899336118522331418E-02    0.412839252854324632E-02
   6    0.205404310092546760E+01    0.892505428819377195E-01
   7   -0.172278716089282447E+01    0.417220268291621121E+00
   8   -0.936214877040238702E-01    0.502923290433375941E-01
   9   -0.360271050373944890E+01    0.350594124768828097E+01
  10   -0.965404802283740260E-01    0.158494164246884867E+00
  11   -0.336116227545151247E-01    0.149047377970422057E+00
  12   -0.215210931683234130E+00    0.208594506231360693E+00
  13   -0.864047489462256568E-01    0.108832227803849602E+00
  14   -0.105957721168607732E+01    0.530027503179417922E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.119156717090494885E+00
   2   -0.191111181840693369E+02
   3    0.121797281812819591E+01
   4    0.137336561408141145E+01
   5    0.969212140189426585E-02
   6    0.197430517549083651E+01
   7   -0.133164651364240627E+01
   8   -0.161920235544284530E+00
   9   -0.474862706926588363E+01
  10   -0.377932611708177824E+00
  11   -0.537600421382717422E-01
  12   -0.241510594322623368E+00
  13   -0.788241523000335342E-02
  14   -0.104496118060219101E+01

MAP Parameters
Dim No.        Parameter
   1    0.119156717090494885E+00
   2   -0.191111181840693369E+02
   3    0.121797281812819591E+01
   4    0.137336561408141145E+01
   5    0.969212140189426585E-02
   6    0.197430517549083651E+01
   7   -0.133164651364240627E+01
   8   -0.161920235544284530E+00
   9   -0.474862706926588363E+01
  10   -0.377932611708177824E+00
  11   -0.537600421382717422E-01
  12   -0.241510594322623368E+00
  13   -0.788241523000335342E-02
  14   -0.104496118060219101E+01
