Nested Sampling Global Log-Evidence           :   -0.228421935482393337E+03  +/-    0.604073538648440045E+00
Nested Importance Sampling Global Log-Evidence:   -0.233415331701359094E+03  +/-    0.315487023535763883E-01

Dim No.       Mean        Sigma
   1    0.305440495514950408E-01    0.216604766128890916E-01
   2   -0.264492270870028179E+02    0.119042616075935603E+01
   3    0.738301500248359499E+00    0.423256013321640506E-01
   4    0.180836066238659243E+01    0.618840215818271464E-01
   5    0.484980567367980162E-02    0.137192897376741990E-02
   6    0.167373471995562140E+01    0.316336182810316030E-01
   7   -0.162950318750135570E+01    0.427257077438497335E+00
   8   -0.212649509021695243E+00    0.566256163504150478E-01
   9   -0.185073104958170642E+01    0.148400072848020947E+01
  10   -0.561262347966436648E-01    0.101057978483504632E+00
  11   -0.408799377619632268E-01    0.799829643167531412E-01
  12   -0.133989375711969200E+00    0.172363814891767692E+00
  13   -0.323950492886343755E+00    0.959785828019669440E-01
  14   -0.106064618273043032E+01    0.524850199599748782E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.787174986648980779E-02
   2   -0.278063710559924928E+02
   3    0.700729807802132343E+00
   4    0.176057371678213870E+01
   5    0.357874408064776713E-02
   6    0.170567181024624470E+01
   7   -0.130269838807969096E+01
   8   -0.173364481488612138E+00
   9   -0.131407550670199491E+01
  10   -0.831914721030632964E-01
  11    0.587980774733343550E-01
  12    0.153745239574232223E+00
  13   -0.408102835923422058E+00
  14   -0.107127578301995974E+01

MAP Parameters
Dim No.        Parameter
   1    0.787174986648980779E-02
   2   -0.278063710559924928E+02
   3    0.700729807802132343E+00
   4    0.176057371678213870E+01
   5    0.357874408064776713E-02
   6    0.170567181024624470E+01
   7   -0.130269838807969096E+01
   8   -0.173364481488612138E+00
   9   -0.131407550670199491E+01
  10   -0.831914721030632964E-01
  11    0.587980774733343550E-01
  12    0.153745239574232223E+00
  13   -0.408102835923422058E+00
  14   -0.107127578301995974E+01
