Nested Sampling Global Log-Evidence           :   -0.314483129851379495E+02  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.318917186817378564E+02  +/-    0.569728822090512371E-01

Dim No.       Mean        Sigma
   1    0.229103134404571085E+00    0.563611302516580357E-03
   2   -0.282059429879416435E+02    0.264717227018528178E+00
   3    0.156209608961882029E+01    0.999913475314051633E-03
   4    0.728107674995888132E+00    0.435228377772438595E-02
   5    0.236427315274348529E-01    0.100023436726321137E-03
   6    0.236714189964279331E+01    0.825539588356854906E-03
   7   -0.178374234167171886E+01    0.128279909221037491E+00
   8   -0.140694335823385780E+00    0.160508978242214603E-02
   9   -0.639589109533582079E+01    0.504945926119751198E+00
  10   -0.688513487448644546E-01    0.146830834066718086E-02
  11    0.112334531696643026E-01    0.166960674334631076E-01
  12    0.846268097793000107E-01    0.880656157521830796E-02
  13   -0.201454952629439299E+00    0.195167995338335599E-02
  14   -0.109517020745322813E+01    0.184704587043586430E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.230019434069484052E+00
   2   -0.283135025658362025E+02
   3    0.156000598539370938E+01
   4    0.729693397407287447E+00
   5    0.236302001523407725E-01
   6    0.236783506079544637E+01
   7   -0.193566345853236199E+01
   8   -0.140800596595023891E+00
   9   -0.644511449732018438E+01
  10   -0.699872873010370655E-01
  11    0.229782005059594729E-01
  12    0.944716903715132061E-01
  13   -0.199493852342545741E+00
  14   -0.109890046126166285E+01

MAP Parameters
Dim No.        Parameter
   1    0.230607908132587386E+00
   2   -0.280463623651972149E+02
   3    0.156289798872761687E+01
   4    0.735373168073282346E+00
   5    0.235116681616628874E-01
   6    0.236871607911455184E+01
   7   -0.172667016753663649E+01
   8   -0.139584412829475341E+00
   9   -0.620065195668490521E+01
  10   -0.671936141045728214E-01
  11   -0.123224501127152386E-01
  12    0.740251497130724745E-01
  13   -0.205346010553699831E+00
  14   -0.105794024971640543E+01
