    0.707403040497946028E-01   -0.245881134162840240E+02    0.835046549704901331E+00    0.153531574101290369E+01    0.729170223646203718E-02    0.182312087450410387E+01   -0.170549318192397270E+01   -0.908896740164660127E-01   -0.525324109424175401E+01   -0.195749631670087409E+00   -0.490980054153711265E-01   -0.226826138899425239E+00   -0.133295769496184463E+00   -0.109117113734581150E+01   -0.195792130873569881E+01   -0.391195633965034517E+01    1
    0.705194503063976130E-01   -0.243187362644459419E+02    0.835840894899430920E+00    0.153392517014607344E+01    0.711583869677775028E-02    0.182198850438264337E+01   -0.173030212967656438E+01   -0.924461226542427489E-01   -0.531336231866462239E+01   -0.189502576690841001E+00   -0.396309217774020381E-01   -0.236163143570205181E+00   -0.138236482139406480E+00   -0.112778009329583817E+01   -0.193574769550718551E+01   -0.393195633965034208E+01    1
    0.706166786559367793E-01   -0.245341006514013564E+02    0.833843537373486932E+00    0.153761668108797278E+01    0.681593199005061604E-02    0.182108532179950311E+01   -0.176650978963785965E+01   -0.879137001043345384E-01   -0.478522268556436181E+01   -0.187823382065916394E+00   -0.380640037615549570E-01   -0.267322508645179147E+00   -0.124681256419354833E+00   -0.108024395228093173E+01   -0.191698042985991601E+01   -0.395195633965034165E+01    1
    0.704502482338027758E-01   -0.245859499946949498E+02    0.834828830807406108E+00    0.153606437342719615E+01    0.714266047147802882E-02    0.182090873739707115E+01   -0.167163615865731385E+01   -0.829439310516880968E-01   -0.538526327862470211E+01   -0.180355646275375425E+00   -0.385021920214356772E-01   -0.259791560379460384E+00   -0.130024132730091724E+00   -0.109496823793247922E+01   -0.189649356969575744E+01   -0.397195633965034300E+01    1
    0.710139192152957899E-01   -0.245358370696826888E+02    0.831932285483943157E+00    0.153821311459634624E+01    0.703728195521194366E-02    0.182629967424467932E+01   -0.169786039146407264E+01   -0.877149030192029278E-01   -0.515140308149767634E+01   -0.197231461099718092E+00   -0.364791579803727811E-01   -0.276230575510937160E+00   -0.124723348449418764E+00   -0.106996704729502268E+01   -0.188243850025789250E+01   -0.399195633965034391E+01    1
    0.715146301345641888E-01   -0.245591552818592227E+02    0.835138964156539099E+00    0.153803569725256462E+01    0.687813688546367805E-02    0.182649576866662988E+01   -0.170357406632407371E+01   -0.860506733979584382E-01   -0.535005662192365339E+01   -0.204509185011508859E+00   -0.311846036246848576E-01   -0.236672523073960833E+00   -0.132817824523299016E+00   -0.109963926247573140E+01   -0.186654848774220872E+01   -0.401195633965034215E+01    1
    0.709240882635345377E-01   -0.245340535373555575E+02    0.832938933976416829E+00    0.153766558715159007E+01    0.695059145881690710E-02    0.182416664211502266E+01   -0.178484099215975167E+01   -0.868510721275642383E-01   -0.492403739428728393E+01   -0.191383516562149469E+00   -0.372465891023698176E-01   -0.262430226714517156E+00   -0.128001965118889727E+00   -0.108158959532824261E+01   -0.186550534103829713E+01   -0.403195633965034173E+01    1
    0.707480611656366859E-01   -0.245261539316266237E+02    0.832654623089139290E+00    0.153684765636162401E+01    0.680414191176078112E-02    0.182271650361797244E+01   -0.171082104940179880E+01   -0.902540109357146819E-01   -0.504982602332375397E+01   -0.183026143562050436E+00   -0.337275150583724315E-01   -0.248019509926018872E+00   -0.127637885821861946E+00   -0.110062079234089283E+01   -0.186130870573293405E+01   -0.405195633965034396E+01    1
    0.710305646595791873E-01   -0.244912230091020007E+02    0.836301647525442116E+00    0.153612085751548788E+01    0.709169993593889401E-02    0.182832563854671060E+01   -0.178800888338559538E+01   -0.916747580362043818E-01   -0.510716212308859419E+01   -0.190747537409642759E+00   -0.407764615929141067E-01   -0.241442185074164123E+00   -0.121996160284540495E+00   -0.109985009285612101E+01   -0.185725159676845775E+01   -0.407195633965034443E+01    1
    0.704051936351934304E-01   -0.244734221083015804E+02    0.831199934488106806E+00    0.153608456337899524E+01    0.726619367359554805E-02    0.182455908013094592E+01   -0.175659441183585718E+01   -0.907139552544993094E-01   -0.512472057242454859E+01   -0.182488922579387119E+00   -0.408270817018179868E-01   -0.239485140930851520E+00   -0.132543636319572083E+00   -0.108919258828432830E+01   -0.185093498372632626E+01   -0.409195633965034400E+01    1
    0.704696570578567660E-01   -0.246552292373431783E+02    0.835432757243814272E+00    0.153939173980679112E+01    0.731583407915346526E-02    0.182106870779283470E+01   -0.171768853513109909E+01   -0.925519821302274448E-01   -0.515739367108951008E+01   -0.188866573126194981E+00   -0.370137056604145573E-01   -0.237914085745014631E+00   -0.130684235892793710E+00   -0.109556845041749651E+01   -0.184620999347590997E+01   -0.411195633965034357E+01    1
    0.709764778080688163E-01   -0.244891740671975136E+02    0.839496137388789698E+00    0.154043279487552898E+01    0.697727018373322898E-02    0.182329589526140534E+01   -0.170368073093774308E+01   -0.880766722094365601E-01   -0.498539298539682818E+01   -0.209391526260002431E+00   -0.343402228326267489E-01   -0.244770375966044895E+00   -0.124263965794006351E+00   -0.108493614908365021E+01   -0.184618700444941863E+01   -0.413195633965034226E+01    1
    0.704366951149517223E-01   -0.244898995905269636E+02    0.837504577114159821E+00    0.154130189713412902E+01    0.680162048929183229E-02    0.182415928428174512E+01   -0.169518969807205067E+01   -0.908673498533330848E-01   -0.515227323978891061E+01   -0.197401681083037850E+00   -0.313524829351581186E-01   -0.244293070786074595E+00   -0.130517650969556032E+00   -0.114479318895462412E+01   -0.184401172016540427E+01   -0.415195633965034450E+01    1
    0.715235887771952100E-01   -0.247125023533215291E+02    0.832584164725831521E+00    0.153915372616379442E+01    0.715942412855937425E-02    0.182396268995659527E+01   -0.171389923413442569E+01   -0.849318038546879317E-01   -0.530848027961897095E+01   -0.192616915879503831E+00   -0.410172416949678709E-01   -0.252328194505283321E+00   -0.126787503905929633E+00   -0.111120203194098610E+01   -0.183570930448155445E+01   -0.417195633965034762E+01    1
    0.704525305045674705E-01   -0.246362973281485793E+02    0.833870573745464583E+00    0.153829076643506224E+01    0.695958873313684296E-02    0.182160784339708970E+01   -0.169840645565356541E+01   -0.863276724607175000E-01   -0.524575321862042365E+01   -0.194305982931533949E+00   -0.501807853122943626E-01   -0.220772798104223650E+00   -0.129935520874795929E+00   -0.110981850343514510E+01   -0.183132595259777053E+01   -0.419195633965034720E+01    1
    0.713100589741932356E-01   -0.244955903643437409E+02    0.831057126863977480E+00    0.153852935870216978E+01    0.688848040082411933E-02    0.182547432207620774E+01   -0.179136060179644163E+01   -0.882152238835012537E-01   -0.521742768683554292E+01   -0.201412553249658760E+00   -0.375147443502265449E-01   -0.238207968682552285E+00   -0.131523312180735791E+00   -0.110597752730415855E+01   -0.182875660319573652E+01   -0.421195633965034677E+01    1
    0.706342091204321815E-01   -0.245060192543690682E+02    0.838155725821220998E+00    0.153711477924947038E+01    0.688869089431707899E-02    0.182371837148862759E+01   -0.176568067601347667E+01   -0.884451272699268293E-01   -0.518008411689033377E+01   -0.191978701036167931E+00   -0.343802384763620128E-01   -0.240438824285229086E+00   -0.127886000675048350E+00   -0.109488398646258811E+01   -0.182440523873325811E+01   -0.423195633965034279E+01    1
    0.711656596339409198E-01   -0.244676982997511629E+02    0.836370393041427684E+00    0.153949623333790386E+01    0.701806118135649224E-02    0.182535613543704911E+01   -0.169078966410388443E+01   -0.878496113905182369E-01   -0.506613101810042021E+01   -0.190987286274111434E+00   -0.416678286077668616E-01   -0.248376373379014498E+00   -0.130216095288239214E+00   -0.112731470525135524E+01   -0.182157594544092838E+01   -0.425195633965034059E+01    1
    0.721343812439382004E-01   -0.245634571275198716E+02    0.834758529816894579E+00    0.154200280257198674E+01    0.708017376227650271E-02    0.182429252280179655E+01   -0.179038263546679399E+01   -0.901146305511465462E-01   -0.474359086260111251E+01   -0.202279526369309320E+00   -0.420447686879503665E-01   -0.246547942595155611E+00   -0.128623675826825656E+00   -0.110773641236628828E+01   -0.181698459740047324E+01   -0.427195633965034727E+01    1
    0.710414896429640286E-01   -0.245461830010879432E+02    0.836104242973504830E+00    0.153434477977064132E+01    0.676396822480873888E-02    0.182218408457790892E+01   -0.173256206900019372E+01   -0.902355353906003632E-01   -0.500767154980917706E+01   -0.212929709730292238E+00   -0.425356724019666926E-01   -0.239416965438582763E+00   -0.129411042391301190E+00   -0.110762822088173474E+01   -0.181458544894848450E+01   -0.429195633965034329E+01    1
    0.711897544609399469E-01   -0.246317909923204681E+02    0.836696006031301343E+00    0.153737976515146579E+01    0.689536146115860178E-02    0.182420708559030809E+01   -0.173532430111423919E+01   -0.837057412702107428E-01   -0.490059833083345442E+01   -0.202790498795228646E+00   -0.463108222739058023E-01   -0.235186180274891243E+00   -0.130370464617195203E+00   -0.111918478826878243E+01   -0.181172892950353015E+01   -0.431195633965034109E+01    1
