Nested Sampling Global Log-Evidence           :   -0.153762599086665233E+03  +/-    0.640763414559031075E+00
Nested Importance Sampling Global Log-Evidence:   -0.160524216771829487E+03  +/-    0.303722484222885454E-01

Dim No.       Mean        Sigma
   1    0.167356460156468691E-01    0.145336220481196363E-01
   2   -0.249716219495839624E+02    0.523801553354152238E+00
   3    0.605128550178279490E+00    0.272693544448923408E-01
   4    0.152000454729807299E+01    0.177518919251235183E-01
   5    0.213219130312002200E-02    0.121567211833843746E-02
   6    0.176265769011621209E+01    0.872040498992392513E-02
   7   -0.168788604048931035E+01    0.453918918817597161E+00
   8    0.102011676762484588E-01    0.165471272145137280E-01
   9   -0.284547279240777584E+01    0.382020875934391180E+01
  10   -0.164961414510623128E+00    0.156181037179460136E+00
  11   -0.740641438495278637E-01    0.726969930804950287E-01
  12   -0.231215435934195412E+00    0.247505069020200863E+00
  13   -0.220371208834017271E-01    0.169783729954846099E-01
  14   -0.106238246013123749E+01    0.633873046430052656E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.427744657786263693E-02
   2   -0.252276738860965679E+02
   3    0.596971730395295719E+00
   4    0.152656351540845314E+01
   5    0.530473421490531769E-03
   6    0.175645501389739089E+01
   7   -0.108498801710730097E+01
   8    0.875670208188809862E-02
   9   -0.109828500319737330E+02
  10   -0.149892240012028194E+00
  11    0.453428768682600722E-01
  12   -0.733185750628423061E+00
  13   -0.889975570648593450E-02
  14   -0.101824523074300899E+01

MAP Parameters
Dim No.        Parameter
   1   -0.427744657786263693E-02
   2   -0.252276738860965679E+02
   3    0.596971730395295719E+00
   4    0.152656351540845314E+01
   5    0.530473421490531769E-03
   6    0.175645501389739089E+01
   7   -0.108498801710730097E+01
   8    0.875670208188809862E-02
   9   -0.109828500319737330E+02
  10   -0.149892240012028194E+00
  11    0.453428768682600722E-01
  12   -0.733185750628423061E+00
  13   -0.889975570648593450E-02
  14   -0.101824523074300899E+01
