Nested Sampling Global Log-Evidence           :   -0.250119848778473937E+03  +/-    0.928032679625549917E+00
Nested Importance Sampling Global Log-Evidence:   -0.252793145375834541E+03  +/-    0.364035222222580598E-01

Dim No.       Mean        Sigma
   1    0.113552328313557924E+00    0.847733124344481233E-02
   2   -0.159801867875190826E+02    0.593679334066892661E+00
   3    0.961092897916146494E+00    0.225351173551900305E-01
   4    0.143241538323375206E+01    0.129642952130294819E-01
   5    0.175300615872367518E-01    0.762218339585299170E-03
   6    0.519713065258320284E+00    0.424942108113146380E-01
   7   -0.150226226424635989E+01    0.373398246855235205E+00
   8    0.239653832873807163E-02    0.102762323158799886E-01
   9    0.777181600374195258E+00    0.656388176862397699E+00
  10   -0.901493358384294896E-01    0.280828811510937040E-01
  11    0.353975630643005301E+00    0.110342686608919625E-01
  12    0.203714485168427051E+00    0.188609300734907878E-01
  13    0.525094128985462705E+00    0.125190157475819380E+00
  14   -0.107039720924261661E+01    0.573035448015266000E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.109518031133140473E+00
   2   -0.159509034903843254E+02
   3    0.954490799570904880E+00
   4    0.142952593452687160E+01
   5    0.170660017463866442E-01
   6    0.527876082346004027E+00
   7   -0.183362878685941277E+01
   8    0.219961747222969656E-01
   9    0.147440909203346537E+01
  10   -0.841586914920012252E-01
  11    0.340586295566420227E+00
  12    0.231246194777613129E+00
  13    0.576485710465182377E+00
  14   -0.105542756331603926E+01

MAP Parameters
Dim No.        Parameter
   1    0.109518031133140473E+00
   2   -0.159509034903843254E+02
   3    0.954490799570904880E+00
   4    0.142952593452687160E+01
   5    0.170660017463866442E-01
   6    0.527876082346004027E+00
   7   -0.183362878685941277E+01
   8    0.219961747222969656E-01
   9    0.147440909203346537E+01
  10   -0.841586914920012252E-01
  11    0.340586295566420227E+00
  12    0.231246194777613129E+00
  13    0.576485710465182377E+00
  14   -0.105542756331603926E+01
