,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,59432.601345,-20.612,0.529,-21,11,c,0,0.93,56.89817,2.8829,7959.38,7120.29,3.0,2.79,-89.1,-0.35,19.55,21.49,01a59432o0792c
1,59432.607984,-20.752,0.495,-18,9,c,0,1.46,56.89817,2.8829,7940.15,7081.41,3.04,2.93,81.7,-0.361,19.49,21.48,01a59432o0806c
2,59432.626218,20.161,0.398,31,12,c,0,1.27,56.89817,2.8829,8001.68,7156.73,2.55,2.42,-89.4,-0.365,19.33,20.42,01a59432o0845c
3,59432.630364,20.417,0.802,25,20,c,0,1.31,56.89817,2.8829,8021.26,7039.95,2.6,2.44,-84.9,-0.367,18.79,19.46,01a59432o0854c
4,59436.595272,19.97,0.213,37,8,c,0,1.49,56.89817,2.8829,7961.81,7124.88,2.31,2.2,-72.0,-0.379,19.85,21.52,01a59436o0769c
5,59436.599422,19.814,0.17,43,7,c,0,1.21,56.89817,2.8829,7943.79,7086.59,2.26,2.12,-78.5,-0.393,19.87,21.53,01a59436o0778c
6,59436.617447,20.684,0.377,19,7,c,0,1.54,56.89817,2.8829,8006.75,7163.58,2.33,2.18,-81.3,-0.384,19.88,21.48,01a59436o0817c
7,59436.628106,-23.852,9.818,-1,10,c,0,1.48,56.89817,2.8829,8029.46,7046.51,2.36,2.18,-83.7,-0.393,19.42,20.37,01a59436o0840c
8,59440.591278,19.236,0.156,73,12,c,0,1.07,56.89817,2.8829,9735.4,3154.49,3.25,3.12,-60.8,-0.36,19.45,21.45,01a59440o0774c
9,59440.60887,19.052,0.103,87,9,c,0,1.15,56.89817,2.8829,9714.11,3114.69,2.48,2.39,-11.7,-0.38,19.76,21.55,01a59440o0812c
10,59440.6144,19.279,0.138,70,10,c,0,1.17,56.89817,2.8829,9772.66,3191.42,2.73,2.68,-14.7,-0.383,19.62,21.53,01a59440o0824c
11,59440.619475,19.734,0.195,46,9,c,0,1.28,56.89817,2.8829,9793.52,3074.48,2.67,2.58,-17.7,-0.373,19.68,21.45,01a59440o0835c
12,59442.611175,19.022,0.121,89,11,o,0,1.37,56.89817,2.8829,8915.2,5592.25,2.16,1.97,34.7,-0.435,19.7,21.06,02a59442o0823o
13,59442.617163,19.325,0.154,68,10,o,0,1.17,56.89817,2.8829,8933.25,5630.52,2.22,1.98,33.4,-0.43,19.67,21.05,02a59442o0836o
14,59442.621412,19.011,0.106,90,10,o,0,1.64,56.89817,2.8829,8875.51,5553.37,2.26,1.97,31.9,-0.425,19.62,20.96,02a59442o0845o
15,59442.630942,19.619,0.302,52,16,o,0,1.52,56.89817,2.8829,8856.26,5670.77,2.32,2.04,35.8,-0.421,19.19,19.91,02a59442o0865o
16,59444.564584,18.901,0.095,100,10,c,0,1.38,56.89817,2.8829,9733.44,3160.49,2.43,2.41,3.3,-0.382,19.77,21.43,01a59444o0669c
