,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,58644.600049,24.124,21.25,1,17,o,0,1.27,17.58513,-9.57474,5555.66,9527.41,2.94,2.84,-27.2,-0.448,19.03,20.37,01a58644o0759o
1,58644.605133,22.667,5.0,3,16,o,0,1.82,17.58513,-9.57474,5537.46,9487.65,2.98,2.89,-19.8,-0.447,18.95,20.24,01a58644o0770o
2,58644.614649,19.431,0.608,61,37,o,0,1.05,17.58513,-9.57474,5598.06,9564.38,2.94,2.82,-70.0,-0.471,18.28,19.04,01a58644o0790o
3,58644.617809,19.8,1.511,44,66,o,0,1.14,17.58513,-9.57474,5617.62,9446.79,3.19,3.09,-79.9,-0.47,17.63,18.31,01a58644o0796o
4,58646.586384,20.378,0.466,26,12,o,0,2.17,17.58513,-9.57474,3036.41,9382.25,2.11,1.89,-41.6,-0.443,19.26,20.09,02a58646o0623o
5,58646.589032,21.695,1.747,8,13,o,0,1.53,17.58513,-9.57474,3056.27,9420.56,2.02,1.92,-35.7,-0.46,19.24,20.07,02a58646o0628o
6,58646.594548,20.87,1.167,16,19,o,0,0.63,17.58513,-9.57474,2998.34,9342.16,2.03,1.91,-43.5,-0.457,19.27,20.11,02a58646o0640o
7,58646.606982,20.243,0.57,29,16,o,0,1.1,17.58513,-9.57474,2982.27,9458.94,2.33,1.8,-50.0,-0.45,19.24,20.02,02a58646o0666o
8,58652.560636,-19.347,0.753,-66,50,o,0,1.08,17.58513,-9.57474,1632.24,9747.13,3.31,3.2,-22.7,-0.444,17.95,18.88,01a58652o0674o
9,58652.565785,21.017,3.278,14,47,o,0,1.32,17.58513,-9.57474,1613.45,9706.35,3.36,3.23,-35.6,-0.436,17.94,18.95,01a58652o0684o
10,58652.569242,19.428,0.761,62,47,o,0,0.76,17.58513,-9.57474,1674.75,9785.64,3.25,3.13,-49.0,-0.428,18.06,18.99,01a58652o0690o
11,58652.579698,20.322,1.341,27,36,o,0,1.04,17.58513,-9.57474,1697.87,9669.4,2.93,2.81,-42.3,-0.479,18.23,19.12,01a58652o0712o
12,58654.56245,23.613,16.818,1,22,o,0,1.43,17.58513,-9.57474,6700.5,5306.18,2.27,2.02,32.2,-0.433,18.57,19.01,02a58654o0693o
13,58654.56686,-23.189,13.75,-2,26,o,0,1.09,17.58513,-9.57474,6721.31,5342.42,2.2,2.17,56.5,-0.431,18.54,19.05,02a58654o0702o
14,58654.572893,-20.994,1.473,-14,21,o,0,1.16,17.58513,-9.57474,6664.37,5267.03,2.14,2.04,30.0,-0.44,18.66,19.12,02a58654o0715o
15,58654.585063,21.529,2.191,9,20,o,0,1.16,17.58513,-9.57474,6649.99,5378.56,2.04,1.93,-49.6,-0.443,18.78,19.25,02a58654o0740o
16,58656.614712,19.772,0.798,45,36,o,0,0.99,17.58513,-9.57474,5794.45,5157.94,3.3,2.99,-11.5,-0.415,18.16,19.08,01a58656o0757o
17,58656.617666,19.081,0.369,85,31,o,0,1.46,17.58513,-9.57474,5773.83,5119.35,3.27,2.86,-7.0,-0.415,18.12,18.77,01a58656o0763o
18,58656.620909,19.28,1.294,70,91,o,0,1.0,17.58513,-9.57474,5833.29,5197.24,3.16,2.82,-11.2,-0.428,17.26,17.83,01a58656o0770o
19,58660.541594,18.519,0.181,142,26,o,0,1.0,17.58513,-9.57474,5789.1,5161.52,3.24,2.8,-8.1,-0.415,18.48,19.51,01a58660o0625o
