,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,58443.647867,19.215,0.165,75,12,o,0,0.64,144.90115,30.21158,3761.9,5952.86,2.0,1.91,36.5,-0.473,19.55,20.64,02a58443o0349o
1,58443.659219,19.495,0.392,58,23,o,0,0.99,144.90115,30.21158,3783.85,5994.28,1.96,1.91,39.0,-0.487,18.74,18.96,02a58443o0367o
2,58445.56239,21.159,11.63,12,145,o,0,1.16,144.90115,30.21158,7882.04,4226.89,3.7,3.02,-83.6,-0.421,16.44,17.14,01a58445o0567o
3,58445.577946,19.215,1.268,75,95,o,0,0.92,144.90115,30.21158,7887.94,4147.51,3.75,3.05,-82.9,-0.408,17.33,18.03,01a58445o0599o
4,58445.587456,-20.872,4.42,-16,72,o,0,0.66,144.90115,30.21158,7967.76,4080.9,3.88,3.17,-83.8,-0.411,17.64,18.54,01a58445o0619o
5,58449.624275,19.044,0.439,88,38,o,0,0.94,144.90115,30.21158,6071.63,6302.44,3.43,2.75,-85.2,-0.433,18.46,19.29,01a58449o0881o
6,58449.63541,19.054,0.445,87,39,o,0,1.18,144.90115,30.21158,6044.44,6222.45,3.56,2.89,-82.5,-0.428,18.44,19.32,01a58449o0900o
7,58449.645424,19.243,0.598,73,44,o,0,1.14,144.90115,30.21158,6116.02,6260.62,3.49,2.9,-81.5,-0.43,18.36,19.28,01a58449o0919o
8,58449.656475,19.452,0.8,60,48,o,0,1.06,144.90115,30.21158,6137.25,6101.64,3.28,2.94,-75.6,-0.425,18.24,18.99,01a58449o0938o
9,58451.661324,19.202,0.352,76,27,o,0,0.91,144.90115,30.21158,5719.42,6339.26,2.13,2.01,-45.7,-0.471,18.63,18.79,02a58451o0948o
10,58453.62435,19.68,0.356,49,17,o,0,0.87,144.90115,30.21158,7443.0,7505.61,4.49,3.54,-80.3,-0.384,19.11,21.03,01a58453o0693o
11,58453.635761,19.529,0.268,56,15,o,0,1.08,144.90115,30.21158,7432.82,7424.84,4.03,3.11,-80.2,-0.406,19.28,20.95,01a58453o0710o
