,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,59577.994869,-15.238,0.001,-2917,3,o,0,17.49,89.89063,-58.32455,5104.77,990.58,3.33,3.0,86.9,-0.385,19.13,21.13,03a59578o0260o
1,59577.998975,-15.286,0.001,-2789,2,o,0,40.95,89.89063,-58.32455,5150.26,1034.6,3.25,2.95,82.3,-0.399,19.11,21.08,03a59578o0268o
2,59578.00732,-15.264,0.001,-2847,2,o,0,37.86,89.89063,-58.32455,5153.5,973.77,3.29,2.84,-87.2,-0.405,19.18,21.18,03a59578o0283o
3,59578.018143,-15.273,0.001,-2824,2,o,0,61.39,89.89063,-58.32455,5201.39,1113.23,3.22,2.8,-86.2,-0.417,19.13,20.99,03a59578o0304o
4,59578.939886,-15.293,0.001,-2771,3,o,0,42.39,89.89063,-58.32455,4779.65,1004.76,3.12,2.74,-81.6,-0.405,19.16,20.98,03a59579o0233o
5,59578.942706,-15.175,0.001,-3090,3,o,0,10.05,89.89063,-58.32455,4813.01,1039.99,3.05,2.81,-77.7,-0.408,19.15,20.98,03a59579o0239o
6,59578.950387,-15.242,0.001,-2905,2,o,0,39.81,89.89063,-58.32455,4807.2,951.44,3.0,2.76,-82.7,-0.399,19.27,21.07,03a59579o0253o
7,59578.960798,-15.268,0.001,-2836,2,o,0,48.9,89.89063,-58.32455,4849.53,1060.54,2.95,2.79,-79.8,-0.4,19.25,21.12,03a59579o0273o
8,59579.04874,-15.191,0.002,-3046,5,o,0,2.51,89.89063,-58.32455,2342.74,9027.75,3.18,2.97,73.5,-0.381,18.48,20.03,03a59579o0447o
9,59579.052658,-14.875,0.029,-4074,119,o,0,1.88,89.89063,-58.32455,2383.04,9081.27,3.28,2.96,72.3,-0.365,16.76,18.24,03a59579o0455o
10,59579.91879,-15.155,0.001,-3146,3,o,0,6.89,89.89063,-58.32455,5042.52,8765.42,2.87,2.66,-38.8,-0.367,19.4,21.62,03a59580o0285o
