,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,59403.536068,21.367,0.865,10,9,o,0,1.67,351.88275,-32.99572,8236.1,6932.21,2.16,1.98,88.5,-0.416,19.5,20.63,01a59403o0640o
1,59403.539299,22.178,2.396,5,12,o,0,0.87,351.88275,-32.99572,8216.87,6893.79,2.16,2.14,32.8,-0.409,19.57,20.67,01a59403o0647o
2,59403.547986,22.937,4.391,2,11,o,0,1.02,351.88275,-32.99572,8278.49,6968.03,2.19,2.01,88.3,-0.415,19.47,20.65,01a59403o0665o
3,59403.559398,-22.784,5.35,-3,15,o,0,0.69,351.88275,-32.99572,8300.47,6851.34,2.17,2.06,79.3,-0.413,19.22,20.41,01a59403o0689o
4,59407.595129,15.63,2.618,2033,5322,o,0,1.0,351.88275,-32.99572,8249.62,6925.09,2.5,2.44,-71.0,-0.407,13.42,14.7,01a59407o0393o
5,59411.56677,21.108,0.735,13,10,o,0,1.28,351.88275,-32.99572,8703.91,2559.94,2.18,2.09,-41.1,-0.414,19.67,20.8,01a59411o0708o
6,59411.570008,20.556,0.562,22,12,o,0,0.69,351.88275,-32.99572,8684.84,2520.85,2.13,2.01,-57.7,-0.418,19.68,20.82,01a59411o0715o
7,59411.572772,22.588,2.914,3,10,o,0,1.18,351.88275,-32.99572,8741.11,2596.34,2.14,2.03,-54.9,-0.41,19.67,20.8,01a59411o0721o
8,59411.582939,-22.913,3.48,-2,9,o,0,1.36,351.88275,-32.99572,8762.53,2478.93,2.2,2.07,-51.4,-0.415,19.65,20.81,01a59411o0743o
9,59413.524591,-20.507,0.971,-23,22,c,0,1.19,351.88275,-32.99572,6773.76,43.49,2.39,2.19,-66.3,-0.42,19.47,21.18,02a59413o0602c
10,59413.545894,-21.112,1.128,-13,15,c,0,0.74,351.88275,-32.99572,6692.88,80.5,2.59,2.31,-61.2,-0.411,19.42,21.23,02a59413o0647c
11,59413.548637,20.922,0.78,16,12,c,0,1.48,351.88275,-32.99572,5729.55,10197.65,2.62,2.46,-61.9,-0.406,19.53,21.29,02a59413o0653c
12,59413.550941,21.766,1.929,7,14,c,0,0.85,351.88275,-32.99572,5747.79,10239.01,2.66,2.44,-65.0,-0.408,19.52,21.29,02a59413o0658c
13,59413.554141,-22.36,3.0,-4,12,c,0,1.42,351.88275,-32.99572,5690.97,10159.41,2.69,2.46,-69.9,-0.41,19.49,21.3,02a59413o0665c
14,59413.560091,21.392,1.132,10,11,c,0,1.16,351.88275,-32.99572,5672.11,10275.86,2.89,2.62,-66.0,-0.408,19.49,21.32,02a59413o0678c
15,59415.494296,-21.934,3.413,-6,21,o,0,0.99,351.88275,-32.99572,8693.73,2562.05,2.55,2.39,-64.7,-0.392,18.95,19.55,01a59415o0556o
16,59415.497059,21.12,1.426,13,18,o,0,1.31,351.88275,-32.99572,8674.08,2522.99,2.41,2.28,-65.8,-0.399,19.02,19.58,01a59415o0562o
17,59415.50029,-19.7,0.369,-48,18,o,0,1.38,351.88275,-32.99572,8732.07,2598.98,2.52,2.28,-76.6,-0.407,19.02,19.61,01a59415o0569o
18,59415.506733,20.966,1.162,15,17,o,0,0.94,351.88275,-32.99572,8752.67,2480.82,2.3,2.11,-74.3,-0.434,19.14,19.72,01a59415o0583o
19,59417.459935,-19.896,1.601,-40,64,o,0,1.01,351.88275,-32.99572,5726.04,10205.73,2.75,2.41,-55.8,-0.392,17.87,18.24,02a59417o0474o
20,59417.463142,-19.085,0.971,-84,82,o,0,1.25,351.88275,-32.99572,5744.44,10244.37,2.56,2.48,-79.8,-0.388,17.46,17.8,02a59417o0481o
21,59417.466806,-15.916,1.889,-1562,2951,o,0,1.06,351.88275,-32.99572,5687.94,10165.97,2.65,2.35,-54.8,-0.438,14.39,14.37,02a59417o0489o
22,59417.470466,-18.215,0.664,-188,125,o,0,2.42,351.88275,-32.99572,6769.37,50.3,2.25,2.15,-61.6,-0.495,16.55,17.13,02a59417o0497o
23,59417.472295,-14.997,1.462,-3642,5324,o,0,1.01,351.88275,-32.99572,5668.72,10283.79,2.57,2.42,-69.9,-0.47,14.21,14.09,02a59417o0501o
24,59417.479611,-20.285,3.336,-28,93,o,0,1.19,351.88275,-32.99572,6688.75,88.18,2.29,2.08,-73.5,-0.49,17.13,17.5,02a59417o0517o
25,59419.473913,-20.147,1.437,-32,46,o,0,0.8,351.88275,-32.99572,4001.48,8603.94,1.94,1.84,-67.0,-0.425,17.66,17.72,01a59419o0112o
26,59419.475756,18.57,0.79,136,107,o,0,0.84,351.88275,-32.99572,3984.81,8565.62,1.95,1.8,-22.6,-0.428,17.59,17.78,01a59419o0116o
27,59423.508223,21.023,1.151,14,16,o,0,1.1,351.88275,-32.99572,4014.27,8610.98,2.27,2.07,-67.1,-0.42,18.76,19.24,01a59423o0287o
28,59423.510995,-20.735,1.0,-18,18,o,0,1.13,351.88275,-32.99572,3996.56,8572.1,2.11,2.01,-24.8,-0.389,18.85,19.24,01a59423o0293o
29,59423.527995,20.772,1.108,18,20,o,0,1.04,351.88275,-32.99572,4060.46,8649.68,2.36,2.31,-56.9,-0.389,18.71,19.27,01a59423o0329o
30,59423.533074,22.435,6.846,4,26,o,0,0.91,351.88275,-32.99572,4081.9,8534.19,2.74,2.62,-29.3,-0.396,18.63,19.28,01a59423o0340o
31,59425.512721,-20.891,0.994,-16,16,o,0,1.11,351.88275,-32.99572,6539.19,5829.74,2.09,1.84,38.4,-0.442,19.2,19.82,02a59425o0591o
32,59425.524186,21.136,1.068,13,14,o,0,0.98,351.88275,-32.99572,6555.12,5870.96,2.19,1.87,39.0,-0.439,19.18,19.85,02a59425o0615o
33,59425.534227,-20.378,0.496,-26,13,o,0,0.84,351.88275,-32.99572,6498.72,5791.1,2.18,1.82,37.1,-0.443,19.22,19.85,02a59425o0636o
34,59425.536056,21.591,1.756,8,15,o,0,1.11,351.88275,-32.99572,6479.38,5906.44,2.23,1.85,36.2,-0.431,19.2,19.85,02a59425o0640o
35,59427.513537,-21.846,1.564,-7,10,o,0,0.84,351.88275,-32.99572,4662.77,2316.4,2.01,1.98,59.6,-0.415,19.5,20.49,01a59427o0597o
36,59427.515381,23.477,7.824,2,12,o,0,1.0,351.88275,-32.99572,4644.06,2277.45,2.03,1.99,-3.1,-0.414,19.54,20.51,01a59427o0601o
37,59427.518606,-23.459,9.067,-2,14,o,0,0.8,351.88275,-32.99572,4701.51,2355.81,2.24,2.1,86.2,-0.414,19.45,20.51,01a59427o0608o
38,59427.523677,21.281,0.944,11,10,o,0,1.2,351.88275,-32.99572,4721.84,2239.87,2.26,2.18,2.2,-0.4,19.39,20.54,01a59427o0619o
39,59429.455541,-20.995,0.797,-14,12,o,0,1.37,351.88275,-32.99572,8546.44,1885.94,2.24,1.97,-58.4,-0.442,19.29,20.33,02a59429o0477o
40,59429.460129,-21.564,1.5,-9,13,o,0,1.16,351.88275,-32.99572,8571.15,1921.88,2.02,1.92,-58.0,-0.456,19.34,20.35,02a59429o0487o
