,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,60093.592625,21.228,1.101,12,13,o,0,1.03,4.48417,23.98425,5299.97,9860.34,2.09,2.01,12.4,-0.427,19.18,20.0,02a60093o0705o
1,60093.596144,20.906,1.154,16,18,o,0,0.96,4.48417,23.98425,5320.87,9900.36,2.11,2.05,25.4,-0.427,19.16,20.01,02a60093o0712o
2,60093.606419,21.443,1.494,10,14,o,0,1.34,4.48417,23.98425,5261.59,9820.02,2.1,1.99,23.8,-0.429,19.17,19.95,02a60093o0732o
3,60093.61623,19.769,0.741,45,33,o,0,1.15,4.48417,23.98425,5243.59,9939.57,2.11,2.04,16.3,-0.414,18.64,19.03,02a60093o0753o
4,60095.582985,19.648,0.316,50,16,o,0,0.75,4.48417,23.98425,3442.19,3157.21,2.15,1.85,34.1,-0.456,19.24,20.16,02a60095o0542o
5,60095.585833,19.23,0.193,74,14,o,0,1.2,4.48417,23.98425,3459.68,3195.84,2.19,1.85,35.0,-0.453,19.25,20.2,02a60095o0548o
6,60095.59156,19.993,0.362,36,13,o,0,0.95,4.48417,23.98425,3402.59,3118.17,2.23,1.84,37.1,-0.459,19.27,20.22,02a60095o0560o
7,60095.60389,19.936,0.374,38,14,o,0,1.06,4.48417,23.98425,3385.44,3234.83,2.28,1.82,37.3,-0.458,19.28,20.28,02a60095o0584o
8,60099.589795,-17.073,1.776,-538,956,o,0,0.92,4.48417,23.98425,3550.09,5099.5,2.47,1.95,33.5,-0.454,14.86,14.66,02a60099o0725o
9,60099.598056,16.784,1.084,702,761,o,0,1.48,4.48417,23.98425,3510.68,5060.07,2.9,2.17,35.8,-0.416,14.79,14.74,02a60099o0743o
10,60099.611137,-18.85,1.025,-105,107,o,0,1.48,4.48417,23.98425,3491.75,5177.14,2.73,2.08,33.8,-0.41,16.79,16.84,02a60099o0768o
11,60101.59311,19.134,0.902,81,73,o,0,0.96,4.48417,23.98425,3088.73,9466.13,2.33,2.26,-9.0,-0.429,17.43,17.86,02a60101o0734o
12,60101.596276,18.272,0.189,178,34,o,0,1.16,4.48417,23.98425,3109.06,9506.27,2.33,2.21,-16.6,-0.412,18.39,19.04,02a60101o0741o
13,60101.604503,18.519,0.235,142,33,o,0,0.91,4.48417,23.98425,3050.51,9426.99,2.27,2.18,-10.6,-0.42,18.31,18.89,02a60101o0759o
14,60101.614629,18.505,0.218,144,31,o,0,1.23,4.48417,23.98425,3031.55,9544.37,2.32,2.23,-15.7,-0.423,18.36,18.87,02a60101o0780o
15,60105.570561,18.516,0.137,142,19,o,0,1.56,4.48417,23.98425,7296.37,9764.27,2.61,2.45,2.2,-0.424,18.97,19.91,02a60105o0678o
16,60105.573451,18.029,0.095,223,21,o,0,1.15,4.48417,23.98425,7316.86,9802.83,2.73,2.52,-5.1,-0.426,18.85,19.85,02a60105o0684o
17,60105.581138,18.122,0.091,205,19,o,0,1.49,4.48417,23.98425,7258.3,9725.19,2.75,2.54,7.1,-0.412,18.95,20.05,02a60105o0700o
18,60105.594,18.411,0.132,157,21,o,0,0.77,4.48417,23.98425,7240.08,9842.9,2.42,2.39,75.8,-0.423,19.13,20.08,02a60105o0727o
