,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,59680.355321,-20.791,0.66,-18,12,o,0,1.5,294.71012,-50.19271,6213.85,3859.19,2.02,1.85,-55.1,-0.459,19.36,20.73,04a59680o0863o
1,59680.363062,-23.402,9.0,-2,14,o,0,1.27,294.71012,-50.19271,6199.81,3828.74,1.99,1.87,-42.4,-0.466,19.4,20.75,04a59680o0880o
2,59680.366014,20.853,0.689,16,11,o,0,1.28,294.71012,-50.19271,6259.36,3903.61,1.99,1.87,-40.4,-0.458,19.37,20.83,04a59680o0886o
3,59680.376582,21.847,1.542,7,10,o,0,1.93,294.71012,-50.19271,6283.55,3789.41,2.0,1.86,-42.5,-0.464,19.41,20.75,04a59680o0909o
4,59682.077596,-20.318,0.394,-27,11,o,0,1.32,294.71012,-50.19271,7781.4,1948.95,2.43,1.94,-48.8,-0.436,19.44,20.57,03a59682o0765o
5,59682.08256,21.527,1.25,9,11,o,0,1.62,294.71012,-50.19271,7768.56,1902.74,2.44,1.94,-49.5,-0.44,19.46,20.55,03a59682o0775o
6,59682.093173,23.573,6.364,1,9,o,0,2.62,294.71012,-50.19271,7818.79,1987.48,2.42,1.96,-50.8,-0.436,19.44,20.56,03a59682o0798o
7,59682.096391,-20.997,0.85,-14,12,o,0,1.17,294.71012,-50.19271,7842.67,1867.71,2.47,2.02,-47.1,-0.43,19.41,20.6,03a59682o0805o
8,59684.298708,-19.677,0.563,-49,28,o,0,1.27,294.71012,-50.19271,8804.28,7853.47,2.23,2.06,-32.3,-0.423,18.65,19.35,04a59684o0694o
9,59684.301438,-20.304,0.878,-28,24,o,0,1.44,294.71012,-50.19271,8784.41,7816.03,2.39,2.26,-55.7,-0.401,18.59,19.36,04a59684o0700o
10,59684.312347,20.813,1.349,17,23,o,0,1.15,294.71012,-50.19271,8847.39,7893.76,2.3,2.11,-17.3,-0.416,18.65,19.43,04a59684o0724o
11,59684.322828,23.629,17.222,1,22,o,0,1.73,294.71012,-50.19271,8869.48,7778.27,2.2,1.98,-25.2,-0.425,18.76,19.48,04a59684o0747o
12,59688.344627,17.783,6.857,280,1918,o,0,1.35,294.71012,-50.19271,8824.28,7859.46,2.18,1.88,-7.7,-0.529,13.96,13.35,04a59688o0834o
13,59688.353884,-15.778,1.591,-1773,2821,o,0,1.46,294.71012,-50.19271,8869.17,7905.08,2.37,2.18,-36.8,-0.512,13.53,13.08,04a59688o0854o
14,59690.034084,-20.207,0.923,-30,28,o,0,0.99,294.71012,-50.19271,2547.05,5791.92,2.37,2.2,-25.5,-0.429,18.66,19.08,03a59690o0589o
15,59690.038004,20.169,0.746,31,23,o,0,0.82,294.71012,-50.19271,2527.86,5753.48,2.41,2.23,-32.9,-0.422,18.64,19.09,03a59690o0596o
16,59690.043462,20.587,1.152,21,24,o,0,0.99,294.71012,-50.19271,2584.13,5831.74,2.35,2.21,-28.1,-0.423,18.67,19.1,03a59690o0606o
17,59690.053992,-20.634,1.182,-20,24,o,0,1.04,294.71012,-50.19271,2605.46,5715.76,2.3,2.14,-31.1,-0.428,18.7,19.13,03a59690o0624o
18,59692.319713,-20.048,0.635,-35,22,o,0,1.12,294.71012,-50.19271,4045.52,2134.66,1.94,1.92,41.1,-0.475,18.86,19.57,04a59692o0725o
