Nested Sampling Global Log-Evidence           :   -0.291029052109138995E+02  +/-    0.401809126945603501E+00
Nested Importance Sampling Global Log-Evidence:   -0.341099927520907116E+02  +/-    0.381122750025093687E-01

Dim No.       Mean        Sigma
   1    0.225625231595879445E-01    0.362151268552722491E-01
   2   -0.195472777041075823E+02    0.761150215541135378E+01
   3    0.548007399731285094E+00    0.257758320897522208E+00
   4    0.915499039498110623E+00    0.257572607237130102E+00
   5    0.115885290705009993E-01    0.420813098953160512E-02
   6    0.176117110211493921E+01    0.582210468314636326E-01
   7   -0.169663597595492455E+01    0.401727390584688870E+00
   8   -0.208515907172022397E+00    0.592229269000668912E-01
   9   -0.896944608465788495E+00    0.483284186625310230E+01
  10   -0.999874577995797792E-01    0.191676812084127818E+00
  11   -0.464814188203357403E-01    0.123938707842491405E+00
  12   -0.182340226656672433E+00    0.210115790835025906E+00
  13   -0.194789992603679296E+00    0.844147258072404510E-01
  14   -0.105227708078090143E+01    0.428546757363219774E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.343198031777540991E-01
   2   -0.212430959068993950E+02
   3    0.509947310070675064E+00
   4    0.495488760468067335E+00
   5    0.132943069710754341E-01
   6    0.177362001198507180E+01
   7   -0.156552425428902309E+01
   8   -0.250502799803356102E+00
   9    0.861429396709553785E+01
  10   -0.184390082354409124E+00
  11    0.813697747500820023E-01
  12   -0.415210754583345554E-01
  13   -0.209234225601697105E+00
  14   -0.104189601306397073E+01

MAP Parameters
Dim No.        Parameter
   1    0.343198031777540991E-01
   2   -0.212430959068993950E+02
   3    0.509947310070675064E+00
   4    0.495488760468067335E+00
   5    0.132943069710754341E-01
   6    0.177362001198507180E+01
   7   -0.156552425428902309E+01
   8   -0.250502799803356102E+00
   9    0.861429396709553785E+01
  10   -0.184390082354409124E+00
  11    0.813697747500820023E-01
  12   -0.415210754583345554E-01
  13   -0.209234225601697105E+00
  14   -0.104189601306397073E+01
