Nested Sampling Global Log-Evidence           :   -0.765451037964507086E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.184115865167597836E+01  +/-    0.162804569941616684E+00

Dim No.       Mean        Sigma
   1    0.821614656907454499E-01    0.109495484259761861E-02
   2   -0.180022236475024826E+02    0.308526698514954498E-01
   3    0.656792821541814953E+00    0.347147006603469935E-02
   4    0.129539930887975507E+01    0.229729923803982748E-02
   5    0.110577916397305697E-01    0.161657279545640570E-03
   6    0.125474515709965062E+01    0.175121759411644182E-02
   7   -0.182437072891975949E+01    0.747418447700820276E-01
   8   -0.647936091201290199E-01    0.377111763414362915E-02
   9   -0.243527623166293195E+01    0.976025267614479414E-01
  10   -0.123611868760062860E+00    0.557010960901636962E-02
  11    0.397502958123532937E-01    0.725780846657371470E-02
  12   -0.283033539146564483E+00    0.232845223174168586E-01
  13   -0.182390969473345405E+00    0.104663082238146132E-01
  14   -0.107313691792609900E+01    0.978118971813642796E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.829759945534786075E-01
   2   -0.179886840859901191E+02
   3    0.648968853405503254E+00
   4    0.129663875877657464E+01
   5    0.109757105009211479E-01
   6    0.125728722163566498E+01
   7   -0.192565768146819938E+01
   8   -0.637921286431153839E-01
   9   -0.245394155837465755E+01
  10   -0.121512191804070288E+00
  11    0.393416431708350570E-01
  12   -0.284939894962083828E+00
  13   -0.182495961711768018E+00
  14   -0.107434717793771273E+01

MAP Parameters
Dim No.        Parameter
   1    0.793302570814454211E-01
   2   -0.180474610455712998E+02
   3    0.659285436653434309E+00
   4    0.129703946324634534E+01
   5    0.111331799052908405E-01
   6    0.125528541645966474E+01
   7   -0.179271609777924956E+01
   8   -0.696035692213468338E-01
   9   -0.249080632215342579E+01
  10   -0.135455416527691497E+00
  11    0.313609417198588841E-01
  12   -0.252231907787886844E+00
  13   -0.180508792222134090E+00
  14   -0.107897752462404517E+01
