Nested Sampling Global Log-Evidence           :   -0.879326866192317869E-01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.597807726316616939E+00  +/-    0.764644205318408959E-01

Dim No.       Mean        Sigma
   1    0.967016334093848545E-01    0.446893656632682545E-02
   2   -0.231661201260116201E+02    0.438352738448990920E+00
   3    0.848593834809989955E+00    0.403076782143622081E-01
   4    0.180531927073302101E+01    0.103580529518248532E+00
   5    0.808942236635081663E-02    0.300974515524755014E-03
   6    0.186672622539710953E+01    0.188043611605405142E+00
   7   -0.179416652757164674E+01    0.877183266196898681E-01
   8   -0.820949673669509883E-01    0.147357254217572536E-02
   9   -0.479773349069809196E+01    0.386758559183067285E+00
  10   -0.881844305367344011E-01    0.185886183870014599E-01
  11    0.639463956552998279E-02    0.401832862744327599E-01
  12   -0.209365196850115870E+00    0.181919095736794989E-01
  13    0.111240457237026344E+00    0.456086764171224832E-01
  14   -0.108831623536478128E+01    0.746105782348836268E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.990862818759830205E-01
   2   -0.226539674999349678E+02
   3    0.843903435649305034E+00
   4    0.157916898866584821E+01
   5    0.830222711964320910E-02
   6    0.184852470881021502E+01
   7   -0.181591599834021689E+01
   8   -0.825880026742018825E-01
   9   -0.417231991304055061E+01
  10   -0.101606966420581674E+00
  11    0.522556158886674626E-02
  12   -0.193660712653636075E+00
  13    0.118113812897105999E+00
  14   -0.108196445614355685E+01

MAP Parameters
Dim No.        Parameter
   1    0.900780428066145500E-01
   2   -0.239960839777557773E+02
   3    0.874250614686497562E+00
   4    0.188966926610844022E+01
   5    0.827281182062509016E-02
   6    0.204285235581342528E+01
   7   -0.168782416237096955E+01
   8   -0.830224558465433859E-01
   9   -0.519062321836022189E+01
  10   -0.266347573290192513E-01
  11   -0.280718453584272790E-01
  12   -0.192875908222913728E+00
  13    0.125232991404482019E+00
  14   -0.109611913890875590E+01
