Nested Sampling Global Log-Evidence           :   -0.506961082027380772E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.988692462338812250E+00  +/-    0.641725033598369854E-01

Dim No.       Mean        Sigma
   1    0.900061800636639542E-01    0.478944888119975810E-02
   2   -0.287258319884068705E+02    0.363613926692132716E+00
   3    0.111870339076449854E+01    0.319674840289075196E-01
   4    0.120789031360307120E+01    0.254467883072657768E-01
   5    0.114850113519701820E-01    0.719306538032520840E-03
   6    0.147328266148353704E+01    0.148707618251907835E-01
   7   -0.185302969691503372E+01    0.971829361937051189E-01
   8   -0.237748802338742238E-01    0.128796230491329093E-01
   9   -0.316088099164373126E+01    0.871279238193061745E+00
  10   -0.225617088458464038E+00    0.630934569153012575E-01
  11   -0.755492311890923751E-01    0.181351327834017167E-01
  12   -0.174290697986271254E+00    0.926277779073698959E-01
  13    0.217823601124333653E-01    0.245370558758788368E-01
  14   -0.107564907144392041E+01    0.148578626589588488E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.973252789910156180E-01
   2   -0.284823789689330340E+02
   3    0.112681174204692036E+01
   4    0.120316185791146135E+01
   5    0.116018876610099013E-01
   6    0.143995474660332645E+01
   7   -0.196079637790364036E+01
   8   -0.345580358758305062E-01
   9   -0.331914406567486742E+01
  10   -0.317980904157441513E+00
  11   -0.568424530979452017E-01
  12   -0.338091720436031196E+00
  13   -0.263859580449598286E-01
  14   -0.105871098087578108E+01

MAP Parameters
Dim No.        Parameter
   1    0.826581305718438186E-01
   2   -0.284944573814145272E+02
   3    0.109779999588585087E+01
   4    0.125025825667645729E+01
   5    0.126660376509471692E-01
   6    0.148086891208847193E+01
   7   -0.182242249276087875E+01
   8   -0.292261255509517273E-01
   9   -0.296604982011830698E+01
  10   -0.115411898838088320E+00
  11   -0.702597722526440288E-01
  12   -0.363525446980050904E+00
  13    0.721992832030804582E-01
  14   -0.108009678962341482E+01
