Nested Sampling Global Log-Evidence           :   -0.651318181499789262E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.661842600496944544E+00  +/-    0.415528698074526734E-02

Dim No.       Mean        Sigma
   1    0.764022518142548346E-01    0.223254343528571809E-02
   2   -0.238605755606941443E+02    0.479339303055588806E+00
   3    0.733966288930474442E+00    0.343139826779191026E-01
   4    0.106147352017106922E+01    0.576732102550605655E-01
   5    0.830373787612111516E-02    0.282524611326782200E-03
   6    0.202584721845618798E+01    0.233769346805528730E-02
   7   -0.187939321070657051E+01    0.179599643018844762E+00
   8   -0.106353582912180319E+00    0.409502765274808757E-02
   9   -0.643437018090041057E+01    0.775823040306453660E+00
  10   -0.176497828819605240E+00    0.390222619527477929E-01
  11   -0.387313108359657460E-01    0.373322660734487846E-01
  12   -0.147748449733750897E+00    0.511697338506057059E-01
  13   -0.175761155408008823E+00    0.361190927370269067E-02
  14   -0.106961371161393970E+01    0.109843610693556130E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.768279263553138664E-01
   2   -0.234203753210171861E+02
   3    0.784907252300309999E+00
   4    0.104238124798148069E+01
   5    0.852497684493654963E-02
   6    0.202563659566934762E+01
   7   -0.195629582161066917E+01
   8   -0.104770623003487384E+00
   9   -0.644562576384243879E+01
  10   -0.124656632186198379E+00
  11   -0.462855818610325917E-01
  12   -0.163413475908900152E+00
  13   -0.179202824665524979E+00
  14   -0.107020351269024427E+01

MAP Parameters
Dim No.        Parameter
   1    0.787759190676549786E-01
   2   -0.240821344142153499E+02
   3    0.684758126047226745E+00
   4    0.109602817412142772E+01
   5    0.816431224740968471E-02
   6    0.202317135797585612E+01
   7   -0.163420439210559931E+01
   8   -0.986875160497166226E-01
   9   -0.580767331064962988E+01
  10   -0.129071867923721495E+00
  11   -0.557334712821817291E-01
  12   -0.231178564635850292E+00
  13   -0.174638444829756545E+00
  14   -0.106024522620719019E+01
