Nested Sampling Global Log-Evidence           :   -0.135496460700876646E+02  +/-    0.382855131114933411E+00
Nested Importance Sampling Global Log-Evidence:   -0.188660188809317937E+02  +/-    0.155580576436636225E+00

Dim No.       Mean        Sigma
   1    0.955424619750401827E-01    0.295929273188601828E-01
   2   -0.199618167059735079E+02    0.465361425064036460E+01
   3    0.482382070763719806E+00    0.259481318543927475E+00
   4    0.184633450974866387E+01    0.534681220351746367E+00
   5    0.120345081517913444E-01    0.263354648753186260E-02
   6    0.163485264717843992E+01    0.233543284473242657E+00
   7   -0.176804396244711737E+01    0.419156861450024953E+00
   8   -0.142234853236467701E+00    0.843749706495344060E-01
   9   -0.337441293015347599E+01    0.378041754820163955E+01
  10   -0.158981846137175198E+00    0.161305497736600245E+00
  11   -0.308484179456447252E-01    0.145262576146907824E+00
  12   -0.968284688756857054E-01    0.128289095729668595E+00
  13   -0.105421425421123802E+00    0.187013057098082053E+00
  14   -0.105923075330511751E+01    0.582936675959350378E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.135064623719439503E+00
   2   -0.295496833701203450E+02
   3    0.538746837021135350E+00
   4    0.202395466053393047E+01
   5    0.116128880799573758E-01
   6    0.187780896040383505E+01
   7   -0.136486084892333426E+01
   8   -0.147696974178394613E+00
   9    0.604210521556211244E+00
  10    0.620486166305849185E-01
  11   -0.366384480586011196E+00
  12   -0.984244797496489077E-02
  13   -0.421448844330008843E+00
  14   -0.102434853171595974E+01

MAP Parameters
Dim No.        Parameter
   1    0.135064623719439503E+00
   2   -0.295496833701203450E+02
   3    0.538746837021135350E+00
   4    0.202395466053393047E+01
   5    0.116128880799573758E-01
   6    0.187780896040383505E+01
   7   -0.136486084892333426E+01
   8   -0.147696974178394613E+00
   9    0.604210521556211244E+00
  10    0.620486166305849185E-01
  11   -0.366384480586011196E+00
  12   -0.984244797496489077E-02
  13   -0.421448844330008843E+00
  14   -0.102434853171595974E+01
