Nested Sampling Global Log-Evidence           :   -0.290032872315993018E+03  +/-    0.741860179739842973E+00
Nested Importance Sampling Global Log-Evidence:   -0.292750972558215437E+03  +/-    0.518769195716577911E-01

Dim No.       Mean        Sigma
   1   -0.910807134849968671E-03    0.569202289552700556E-02
   2   -0.243231388726492099E+02    0.455801620293918130E+00
   3    0.807958870011755481E+00    0.242992088862770857E-01
   4    0.223924716246154087E+01    0.163679725193832448E+00
   5    0.783740008675946204E-02    0.128821700047303809E-03
   6    0.162492120520825822E+01    0.175456884056944706E+00
   7   -0.170334737651861423E+01    0.418947252538085069E+00
   8   -0.525839938392555842E-01    0.735781103340011483E-02
   9    0.684349874383725187E+00    0.515553932534400516E+00
  10   -0.151004472562347669E+00    0.352013859403363313E-01
  11   -0.776379939006997394E-01    0.105626511370911932E+00
  12    0.635497659349373856E-01    0.102548684175336694E-01
  13   -0.177964561536888888E+00    0.194402950306079153E+00
  14   -0.106045052288376307E+01    0.492419366116291571E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.565440119677616815E-02
   2   -0.245945670145721635E+02
   3    0.806637560727482494E+00
   4    0.257856818707904711E+01
   5    0.778621226886144942E-02
   6    0.175447955678198375E+01
   7   -0.180629009192958279E+01
   8   -0.442935189360516152E-01
   9    0.121214300602029867E+01
  10   -0.142283711126351381E+00
  11   -0.727459179160848679E-01
  12    0.708221548436216708E-01
  13   -0.437647723723181614E+00
  14   -0.103980733647865997E+01

MAP Parameters
Dim No.        Parameter
   1   -0.565440119677616815E-02
   2   -0.245945670145721635E+02
   3    0.806637560727482494E+00
   4    0.257856818707904711E+01
   5    0.778621226886144942E-02
   6    0.175447955678198375E+01
   7   -0.180629009192958279E+01
   8   -0.442935189360516152E-01
   9    0.121214300602029867E+01
  10   -0.142283711126351381E+00
  11   -0.727459179160848679E-01
  12    0.708221548436216708E-01
  13   -0.437647723723181614E+00
  14   -0.103980733647865997E+01
