Nested Sampling Global Log-Evidence           :   -0.709595268900606957E+01  +/-    0.469371197925565458E-02
Nested Importance Sampling Global Log-Evidence:   -0.757027995565250222E+01  +/-    0.619217000853831759E-01

Dim No.       Mean        Sigma
   1    0.738367231510838468E-01    0.164750328151905268E-01
   2   -0.848597526090874688E+01    0.550654858265073099E+00
   3    0.730772494380232396E+00    0.561165153072675296E-01
   4    0.128638951292884185E+01    0.316484732257173926E-01
   5    0.111506911174892569E-01    0.222392883939812091E-02
   6    0.101011542783074382E+01    0.467429793644872291E-01
   7   -0.164342183923579133E+01    0.176833858130577393E+00
   8   -0.753815565137764682E-01    0.353481858652941391E-01
   9   -0.942538991146284477E+00    0.117304451657737396E+01
  10   -0.184963590443346843E+00    0.839547439493794206E-01
  11   -0.693291409133503234E-01    0.915135809342652179E-01
  12   -0.173221559658410407E+00    0.132322264574738474E+00
  13    0.252230334796396637E-01    0.820803707660501397E-01
  14   -0.105599949467155363E+01    0.135870256774515853E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.924938841680500168E-01
   2   -0.777401927984293373E+01
   3    0.653633663424529221E+00
   4    0.125275899525390111E+01
   5    0.811701729737715136E-02
   6    0.951954818708060868E+00
   7   -0.156790989494116140E+01
   8   -0.111990264433491887E+00
   9   -0.644050541100870122E+00
  10   -0.966017231751576527E-01
  11    0.791218229551868546E-01
  12   -0.351415149852865039E+00
  13    0.410543980599655800E-01
  14   -0.106700367585060873E+01

MAP Parameters
Dim No.        Parameter
   1    0.525806089300145663E-01
   2   -0.891885594574219809E+01
   3    0.779944072985288561E+00
   4    0.129435527456014698E+01
   5    0.100213207139288087E-01
   6    0.107027513198919499E+01
   7   -0.136886070402513127E+01
   8   -0.103071997720166245E+00
   9    0.238831894888736351E+00
  10   -0.454233381778975098E-01
  11   -0.158197923386228623E+00
  12   -0.660951562142537141E-01
  13   -0.898293861876809374E-01
  14   -0.108456258882233181E+01
