Nested Sampling Global Log-Evidence           :   -0.738461528395921829E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.112378372873264376E+01  +/-    0.529726722413337847E-01

Dim No.       Mean        Sigma
   1    0.886262948978977921E-01    0.295462806961576275E-02
   2   -0.316058116973393872E+02    0.624520747176994170E-01
   3    0.784678573695102077E+00    0.667066648401562837E-02
   4    0.115466160080409952E+01    0.139432131005768935E-01
   5    0.101481788520486355E-01    0.115181182943821056E-03
   6    0.230139365042268418E+01    0.854258102951938525E-03
   7   -0.183265535770723709E+01    0.128440037435054374E-01
   8   -0.410406208634888289E-01    0.190785744626006254E-02
   9   -0.230874293446411327E+01    0.189278440038140039E+00
  10   -0.905285153477563831E-01    0.101446177901413255E-01
  11   -0.858408331519674842E-03    0.132556904997487447E-01
  12   -0.415575846305419161E+00    0.247234189865476149E-01
  13   -0.279565387393125198E+00    0.411981273150872039E-02
  14   -0.105383313990762661E+01    0.471674099361851003E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.895201993681452590E-01
   2   -0.315118034069608335E+02
   3    0.780930938250917639E+00
   4    0.115386380646965359E+01
   5    0.101576033068000865E-01
   6    0.230304155397762766E+01
   7   -0.183053443471107724E+01
   8   -0.374786509897959974E-01
   9   -0.202868071186911703E+01
  10   -0.934538794806454159E-01
  11   -0.370682434421759806E-02
  12   -0.391521664133789027E+00
  13   -0.289714345065639201E+00
  14   -0.104915887918233630E+01

MAP Parameters
Dim No.        Parameter
   1    0.828265947461911400E-01
   2   -0.316093168446243595E+02
   3    0.784345176179162329E+00
   4    0.114668070526529742E+01
   5    0.103141256637520416E-01
   6    0.230272913675225244E+01
   7   -0.184276336364569282E+01
   8   -0.422865618650714939E-01
   9   -0.213146915193948638E+01
  10   -0.901219065881186110E-01
  11    0.809851815222679614E-02
  12   -0.391422183083277753E+00
  13   -0.277961947690482936E+00
  14   -0.105143858570528725E+01
