# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
60229.37,-9.00,9.48,o,5
60237.10,-11.00,8.59,o,4
60241.35,14.50,9.24,o,4
60256.34,-6.25,10.14,o,4
60258.08,-2.00,5.41,c,4
60259.34,-9.50,8.20,o,4
60261.08,1.50,5.39,c,4
60262.33,-1.00,6.51,o,4
60265.32,4.50,9.22,o,2
60270.06,3.25,5.13,c,4
60273.03,-19.67,14.63,o,3
60291.01,-21.00,16.00,o,1
60292.68,8.75,5.62,o,8
60294.65,3.62,4.85,o,8
60296.65,0.88,5.36,o,8
60298.59,1.57,4.61,o,7
60300.65,4.88,6.04,o,8
60302.48,8.33,8.78,o,6
60305.27,33.50,16.27,o,4
60307.01,45.33,12.91,o,3
60309.26,61.50,11.55,o,4
60310.26,98.50,9.61,o,4
60312.54,139.57,8.72,o,7
60314.72,155.62,5.54,o,8
60316.68,163.80,5.78,o,10
60318.33,168.25,7.58,o,4
60321.23,188.50,8.42,o,4
60322.23,180.00,11.36,o,3
60323.32,143.33,4.09,c,6
60325.24,168.50,7.43,o,4
60326.24,182.00,10.60,o,3
60326.98,131.67,8.09,c,3
60328.09,130.25,7.27,c,4
60329.28,151.25,8.72,o,4
60330.31,154.50,7.01,o,4
60333.22,139.00,13.38,o,4
60334.54,137.40,32.30,o,5
60336.63,136.50,11.62,o,8
60338.28,112.25,14.20,o,4
60340.66,112.62,7.77,o,8
60342.68,93.25,7.26,o,8
60345.25,82.33,10.95,o,3
60346.26,87.50,12.68,o,4
60349.24,89.75,9.36,o,4
60350.98,78.18,4.01,o,11
60352.93,59.40,5.50,o,5
60354.23,67.25,6.90,o,4
60357.15,63.00,10.80,o,3
60359.06,42.33,4.49,o,12
60361.20,50.25,13.43,o,4
60363.04,45.08,7.69,o,12
60365.20,34.00,42.92,o,4
60367.06,26.91,7.94,o,11
60369.22,30.50,10.21,o,4
60371.45,20.88,5.45,o,8
60375.37,16.00,4.66,c,7
60377.17,15.75,6.66,o,4
60378.16,19.50,7.97,o,4
60379.41,4.75,3.39,c,8
60381.17,10.75,6.69,o,4
60382.18,1.75,6.26,o,4
60383.42,8.50,4.24,c,8
60385.16,7.50,7.15,o,4
60386.96,6.36,7.12,o,11
60389.26,18.67,22.87,o,3
60390.43,15.71,10.72,o,7
60393.16,0.75,13.51,o,4
60394.82,6.00,9.33,o,10
60397.14,-17.50,10.13,o,4
60398.88,5.82,5.62,o,11
60401.48,9.00,5.72,o,7
60404.84,7.00,4.07,o,3
60411.11,8.33,4.86,o,3
60415.91,-5.00,10.63,o,2
60418.91,4.17,6.57,o,12
60423.41,-1.86,14.11,o,7
60425.10,-9.25,12.14,o,4
60427.86,8.00,10.75,o,4
60431.87,1.00,6.38,c,4
60433.06,-1.25,12.52,o,4
60434.07,-5.00,10.26,o,2
60435.52,11.33,5.43,c,6
60437.05,-7.50,9.40,o,4
60439.28,-1.62,3.96,c,8
60441.05,2.25,17.76,o,4
60442.69,-1.78,4.91,o,9
60447.77,-13.00,73.94,o,2
60449.04,1.75,11.63,o,4
60450.86,12.42,7.65,o,12
60455.77,1.00,11.06,o,4
60457.03,12.25,8.38,o,4
60458.84,6.17,6.06,o,12
60461.03,-11.50,18.83,c,4
60462.01,7.75,5.43,c,4
60469.01,7.25,9.52,c,4
60470.08,13.25,8.60,c,4
60475.09,-5.17,11.22,o,6
60481.97,88.00,449.00,o,1
60483.75,1.50,18.41,o,4
60486.72,18.25,7.77,o,4
60487.74,9.00,5.64,c,4
60489.58,14.20,79.18,o,5
60490.01,19.00,24.00,o,1
60490.74,17.33,20.05,c,3
60493.49,1.00,5.89,o,8
60495.72,8.50,6.90,c,4
60497.47,7.88,6.41,o,8
60500.97,-2.75,11.22,o,4
60505.40,15.57,8.45,o,7
60509.64,-17.50,17.35,o,6
60513.47,-4.75,20.91,o,8
60515.71,-12.67,19.58,o,3
60517.47,2.50,12.22,c,6
