# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59524.63,-26.50,10.51,o,4
59526.60,-4.75,6.52,c,4
59534.59,29.00,10.00,o,4
59538.64,4.75,9.84,o,4
59540.58,2.25,14.02,o,4
59542.60,22.25,8.02,o,4
59544.62,-20.25,11.15,o,4
59560.55,41.75,7.06,o,4
59580.52,124.67,7.13,o,3
59582.07,126.00,7.90,o,4
59584.53,141.75,6.64,o,4
59586.53,121.50,4.89,c,4
59588.49,149.25,6.53,o,4
59592.54,149.75,9.13,o,4
59597.24,137.00,13.89,o,6
59598.45,163.00,42.75,o,2
59603.03,200.25,23.46,o,4
59605.05,167.40,4.92,o,10
59607.03,162.00,4.31,o,8
59608.59,132.50,5.28,o,10
59609.06,121.00,5.64,c,4
59610.49,164.25,5.26,o,4
59612.53,118.75,5.27,c,4
59614.55,162.75,7.33,o,4
59616.76,103.14,4.23,c,7
59618.47,136.50,6.14,o,4
59620.48,166.50,6.68,o,4
59622.46,132.25,8.88,o,4
59624.49,157.75,8.78,o,4
59630.86,141.43,9.36,o,7
59632.53,143.75,8.01,o,4
59634.84,123.62,4.65,o,8
59636.45,96.50,5.38,c,4
59640.47,85.75,5.38,c,4
59642.43,117.33,8.31,o,3
59643.17,84.25,10.37,c,4
59644.45,69.00,9.90,c,4
59646.53,114.33,12.94,o,3
59648.39,104.50,6.51,o,4
59650.79,102.38,6.17,o,8
59658.86,81.75,9.53,o,8
59660.45,97.00,8.28,o,4
59662.81,79.00,6.28,o,8
59664.50,37.00,11.00,c,1
59664.55,86.00,11.04,o,3
59666.77,75.62,4.39,o,8
59668.46,12.75,12.71,c,4
59670.33,94.75,6.15,o,4
59672.82,26.50,4.77,c,4
59675.07,74.00,6.14,o,4
59676.54,9.50,4.44,c,6
59679.11,82.25,10.33,o,4
59680.35,43.25,13.56,c,4
59687.19,55.00,12.55,o,4
59688.35,55.00,11.26,o,4
59690.74,52.62,4.50,o,8
59692.35,40.75,9.92,c,4
59694.72,33.00,4.57,o,8
59696.32,-6.00,7.16,c,3
59698.71,12.75,6.99,o,8
59700.83,-4.75,4.88,o,4
59703.11,-31.00,6.98,o,3
59704.30,2.25,6.39,c,4
59713.09,-21.00,18.69,o,3
59714.83,-26.50,19.59,o,6
59716.33,7.29,9.46,o,7
59719.11,-9.25,10.39,o,4
59720.33,-12.83,5.04,c,6
59722.27,13.75,7.52,o,4
59724.26,-23.25,5.77,c,4
59724.78,26.67,6.57,o,3
59726.59,-8.00,7.75,o,7
59730.26,39.50,11.66,o,4
59732.26,-10.25,5.40,c,4
59734.26,35.00,12.78,o,4
59736.50,24.88,7.21,o,8
59738.26,-22.25,16.42,o,4
59740.28,9.25,12.48,o,4
59742.66,11.50,9.69,o,8
59744.26,28.33,21.19,o,3
59746.26,27.75,12.16,o,4
59751.03,-116.33,24.93,o,3
59767.00,47.00,12.88,o,4
59772.75,-21.00,64.00,o,1
59894.60,8.00,10.02,o,4
59906.64,-27.25,6.56,c,4
59908.65,4.50,6.77,o,4
59915.33,-2.60,9.90,o,5
59917.09,-60.00,38.43,o,2
59921.07,26.50,13.67,o,4
59935.34,-27.00,4.13,c,4
59939.34,-4.25,4.33,c,4
59941.08,14.75,7.89,o,4
59943.34,8.20,5.04,c,5
59945.00,24.75,5.53,o,4
59947.28,12.57,8.88,o,7
59951.29,-27.00,64.78,o,2
59952.99,2.00,13.65,o,4
59959.29,19.25,7.16,o,4
59960.99,-56.00,59.00,o,1
59963.26,-5.50,5.13,o,4
59964.57,2.25,6.64,o,4
59965.04,2.75,4.29,c,4
59968.48,-46.25,5.20,o,4
59969.09,14.50,5.05,c,4
59971.27,8.50,5.44,o,4
59975.27,24.33,6.93,o,3
59976.90,15.80,10.85,o,5
59979.32,32.33,15.11,o,3
59986.27,20.00,15.85,o,4
59988.57,18.67,4.76,o,9
59990.28,15.33,7.16,o,3
59994.28,5.00,5.27,c,4
59997.02,0.50,5.77,o,4
59998.20,-8.50,5.39,c,4
60000.42,-9.50,8.42,c,4
60002.23,-13.00,4.11,c,4
60003.94,16.25,5.76,o,4
60004.92,14.67,29.72,o,3
60006.15,1.75,10.64,o,4
60013.03,27.25,14.44,o,4
60014.28,-40.50,12.17,o,4
60016.93,-15.75,6.66,o,4
60018.22,-26.50,5.80,o,4
60020.96,-18.25,5.46,c,4
60022.09,3.75,6.79,o,4
60024.40,-29.00,8.49,o,2
60024.92,-18.25,4.64,c,4
60026.18,24.75,8.27,o,4
60028.39,10.33,7.52,o,3
60030.17,14.33,8.39,o,3
60032.97,26.14,6.75,o,7
60034.68,16.33,7.76,o,6
60041.00,-2.50,28.89,o,4
60042.91,2.43,8.28,o,7
60045.14,19.00,7.15,o,4
60048.13,-5.00,4.89,c,4
60049.87,17.50,4.64,o,6
60051.12,-7.25,7.27,c,4
60052.86,68.00,12.30,o,2
60054.12,-8.00,5.67,c,4
60057.11,-14.50,5.60,c,4
60063.08,33.00,12.26,o,4
60067.86,-25.00,18.38,o,2
60069.11,-15.50,16.77,o,4
60070.86,-2.50,17.03,o,2
60072.95,8.25,7.13,o,8
