# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58208.53,16.00,24.42,o,2
58220.62,9.50,5.92,o,6
58232.60,9.58,3.68,o,12
58234.60,-22.00,22.16,o,3
58244.58,64.50,16.07,o,4
58246.59,177.50,102.44,o,2
58248.57,128.38,4.28,o,8
58250.57,134.50,24.86,o,4
58256.56,163.50,5.01,c,4
58258.63,125.00,81.00,o,1
58262.55,221.73,24.98,o,11
58264.55,215.00,30.03,o,3
58266.52,207.25,14.12,o,4
58270.53,216.00,26.54,o,4
58272.51,240.50,10.63,o,2
58274.51,230.67,12.24,o,3
58278.51,207.50,5.37,o,8
58280.52,175.50,5.81,c,4
58282.53,197.25,6.76,o,4
58284.52,154.00,4.39,c,4
58286.51,176.00,7.51,o,4
58288.53,175.40,5.19,o,5
58290.48,167.00,6.77,o,4
58292.50,168.00,5.27,o,7
58294.49,155.25,9.40,o,4
58296.82,152.40,9.14,o,10
58298.44,156.50,12.02,o,4
58300.48,146.00,97.37,o,6
58302.47,94.00,37.00,o,1
58304.45,152.50,66.01,o,6
58308.49,71.33,3.07,c,12
58310.46,98.83,5.38,o,6
58312.47,56.71,3.75,c,7
58318.45,71.50,6.39,o,4
58320.45,79.00,19.77,o,4
58322.44,64.67,8.38,o,6
58324.43,73.50,11.72,o,2
58328.39,61.50,10.86,o,8
58330.43,69.50,12.28,o,4
58331.56,139.00,3608.00,c,1
58334.43,34.75,38.63,o,4
58338.40,42.25,6.81,o,4
58342.40,32.50,6.27,o,4
58344.42,0.00,4.38,c,4
58348.40,18.50,5.26,o,4
58352.40,-61.50,52.58,o,2
58360.37,3.29,5.90,o,7
58362.36,7.43,6.07,o,7
58364.37,11.25,6.00,o,4
58366.35,11.75,5.43,o,8
58368.35,16.75,4.27,o,8
58372.35,18.00,7.43,o,2
58374.32,9.50,7.25,o,4
58376.34,-1.75,3.54,c,8
58378.32,12.25,8.77,o,4
58380.32,22.50,7.00,o,4
58382.30,-12.75,9.89,o,4
58384.29,18.25,18.18,o,8
58386.29,12.38,12.01,o,8
58388.29,25.00,38.00,o,1
58390.27,20.75,6.63,o,4
58392.27,16.75,5.26,o,4
58394.26,11.25,7.14,o,4
58396.30,-4.00,5.66,c,4
58400.28,-0.38,3.72,c,8
58402.25,11.75,7.89,o,4
58408.21,14.00,13.00,o,1
58412.22,13.75,9.77,o,4
58414.22,20.00,10.12,o,6
58416.21,5.83,6.24,o,12
58424.25,-4.50,5.48,c,6
58428.25,-31.00,13.00,c,1
58430.22,-4.50,12.02,o,2
58432.23,-3.75,4.78,c,4
58434.22,-5.00,8.02,o,4
58436.22,-9.33,7.70,c,3
58438.20,11.00,162.00,o,1
58442.20,0.67,14.46,o,3
58450.20,2.00,31.66,o,2
58452.20,1.33,8.28,o,3
58454.20,19.33,12.27,o,3
58456.20,-9.75,12.56,c,4
58458.20,-90.33,27.44,o,3
58460.19,-13.50,32.20,c,2
58462.19,104.75,38.86,o,4
58594.62,26.00,17.07,o,3
58596.62,20.00,18.00,o,1
58600.63,13.00,72.00,o,1
58604.61,-15.50,3.84,c,8
58606.63,20.00,25.00,o,1
58610.61,0.67,9.05,o,3
58612.50,-16.20,4.21,c,5
58616.51,1.17,4.92,o,6
58618.51,17.75,8.28,o,4
58620.54,2.75,8.68,o,4
58622.52,9.00,15.80,o,3
58626.44,23.25,8.13,o,4
58630.49,5.75,6.25,o,4
58634.49,13.75,6.39,o,4
58636.47,-16.88,3.89,c,8
58638.48,-6.50,7.33,o,4
58642.44,-5.00,6.53,o,4
58644.43,9.43,32.67,o,7
58646.47,11.50,8.01,o,4
58648.43,-11.43,8.81,o,7
58650.49,-11.75,11.39,o,4
58654.47,-7.33,10.59,o,3
58656.49,-15.50,5.38,o,4
58658.47,-8.00,12.00,o,1
58660.48,-15.50,15.01,o,6
58662.49,-1.00,5.13,o,4
58664.44,-12.88,2.71,c,8
58666.51,9.50,7.83,o,4
58668.40,-15.25,4.38,c,4
58669.50,5.22,5.86,o,9
58675.44,-5.50,11.40,o,2
58676.45,5.75,6.66,o,4
58678.41,-7.75,11.14,o,4
58680.42,9.50,11.88,o,4
58682.42,8.80,13.58,o,5
58684.40,9.75,6.39,o,4
58688.40,5.00,4.63,o,4
58690.39,0.25,5.14,o,4
58692.27,-16.25,4.88,c,4
58694.40,8.00,5.63,o,4
58700.34,-19.50,3.52,c,4
58704.39,-25.25,5.88,c,4
58708.41,-29.25,11.68,c,4
58710.35,4.17,14.67,o,6
58714.24,-12.00,81.25,o,3
58716.24,2.75,12.54,o,4
58720.34,-18.25,3.88,c,4
58722.44,-0.50,6.67,o,4
58724.37,-11.50,4.02,c,4
58726.32,2.25,8.09,o,4
58728.31,-23.50,3.90,c,4
58730.39,-4.12,3.90,o,8
58732.36,-6.25,6.03,o,4
58734.30,3.75,3.83,o,8
58736.33,6.50,7.47,o,4
58740.37,3.50,10.79,o,4
58744.29,12.00,6.77,o,3
