# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59157.63,929.50,17.84,o,4
59181.59,782.00,12.44,o,4
59183.61,797.00,12.73,o,5
59185.65,751.50,9.88,o,4
59187.64,787.00,12.97,o,4
59189.59,734.25,9.90,o,4
59193.61,730.75,7.38,o,4
59195.64,566.75,4.25,c,8
59197.60,538.25,5.63,c,4
59205.60,541.00,6.07,c,4
59207.13,523.88,4.11,c,8
59208.63,513.25,5.26,c,4
59209.63,670.60,6.28,o,5
59221.59,623.33,7.32,o,3
59222.62,614.50,17.11,o,4
59229.63,469.00,4.76,c,4
59231.52,463.25,5.63,c,4
59234.54,440.00,13.00,c,1
59243.55,575.17,11.92,o,6
59248.59,557.00,8.90,o,4
59251.57,568.25,4.51,o,8
59252.58,557.75,7.22,o,4
59253.56,430.00,5.05,c,5
59255.51,414.67,4.31,c,6
59257.56,410.25,5.00,c,4
59258.46,403.50,5.63,c,4
59261.48,404.00,4.76,c,4
59262.50,400.33,6.58,c,3
59267.52,500.00,6.39,o,4
59268.96,506.44,6.04,o,9
59277.02,478.12,4.71,o,8
59278.53,510.50,39.42,o,2
59280.54,466.00,17.00,o,1
59288.38,462.75,4.13,o,8
59291.42,339.75,5.63,c,4
59292.92,444.69,3.00,o,16
59297.40,448.67,9.32,o,3
59303.42,450.00,14.14,o,2
59304.97,435.50,5.61,o,8
59307.44,433.33,46.45,o,3
59309.46,320.75,4.26,c,4
59312.93,315.75,3.19,c,8
59319.39,404.00,7.00,o,4
59321.42,299.25,4.64,c,4
59323.32,415.33,7.91,o,3
59331.43,415.25,17.46,o,4
59332.75,392.09,5.19,o,11
59334.85,400.75,4.62,o,8
59336.85,362.43,6.29,o,7
59339.44,246.20,14.83,c,5
59343.33,272.43,4.02,c,7
59345.38,384.38,4.47,o,8
59346.35,266.25,5.64,c,4
59349.32,367.00,4.40,o,8
59350.32,279.00,6.98,c,3
59352.82,369.62,4.69,o,8
59354.34,344.33,22.52,o,3
59358.84,350.33,21.78,o,6
59360.87,352.50,8.97,o,8
59362.92,359.71,6.18,o,7
59367.29,339.50,5.88,o,4
59368.83,238.50,3.11,c,8
59370.56,356.50,7.22,o,4
59372.30,234.25,4.13,c,4
59374.29,339.25,7.13,o,4
59377.29,236.50,4.26,c,4
59381.27,327.00,5.80,o,4
59387.29,309.00,64.00,o,1
59388.76,326.50,7.38,o,8
59391.28,320.33,10.73,o,3
59393.30,311.00,6.03,o,4
59397.29,315.50,5.51,o,4
59401.27,310.25,5.77,o,4
59403.27,227.33,8.92,c,3
59417.25,335.67,48.28,o,3
59418.26,306.00,42.96,o,4
59425.25,193.50,23.48,c,2
59525.63,174.25,11.57,o,4
59527.63,86.67,18.70,c,3
59535.63,177.50,64.94,o,2
59541.33,182.20,7.34,o,10
59543.58,194.00,12.56,o,7
59557.63,156.25,8.15,o,4
59565.55,142.33,12.53,o,3
59571.64,121.50,37.15,o,2
59580.81,150.25,5.80,o,8
59582.08,137.00,13.45,o,2
59587.58,71.75,5.78,c,4
59589.54,131.33,7.52,o,3
59590.80,144.38,5.45,o,8
59593.56,140.50,8.52,o,4
59596.99,157.62,10.21,o,8
59598.50,152.78,11.06,o,9
59603.65,137.75,8.15,o,4
59605.40,139.83,11.68,o,12
59606.85,142.30,4.30,o,10
59608.55,135.75,7.38,o,4
59609.06,60.25,5.13,c,4
59610.54,125.25,5.76,o,4
59612.59,67.00,4.51,c,4
59614.61,125.50,6.01,o,4
59616.70,76.67,4.30,c,6
59618.51,142.25,5.88,o,4
59620.59,69.25,5.14,c,4
59622.95,115.38,6.89,o,8
59624.52,133.62,7.31,o,8
59631.33,124.62,10.48,o,8
59632.55,127.67,8.71,o,3
59634.97,128.00,5.31,o,7
59636.83,64.50,3.40,c,12
59638.43,114.25,7.64,o,4
59640.45,64.62,3.99,c,8
59642.48,119.25,6.26,o,4
59644.51,61.75,8.73,c,8
59646.56,103.25,14.55,o,4
59648.38,116.38,5.48,o,8
59650.81,125.12,6.03,o,8
59653.48,102.00,20.24,o,3
