# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59538.49,-7.00,33.00,o,1
59543.60,-6.00,10.68,o,3
59545.55,-6.50,7.57,o,4
59557.47,-0.25,6.25,o,4
59561.47,-14.25,7.65,o,4
59565.39,10.00,20.39,o,4
59571.59,-13.00,12.47,o,4
59573.46,-3.75,10.01,o,4
59580.99,-19.00,30.00,o,1
59584.94,17.00,12.33,o,3
59587.45,-1.25,4.88,c,4
59589.58,-9.33,7.85,o,6
59591.36,-4.00,8.02,o,4
59593.34,-48.50,16.27,o,4
59601.69,-10.62,8.64,o,8
59603.47,-6.25,5.41,o,8
59605.90,-5.50,5.76,c,4
59606.91,-7.25,4.52,o,8
59609.34,0.62,4.45,o,8
59610.41,0.50,6.01,o,4
59612.39,4.00,6.51,o,4
59613.41,-9.00,4.51,c,4
59614.40,-13.25,5.01,c,4
59615.39,-12.25,6.00,o,4
59616.37,-4.00,6.01,o,4
59618.87,-3.62,4.45,o,8
59620.83,6.25,5.51,o,8
59626.91,46.00,10.36,o,8
59629.43,47.33,9.64,o,3
59630.84,43.17,9.82,o,6
59632.36,47.50,6.90,o,4
59633.33,54.75,5.66,c,4
59634.87,78.14,6.25,o,7
59636.33,83.00,6.75,o,4
59637.37,83.75,4.64,c,4
59638.32,95.50,4.51,c,4
59639.35,104.25,7.01,o,4
59640.36,101.50,7.51,o,4
59643.31,121.25,7.01,o,4
59644.31,106.00,6.38,o,4
59645.32,78.00,28.04,c,2
59646.88,114.14,9.76,o,7
59649.29,123.75,10.04,o,4
59653.35,154.25,18.52,o,4
59654.98,146.83,25.93,o,6
59657.29,151.00,12.51,o,3
59658.82,160.88,6.16,o,8
59660.26,163.75,8.28,o,4
59661.32,157.00,6.01,c,3
59662.33,154.00,16.55,c,2
59663.27,183.50,7.16,o,4
59664.33,164.25,6.89,o,4
59665.28,157.50,5.90,c,4
59666.31,156.75,6.13,c,4
