# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59425.61,3.67,13.91,o,3
59433.60,5.75,6.44,o,4
59435.60,0.00,9.00,c,1
59439.62,0.33,7.38,c,3
59441.62,-0.50,8.14,o,2
59445.62,-2.00,6.96,o,4
59447.58,6.67,11.17,o,3
59451.61,12.75,8.28,o,4
59455.58,-5.00,7.92,o,3
59457.57,8.75,6.01,o,4
59461.58,0.00,4.76,c,4
59463.59,6.50,5.39,o,4
59465.60,-7.00,4.38,c,4
59467.60,18.50,116.76,o,2
59471.57,7.33,8.29,o,3
59477.52,-35.50,26.58,o,2
59479.54,-0.50,17.58,o,6
59481.55,2.75,11.73,o,4
59483.55,7.75,10.33,o,4
59485.55,4.75,7.37,o,4
59487.53,-2.00,8.67,o,3
59489.54,-7.25,5.53,o,4
59491.53,-13.75,68.47,o,4
59493.61,3.00,13.04,o,4
59495.49,-29.00,22.53,o,4
59501.58,5.67,8.31,o,3
59503.46,-14.50,11.01,o,4
59505.49,14.00,22.87,o,4
59509.48,2.25,15.64,o,4
59511.49,16.75,47.92,o,4
59513.48,-14.00,6.66,o,4
59515.43,87.75,8.79,o,4
59517.54,180.00,5.76,o,4
59519.47,257.00,7.25,o,4
59523.41,382.50,9.01,o,4
59525.52,523.50,7.15,c,4
59527.44,514.75,9.85,o,4
59529.52,616.00,6.88,c,4
59531.43,582.50,15.66,o,4
59535.47,659.00,29.08,o,4
59537.49,738.25,16.45,o,4
59539.46,756.75,13.82,o,4
59541.41,791.25,9.53,o,4
59543.40,791.00,9.25,o,4
59545.40,856.75,7.79,o,4
59547.44,829.33,12.53,o,3
59551.38,874.25,8.78,o,4
59559.41,935.75,10.26,o,4
59563.40,934.38,11.15,o,8
59569.44,954.00,140.25,o,3
59585.38,782.57,6.44,c,7
59587.33,825.33,10.20,o,3
59589.36,844.25,9.25,o,4
59591.58,829.62,8.95,o,8
59595.31,780.50,14.42,o,4
59599.57,787.50,8.18,o,8
59601.33,784.00,10.88,o,4
59603.33,757.75,8.25,o,4
59603.87,692.67,8.28,c,3
59606.88,668.25,6.63,c,4
59614.89,591.25,9.24,c,4
59615.79,707.67,10.98,o,3
59619.32,691.75,17.81,o,8
59623.78,671.50,13.67,o,4
59626.89,653.83,9.37,o,12
59629.04,675.00,14.87,o,2
59630.08,656.00,10.89,o,4
59633.07,540.75,7.04,c,4
59634.02,535.00,10.62,c,4
59643.60,603.40,4.88,o,10
59645.02,484.00,12.58,c,4
59646.81,613.00,17.00,o,1
59654.41,574.75,8.88,o,8
59657.03,574.25,13.67,o,4
59662.03,558.75,9.01,o,4
59662.77,465.25,6.38,c,4
59665.02,573.00,10.38,o,4
59670.00,588.00,20.00,o,1
59670.01,555.33,10.20,o,3
59673.00,558.75,10.04,o,4
59675.75,409.75,18.35,c,4
59677.99,541.00,12.71,o,3
59678.59,546.00,9.79,o,5
59680.99,545.00,17.42,o,3
59685.98,576.67,28.53,o,3
59686.74,558.25,16.90,o,4
59688.98,496.33,31.83,o,3
59693.98,509.00,40.71,o,2
59696.98,519.00,71.59,o,4
59699.72,550.00,27.09,o,3
59701.97,447.67,32.31,o,3
59768.18,512.50,11.77,o,4
59776.14,502.25,11.02,o,4
59781.41,497.25,7.39,o,4
59785.41,507.75,7.75,o,4
59786.41,512.25,9.00,o,4
59789.40,387.00,12.04,c,2
59792.16,385.00,5.64,c,4
59796.17,365.00,6.28,c,4
59800.10,486.00,8.63,o,4
59802.35,505.00,53.00,o,1
59805.36,499.33,12.43,o,3
59807.16,483.00,11.56,o,3
59808.77,488.25,7.35,o,8
59812.13,486.50,7.16,o,4
59813.30,346.67,8.09,c,3
59814.38,354.33,6.16,c,3
59815.13,464.25,6.89,o,4
59819.06,488.00,5.20,o,6
59824.07,478.50,7.51,o,4
59828.10,464.25,6.63,o,4
59831.04,462.00,12.52,o,3
59832.02,475.50,13.14,o,4
59834.67,448.00,8.53,o,8
59836.08,496.75,11.08,o,4
59842.97,436.00,4.83,o,8
59844.07,317.11,6.17,c,9
59845.26,457.33,7.90,o,3
59846.33,443.00,7.39,o,4
59849.29,433.25,8.26,o,4
59850.30,424.00,13.00,o,1
59851.02,308.50,5.30,c,4
59853.28,425.50,5.88,o,4
59855.05,300.25,4.76,c,4
59855.12,426.67,5.95,o,6
59858.80,420.00,20.34,o,9
59860.01,380.50,14.21,o,2
