# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
57935.61,-58.67,38.29,o,3
57939.62,-28.00,17.00,o,1
57940.94,-0.67,7.33,o,6
57943.20,-5.50,11.12,o,12
57945.37,-10.00,9.71,o,5
57947.58,-32.75,18.92,o,4
57949.61,-33.33,17.89,o,3
57951.61,-18.75,11.85,o,4
57955.60,-58.33,8.88,o,3
57959.60,-63.50,7.10,o,8
57961.62,5.50,83.34,o,6
57963.56,-28.62,5.00,o,8
57967.57,-10.25,5.39,o,4
57969.58,-13.00,5.42,o,3
57970.90,-17.29,11.14,o,7
57978.57,-1.75,7.16,o,4
57980.56,-6.00,7.01,o,4
57982.58,-4510.00,1.00,c,1
57986.55,-4354.20,0.89,c,5
57988.55,-44.25,8.26,o,4
57992.48,-21.62,5.21,o,8
57994.51,-11.00,5.42,o,3
57996.45,-19.40,9.50,o,5
57998.47,-1.00,6.18,o,8
58000.42,-42.75,15.60,o,4
58008.45,-51.00,8.76,o,4
58011.07,-14.43,4.45,o,7
58012.44,-27.50,14.21,o,4
58016.43,-41.25,8.01,o,4
58018.44,-4240.50,1.12,c,2
58022.41,-11.17,4.24,o,6
58024.41,-25.75,7.03,o,4
58026.42,19.00,6.65,o,4
58028.40,358.82,10.06,o,11
58033.41,1716.75,19.90,o,4
58035.03,2330.36,245.30,o,11
58036.90,2947.50,8.13,o,8
58044.38,5527.00,43.32,o,4
58048.38,6824.25,14.88,o,4
58054.37,8943.50,24.40,o,2
58056.35,8956.00,23.87,o,3
58060.34,9891.00,37.55,o,4
58062.36,9687.00,18.92,o,4
58064.36,10629.50,19.64,o,4
58066.36,11219.00,26.17,o,2
58068.35,11441.25,15.79,o,8
58072.34,11772.75,18.84,o,4
58074.35,8025.67,16.36,c,3
58076.33,11902.71,67.20,o,7
58080.32,12161.75,18.38,o,4
58082.31,7996.00,23.19,c,3
58092.30,11781.50,23.76,o,4
58096.30,11526.50,12.82,o,8
58098.30,11610.75,24.38,o,4
58100.30,11234.75,20.74,o,4
58116.28,9171.50,18.19,o,8
58120.27,8674.50,37.41,o,4
58122.28,8567.75,93.49,o,4
58124.28,8099.29,12.60,o,7
58128.28,7547.00,17.01,o,4
58130.27,7367.25,16.38,o,4
58132.27,7031.00,16.13,o,4
58134.27,958.25,8.51,c,4
58136.27,6333.43,13.35,o,7
58145.22,5549.50,29.30,o,2
58148.25,4938.00,132.00,o,1
58295.61,1391.00,21.95,o,4
58298.57,1449.75,13.02,o,4
58322.93,1210.33,241.41,o,3
58324.92,1014.79,5.89,o,19
58327.07,1027.25,26.68,o,8
58328.52,985.67,172.54,o,3
58332.62,899.00,58.12,o,2
58333.63,-4035.00,26.00,c,1
58336.62,882.33,47.35,o,3
58340.61,847.33,34.78,o,3
58342.62,-3986.33,9.36,c,3
58344.61,816.50,21.76,o,4
58349.01,749.57,5.87,o,7
58351.07,719.50,7.26,o,8
58360.57,604.25,17.93,o,4
58362.57,646.25,8.26,o,4
58364.56,557.25,9.51,o,4
58370.55,578.75,8.25,o,4
58372.54,529.25,9.15,o,4
58376.85,499.83,4.06,o,12
58378.94,488.43,9.87,o,7
58381.28,506.33,5.26,o,15
58382.94,459.62,13.47,o,8
58390.49,439.50,9.03,o,4
58392.49,396.00,9.14,o,4
58394.48,424.00,7.14,o,4
58396.47,354.60,18.81,o,5
58402.48,-4461.67,0.82,c,3
58403.45,337.50,11.10,o,4
58406.44,353.00,6.88,o,4
58409.41,387.50,31.69,o,4
58410.44,347.00,82.24,o,2
58417.10,313.33,18.09,o,12
58423.41,240.25,8.51,o,4
58424.42,260.50,9.31,o,4
58427.40,239.88,5.86,o,8
58428.40,217.75,7.66,o,4
58429.40,-4153.00,1.00,c,1
58430.41,-4265.00,2.00,c,1
58431.38,221.75,8.00,o,4
58432.40,208.75,8.16,o,4
58433.37,-4019.00,8.00,c,1
58434.39,-4275.00,1.12,c,2
58435.35,211.25,7.76,o,4
58436.66,213.70,20.20,o,10
58442.86,241.38,14.32,o,8
58447.35,209.50,12.16,o,4
58448.92,195.43,7.53,o,7
58450.90,163.44,5.01,o,9
58452.85,190.38,5.02,o,8
58454.34,-4095.25,1.17,c,4
58456.30,140.50,9.96,o,4
58458.34,-4290.00,2.00,c,1
58460.31,145.33,8.87,o,3
58462.32,-4007.50,0.90,c,4
58464.30,143.50,8.01,o,4
58470.29,162.50,61.66,o,2
58472.29,100.75,14.00,o,4
58474.78,146.38,14.74,o,8
58476.29,116.75,11.37,o,8
58478.29,140.25,6.41,o,4
58480.28,116.50,9.75,o,4
58486.27,-4368.67,0.58,c,3
58488.27,102.80,7.88,o,5
58490.27,-4147.50,0.88,c,8
58492.27,87.25,9.29,o,4
58496.26,82.33,20.26,o,3
58498.27,108.00,11.43,o,4
58500.26,91.89,12.13,o,9
58503.10,99.31,14.65,o,16
58506.26,107.00,20.00,o,1
58508.25,97.00,20.00,o,1
