# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59580.61,-2.00,8.28,o,3
59584.58,-14.67,8.47,o,3
59586.59,6.25,6.01,c,4
59588.59,-7.50,7.52,o,4
59592.62,-10.25,7.26,o,4
59595.06,-1.25,9.65,o,4
59596.56,-29.33,16.17,o,3
59599.08,-21.00,21.00,o,1
59600.60,-27.67,13.88,o,3
59605.62,-19.50,8.88,o,4
59607.09,-20.75,3.95,o,8
59608.61,11.40,6.81,o,5
59609.10,4.60,5.73,c,5
59610.60,-2.50,4.76,o,4
59612.63,15.75,4.63,c,4
59614.63,-1.40,5.68,o,5
59616.87,7.00,4.48,c,8
59618.57,-14.75,5.89,o,4
59620.84,7.00,3.60,c,8
59622.57,-3.50,7.64,o,4
59624.57,9.00,8.30,o,4
59627.25,-15.25,16.23,o,4
59632.63,-14.50,8.39,o,4
59634.95,-14.43,5.00,o,7
59636.65,-1.75,15.83,o,4
59638.50,-11.25,7.40,o,4
59640.52,2.25,4.57,c,4
59642.51,-1.75,5.88,o,4
59643.31,-9.25,5.52,c,4
59644.57,-1.67,11.74,c,3
59646.58,-2.00,111.00,o,1
59648.54,2.00,5.89,c,4
59650.56,-15.25,6.89,o,4
59651.29,7.25,3.90,c,4
59654.84,-18.71,25.16,o,7
59660.56,2.00,13.25,o,4
59662.90,-21.62,5.06,o,8
59664.62,-23.00,18.03,o,2
59666.84,-9.33,7.09,o,9
59668.63,12.17,12.14,c,6
59670.43,-4.00,6.66,o,4
59672.93,10.75,4.38,c,4
59675.18,3.00,6.39,o,4
59676.47,17.00,6.74,c,3
59679.12,111.25,3.93,o,12
59680.48,111.75,36.64,c,4
59682.82,187.22,10.48,o,9
59687.96,192.33,14.63,o,3
59688.77,226.44,11.53,o,9
59690.62,213.75,5.06,o,12
59692.43,236.00,8.51,c,4
59694.59,199.92,4.22,o,12
59696.44,205.75,6.25,c,4
59699.09,208.29,5.09,o,14
59700.40,213.00,10.44,c,4
59700.91,208.25,5.27,o,4
59703.35,192.92,3.44,o,12
59704.37,217.00,23.51,c,2
59705.20,189.75,7.27,o,4
59710.60,168.00,30.12,o,6
59716.41,103.00,15.05,o,4
59719.19,98.00,7.39,o,4
59720.39,100.00,6.16,c,3
59722.34,81.50,7.75,o,4
59724.33,88.50,5.02,c,4
59724.87,100.50,5.26,o,4
59726.67,148.29,23.47,o,7
59728.90,66.25,5.51,o,4
59730.31,44.00,12.42,o,4
59732.33,40.50,4.88,c,4
59735.22,48.00,5.59,o,5
59736.81,39.33,4.50,o,9
59738.18,38.67,8.27,o,6
59743.14,27.25,18.22,o,4
59744.66,42.40,57.94,o,5
59746.52,35.00,9.17,o,11
59749.05,34.67,8.65,o,3
59750.56,3.50,13.75,o,6
59754.26,2.33,8.10,o,3
59756.27,32.50,5.89,c,4
59758.29,1.00,13.00,o,1
59760.27,-0.75,6.81,c,4
59764.76,-4.83,4.86,o,6
59766.26,12.75,16.20,o,4
59769.05,10.00,19.13,o,4
59770.27,12.00,10.52,o,4
59772.70,23.00,9.03,o,10
59775.09,9.89,7.09,o,9
59776.58,19.83,3.95,o,12
59778.30,-10.00,8.51,o,4
59780.29,7.00,6.75,c,4
59783.00,16.33,7.92,o,3
59786.98,-2.25,11.40,o,4
59788.72,13.25,5.33,c,4
59790.97,19.25,10.17,c,4
59792.72,30.50,7.19,c,4
59796.77,-16.00,13.33,o,4
59799.00,-18.33,17.71,o,3
59802.25,-6.25,39.68,o,4
59804.42,-25.83,13.50,o,6
59806.59,-15.57,8.29,o,7
59928.65,12.50,12.63,o,4
59945.08,-15.33,8.25,o,3
59947.35,-30.83,6.84,o,6
59951.35,4.00,31.00,o,1
59953.07,-24.75,11.26,o,4
59955.33,-16.25,10.37,o,4
59956.64,-23.75,8.20,o,4
59963.09,8.25,13.00,c,4
59963.36,-7.00,5.65,o,4
59964.65,-8.00,7.00,o,4
59965.10,14.25,5.27,c,4
59968.59,-23.25,5.38,o,4
59969.10,-15.50,7.01,c,4
59971.33,-6.20,5.71,o,5
59977.03,-8.75,6.35,o,4
59979.32,-25.00,10.87,o,3
59982.85,-17.56,11.74,o,9
59989.07,-18.50,5.89,o,4
59990.32,-19.33,7.79,o,3
59994.32,2.75,4.76,c,4
59997.06,-12.25,5.04,o,4
59998.79,12.38,3.67,c,8
60000.56,3.75,4.91,c,4
60002.04,-15.00,5.79,o,3
60002.27,-9.25,4.88,c,4
60005.02,-26.50,9.28,o,4
60006.77,-19.88,5.04,o,8
60010.19,-13.00,26.10,o,3
60015.35,-16.50,15.48,o,4
60017.50,-16.00,6.81,o,6
60018.74,-21.12,5.32,o,8
60020.48,-31.00,27.00,o,1
60021.39,1.14,8.07,c,7
60022.76,-23.25,4.00,o,8
60024.55,-26.75,5.64,o,4
60025.03,2.50,4.63,c,4
60026.15,0.50,6.14,o,4
60028.51,-25.25,7.22,o,4
60030.66,-13.14,4.06,o,7
60032.90,-4.50,15.74,o,4
60034.03,11.50,5.30,c,4
60035.03,-26.92,3.97,o,12
60037.12,-5.60,7.82,o,10
60043.58,12.60,13.44,o,5
60044.85,-26.17,9.60,o,6
60046.24,-12.00,7.13,o,4
60049.20,22.75,6.39,c,4
60049.96,-35.50,6.40,o,2
60050.00,-6.00,11.00,o,1
60051.24,3.00,5.58,c,4
60052.98,-24.00,10.00,o,1
60054.22,13.00,4.27,c,4
60057.18,-5.75,6.25,c,4
60063.21,-9.75,7.27,o,4
60064.85,-32.33,10.97,o,3
60071.28,-4.83,11.54,o,6
60073.25,-7.60,6.43,o,10
60075.15,-20.25,9.20,o,4
60076.16,-7.00,9.48,o,4
60078.26,11.00,9.99,o,4
60082.17,-31.00,6.88,o,4
60082.90,-1.67,4.62,c,3
60084.12,6.50,61.90,o,2
60088.86,0.25,7.16,c,4
60091.85,-16.25,8.36,o,4
60100.87,12.50,114.83,o,2
60105.13,8.00,8.00,c,1
60108.09,20.25,5.13,c,4
60111.07,4.67,6.57,c,3
60118.79,-34.25,10.28,o,4
60125.83,-45.00,30.00,o,1
60127.57,-26.17,12.25,o,6
60129.06,-20.75,13.53,o,4
60130.46,-5.75,9.07,o,8
60132.51,-146.14,280.02,o,7
60136.73,25.00,5.03,c,3
60141.00,-13.50,7.06,o,4
60142.76,12.75,5.51,c,4
60143.98,-109.00,78.00,o,1
60145.75,13.67,6.57,c,3
60153.02,-49.00,13.17,o,4
60154.88,-13.00,9.99,o,7
60157.40,-25.00,12.50,o,5
60158.81,-25.50,18.26,o,4
60160.35,-7.43,8.04,o,7
60162.01,21.00,7.03,c,4
60163.74,-15.00,9.92,o,2
60169.03,4.50,11.31,c,2
