# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58900.64,115.75,6.80,o,4
58902.65,127.25,5.76,c,4
58904.62,165.50,6.89,o,4
58918.59,201.00,23.11,o,2
58920.63,31.00,308.17,o,2
58930.64,131.75,6.39,c,4
58942.62,77.50,5.43,c,4
58944.57,126.75,12.55,o,4
58949.54,97.25,12.80,o,4
58950.56,100.50,20.86,o,2
58952.62,85.00,7.40,o,4
58956.56,76.25,6.14,o,4
58958.57,31.25,4.66,c,4
58960.58,65.67,5.99,o,3
58962.60,43.00,30.19,c,2
58964.41,61.75,19.68,o,4
58966.52,23.33,5.16,c,6
58968.52,47.50,5.68,o,4
58970.51,16.00,4.51,c,4
58972.47,36.75,6.90,o,4
58974.44,23.25,9.15,o,4
58976.46,32.25,18.48,o,4
58982.50,19.25,6.05,o,4
58984.57,16.25,5.52,o,4
58986.51,12.75,4.51,c,4
58988.48,16.50,5.92,o,4
58990.43,13.75,4.39,c,4
58992.55,-4.00,7.64,o,3
58994.47,2.25,4.76,c,4
58996.54,1.00,20.21,o,3
58998.46,13.25,4.92,c,4
58999.45,9.25,6.39,o,4
59000.54,4.00,4.88,o,4
59002.45,12.75,8.29,o,4
59004.38,6.00,10.02,o,4
59008.50,32.00,7.65,o,4
59010.50,23.25,8.42,o,4
59016.36,13.50,5.94,c,4
59016.46,14.00,20.00,o,1
59020.47,9.50,5.63,o,4
59022.49,9.50,5.14,c,4
59024.37,16.00,5.04,o,4
59026.46,9.25,5.13,c,4
59028.38,7.75,6.15,o,4
59030.37,4.75,7.89,o,4
59032.43,10.50,8.52,o,4
59036.89,17.14,7.25,o,7
59038.42,15.25,7.64,o,4
59040.44,-7.00,6.64,o,4
59042.44,-2.00,11.25,o,3
59044.41,11.00,6.80,o,4
59048.39,2.00,5.28,o,4
59050.38,5.67,6.57,c,3
59052.42,7.50,5.13,o,4
59054.44,9.00,12.00,c,1
59058.42,-11.00,8.49,o,3
59060.35,-1.00,8.75,o,4
59063.19,-29.20,31.04,o,5
59064.40,16.00,11.42,o,4
59068.34,-40.00,45.00,o,1
59070.37,14.00,6.41,o,4
59071.36,7.33,5.59,c,3
59072.40,13.00,6.03,o,4
59074.38,10.50,4.51,c,4
59078.31,3.67,5.01,c,3
59080.33,10.00,4.29,o,4
59082.29,0.50,13.99,c,4
59084.31,4.00,4.54,o,4
59088.32,3.67,11.56,o,3
59090.35,4.00,9.51,o,4
59092.28,11.67,9.25,o,3
59094.31,-18.50,59.34,o,2
59096.34,0.50,7.27,o,4
59098.32,13.75,11.30,o,4
59100.27,2.00,4.89,o,4
59102.28,-3.75,5.53,c,4
59104.29,15.50,7.78,o,2
59106.30,0.50,4.77,c,4
59108.25,15.67,6.20,o,3
59110.26,0.50,5.88,c,4
59112.24,19.67,8.96,o,3
59114.24,9.75,11.86,o,4
59118.22,27.50,14.53,o,2
59120.28,21.25,9.40,o,4
59122.31,24.00,27.00,o,1
59126.22,0.25,7.58,o,4
59130.25,-5.25,5.38,c,4
59132.21,-1.50,44.94,o,2
59138.25,-7.75,5.51,c,4
59146.24,7.75,8.40,o,4
59154.22,4.67,15.43,o,3
59160.20,31.00,30.04,o,2
59164.20,26.75,10.49,o,4
59246.65,-0.67,11.00,o,3
59258.66,2.25,10.28,c,4
59260.66,24.50,17.41,c,2
59262.66,-7.75,12.43,c,4
59269.13,-4.75,5.35,o,8
59270.63,2.00,9.41,o,4
59272.65,5.00,10.19,o,4
59275.63,23.50,25.30,o,2
59276.60,2.25,7.69,o,4
59280.64,-9.75,6.27,o,4
59288.59,0.00,5.02,o,4
59292.58,2.50,5.13,o,4
59300.55,-24.00,74.11,o,2
59304.58,13.00,39.00,o,1
59306.57,6.00,11.80,o,3
59312.56,-4.00,4.02,c,4
59322.53,6.00,6.53,o,4
59324.52,-4.50,4.27,c,4
59326.50,-7.25,7.40,o,4
59328.53,-17.50,9.38,o,4
59332.49,-22.67,13.74,o,3
59334.50,-42.00,17.14,o,3
59336.60,-2.00,13.82,o,4
59338.52,8.50,10.20,o,4
59344.48,-2.50,23.66,o,4
59346.51,-6.50,4.26,c,4
59348.50,-10.50,4.64,o,4
59350.54,-3.50,5.90,c,4
59352.49,6.75,5.18,o,4
59354.49,-7.00,4.26,c,4
59358.41,18.00,11.89,o,4
59364.46,-2.00,7.97,o,3
59366.50,0.00,6.81,o,6
59368.50,-7.25,4.13,o,4
59369.47,-1.50,3.77,c,4
59370.51,1.25,6.14,o,4
59372.50,-6.50,3.76,c,4
59374.50,4.75,6.64,o,4
59376.46,2.50,4.39,c,4
59378.40,-3.00,8.14,o,2
59380.48,0.00,5.04,c,4
59382.41,-15.00,6.05,o,4
59384.40,-4.00,14.00,o,1
59386.48,-6.75,10.12,o,4
59392.46,3.50,6.64,o,4
59394.53,2.00,10.26,o,2
59396.44,9.25,5.28,o,4
59400.44,-0.25,5.30,o,4
59402.44,5.33,5.40,c,3
