# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
60156.42,-8.50,18.05,o,4
60169.15,-16.00,16.00,o,1
60171.42,25.00,17.41,c,4
60183.37,2.25,17.29,o,4
60185.12,0.50,13.28,o,4
60186.36,19.75,13.89,o,4
60200.14,2.75,5.91,c,4
60204.34,10.75,6.91,o,4
60206.13,-3.20,4.27,c,5
60207.34,-3.00,6.91,o,4
60213.31,-6.00,11.52,o,4
60216.29,6.50,15.42,o,4
60219.33,56.75,36.97,o,4
60221.08,-173.00,151.68,o,2
60222.34,-7.33,12.13,o,3
60225.33,11.00,7.25,o,4
60228.34,116.00,6.53,o,4
60231.31,233.75,7.39,o,4
60233.02,300.00,28.16,o,2
60241.12,662.62,7.65,o,8
60243.22,711.67,14.24,o,3
60252.31,859.40,10.66,o,5
60255.27,911.00,9.13,o,4
60260.05,826.75,7.13,c,4
60261.25,891.25,9.01,o,4
60264.25,921.71,8.12,o,7
60265.99,804.50,6.75,c,4
60267.25,895.25,8.25,o,4
60270.15,910.50,10.38,o,4
60273.17,920.75,14.51,o,4
60277.98,780.00,24.76,o,2
60278.18,866.00,15.05,o,4
60280.97,826.50,9.63,o,4
60282.24,815.20,5.08,o,5
60285.19,754.33,4.82,o,3
60288.58,588.25,8.77,c,4
60288.97,728.00,8.87,o,3
60290.71,682.67,5.03,o,6
60292.58,531.25,7.75,c,4
60292.96,673.50,11.34,o,2
60294.75,631.43,5.89,o,7
60296.94,628.00,8.67,o,3
60299.12,638.25,13.28,o,4
60300.98,556.75,10.38,o,4
60306.43,484.00,13.31,o,4
60308.44,461.50,10.43,o,4
60310.43,466.50,7.29,o,4
60312.42,447.25,7.13,o,4
60312.90,346.75,9.63,c,4
60314.91,408.00,4.25,o,12
60316.40,409.00,6.27,o,4
60319.13,438.75,8.98,o,4
60320.90,292.33,6.37,c,3
60322.81,366.29,4.94,o,7
60324.39,360.75,6.64,o,4
60324.95,264.75,5.00,c,4
60326.73,331.50,5.47,o,8
60328.63,330.25,6.30,o,8
60332.77,293.80,13.60,o,10
60335.16,330.25,19.69,o,4
60336.38,314.75,14.18,o,4
60339.15,287.33,11.56,o,3
60340.59,281.00,9.15,o,6
60342.73,300.50,5.25,o,8
60344.34,208.50,6.25,c,4
60346.72,296.50,9.33,o,8
60348.32,205.75,6.90,c,4
60348.82,264.50,9.04,o,4
60350.71,282.25,5.16,o,8
60352.32,186.50,5.88,c,4
60352.82,266.75,6.64,o,4
60355.09,262.50,7.63,o,4
60356.81,264.33,10.64,o,3
60359.07,261.00,16.95,o,3
60360.56,242.50,9.13,o,8
60363.13,258.67,25.94,o,3
60364.45,230.30,38.34,o,10
60367.11,216.00,10.38,o,4
60368.61,241.89,7.20,o,9
60372.33,256.25,8.39,o,4
60372.81,191.00,44.59,c,3
60379.04,242.50,8.41,o,4
60380.76,165.50,5.83,c,6
60383.02,245.83,7.41,o,6
60384.75,222.25,9.90,o,4
60386.67,227.50,10.03,o,8
60388.51,202.12,9.38,o,8
60390.67,220.88,9.45,o,8
60392.27,214.67,15.80,o,3
60395.03,229.50,19.60,o,4
60396.27,231.25,12.03,o,4
60398.63,217.88,8.00,o,8
60400.26,156.00,7.41,c,4
60403.02,237.50,7.93,o,4
60405.28,191.00,6.57,o,3
60408.24,181.00,14.00,o,1
60420.24,207.67,20.54,o,3
60424.24,172.00,27.51,o,4
60535.41,37.40,7.38,c,5
60540.88,47.75,10.63,o,8
60542.60,56.33,12.51,o,3
60545.12,42.25,15.08,o,4
60546.61,57.75,8.63,o,4
60550.57,53.80,10.44,o,5
60552.54,46.00,7.66,o,4
60555.39,47.75,8.02,o,4
60556.61,52.00,7.89,o,4
60558.97,58.50,6.57,o,8
60560.55,34.00,7.77,o,4
60561.14,20.25,6.27,c,4
60562.60,40.00,6.74,o,3
60564.58,32.00,6.83,o,4
60567.34,37.25,9.05,o,4
60568.53,38.75,12.07,o,4
60571.32,-14.50,100.91,o,2
60572.55,41.00,28.88,o,3
