# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58596.51,15.33,11.17,o,3
58598.51,6.90,4.97,o,10
58600.49,8.14,5.51,o,7
58604.49,11.25,5.52,o,4
58606.48,5.00,10.00,c,1
58610.50,7.00,4.29,c,4
58613.10,3.50,3.59,o,12
58614.94,3.88,3.77,o,8
58617.45,18.75,9.75,o,4
58618.39,9.00,7.56,o,4
58624.46,11.00,13.29,o,3
58626.46,-6.50,6.39,o,4
58628.39,-0.67,8.19,o,3
58630.40,16.25,4.51,o,4
58632.41,14.67,7.32,o,3
58634.40,0.25,4.39,c,4
58636.38,7.75,6.77,o,4
58642.39,5.00,4.77,c,4
58644.38,10.00,6.51,o,4
58646.28,24.00,9.64,o,3
58650.41,8.67,10.98,o,3
58652.38,14.50,11.26,o,4
58654.36,15.25,6.99,o,4
58656.38,9.50,7.04,o,4
58658.38,4.00,13.00,o,1
58660.34,1.50,5.52,o,4
58664.41,3.12,4.96,o,8
58666.34,-2.75,3.52,c,4
58668.32,0.67,7.52,o,3
58670.32,13.25,6.51,o,4
58673.42,14.00,9.03,o,4
58678.36,20.40,13.98,o,5
58680.37,9.33,18.12,o,3
58682.34,-5.75,8.28,o,4
58684.32,-0.25,7.88,o,4
58686.33,10.00,6.76,o,3
58688.33,19.50,5.77,o,4
58690.32,37.50,4.77,o,4
58692.29,36.67,6.35,o,3
58694.32,53.00,4.39,c,4
58696.31,73.00,7.29,o,4
58700.29,110.50,6.63,o,4
58702.25,115.75,11.07,c,4
58704.30,115.00,11.14,o,4
58706.31,-16.50,207.28,c,2
58708.27,134.50,18.82,o,4
58712.34,19.50,118.97,o,2
58718.24,97.00,20.00,o,1
58730.26,64.00,8.01,c,4
58738.27,32.00,36.00,o,1
58744.23,36.00,6.35,o,4
58746.22,23.67,44.61,o,3
58836.63,11.00,13.87,o,3
58844.66,-19.67,11.68,o,3
58846.67,1.50,11.55,c,4
58850.66,16.33,6.37,o,3
58866.66,10.00,8.44,o,4
58868.66,7.29,4.57,o,7
58876.66,13.00,9.83,o,3
58878.61,6.50,4.57,c,6
58882.64,-0.25,4.66,c,4
58884.64,9.00,4.53,o,4
58888.62,1.50,11.27,o,4
58900.60,-9.50,5.15,o,4
58902.60,-5.50,4.51,c,4
58904.65,-6.50,5.01,o,4
58912.64,-4.50,4.39,o,4
58918.56,28.50,13.95,o,4
58924.63,6.00,7.07,o,2
58930.58,-9.25,7.03,c,4
58934.63,26.33,76.24,c,3
58936.54,46.00,52.00,o,1
58940.62,-33.50,23.77,o,2
58942.52,-18.00,14.81,o,4
58944.51,165.25,125.00,o,4
58950.52,-5.00,41.15,o,2
58952.52,-18.50,7.43,o,2
58956.43,-9.75,4.66,o,4
58958.48,-1.50,4.26,c,4
58960.49,-3.25,5.32,o,4
58962.49,-13.25,33.64,c,4
58964.41,-1.75,11.37,o,4
58966.43,2.75,4.53,c,4
58968.50,-1.00,4.59,o,6
58970.97,-7.50,5.67,o,8
58971.63,-3.00,55.00,c,1
58972.37,-0.67,6.31,o,6
58974.35,-27.67,16.23,o,3
58978.53,-11.25,11.56,o,4
58982.45,-13.00,4.27,o,4
58983.38,-2.00,4.26,c,4
58984.49,6.67,6.37,o,3
58986.43,-0.75,5.13,c,4
58988.43,2.25,4.54,o,4
58990.44,5.50,5.00,c,4
58992.42,-10.50,4.53,o,4
58994.42,-7.25,4.38,c,4
58996.36,-17.33,12.52,o,3
58998.41,-5.33,6.16,o,3
59000.44,-5.50,6.88,o,4
59005.48,-7.75,17.74,o,4
59006.41,-16.75,11.04,o,4
59008.43,3.75,8.55,o,4
59010.40,-4.67,6.16,o,3
59016.38,-2.50,8.23,o,4
59020.35,5.00,4.76,o,4
59022.36,3.00,4.13,c,4
59024.33,-2.25,3.90,o,4
59026.38,-7.00,4.16,c,4
59027.38,-16.50,5.76,o,4
59028.35,5.50,5.46,o,4
59032.36,-3.25,10.88,o,4
59034.40,0.00,32.00,o,1
59036.88,-1.50,6.92,o,8
59038.32,-6.00,6.77,o,4
59040.37,3.00,5.06,o,4
59042.40,-5.00,19.00,c,1
59044.33,-0.50,4.92,o,4
59048.32,-12.00,5.05,o,4
59050.32,-1.00,4.26,c,4
59052.30,-11.50,12.65,o,2
59054.29,2.50,7.43,c,2
59058.27,-0.33,11.28,o,3
59060.29,-4.25,6.90,o,4
59062.29,-1.00,8.17,o,4
59064.31,5.38,7.37,o,8
59068.26,-0.88,5.81,o,8
59070.27,-7.33,5.03,c,3
59074.30,-8.17,4.71,c,6
59076.28,-4.33,7.41,o,3
59078.25,-6.25,8.71,c,4
59080.26,-5.50,5.14,o,4
59082.24,1.50,11.51,c,2
59084.24,-1.75,7.32,o,4
59088.26,-4.25,10.61,o,4
59090.29,-11.25,9.89,o,4
59096.26,17.50,10.43,o,4
59098.27,-6.75,8.28,o,4
59104.24,-11.00,6.13,o,4
59106.23,-6.75,11.32,c,4
59120.21,-41.00,44.00,o,1
