# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59219.63,3.00,9.16,o,4
59223.63,65.33,86.69,o,3
59227.62,-9.00,4.76,c,4
59229.62,-5.33,5.59,c,3
59231.61,-13.00,5.17,c,4
59243.56,-10.20,20.51,o,5
59247.55,2.25,10.18,o,4
59251.64,9.50,7.70,o,4
59253.62,19.50,14.58,c,2
59255.51,-5.75,6.42,c,4
59257.58,6.50,7.11,c,2
59259.56,5.00,5.51,c,4
59267.53,7.75,7.79,o,4
59271.53,-22.00,20.18,o,4
59277.56,-6.00,17.00,o,3
59279.48,9.00,6.38,o,4
59291.47,11.50,5.13,o,4
59293.56,5.50,5.53,c,4
59295.45,25.00,9.09,o,4
59299.45,48.25,13.08,o,4
59307.46,61.25,8.94,o,4
59311.42,68.25,12.21,c,4
59315.39,80.75,4.64,c,4
59319.46,88.25,5.64,c,4
59321.39,94.50,7.26,o,4
59323.40,115.00,7.30,o,4
59327.39,118.50,11.88,o,4
59333.45,143.75,22.12,o,4
59335.45,118.50,10.65,o,4
59337.44,96.33,9.29,c,3
59343.45,122.75,8.51,o,4
59351.36,112.50,7.04,o,4
59355.36,112.50,16.53,o,4
59357.34,142.50,24.55,o,4
59359.39,130.50,26.73,o,4
59361.38,128.00,42.60,o,4
59365.34,103.50,7.00,o,4
59367.32,73.75,5.13,c,4
59371.30,50.25,4.63,c,4
59377.31,84.67,7.77,o,3
59379.29,39.00,4.88,c,4
59385.30,95.25,13.76,o,4
59389.30,103.25,21.32,o,4
59391.30,71.00,9.28,o,4
59393.28,75.00,7.79,o,4
59395.29,65.25,7.40,o,4
59399.27,56.67,7.52,o,3
59403.27,65.60,6.73,o,5
59563.65,53.75,15.38,o,4
59589.64,13.50,7.40,c,4
59591.61,26.50,8.04,o,4
59593.10,22.75,8.55,o,4
59595.62,37.00,16.28,o,4
59597.10,6.75,16.28,o,4
59599.60,26.50,14.39,o,4
59601.07,17.75,9.77,o,4
59603.60,12.14,12.50,o,7
59605.10,32.75,56.65,o,4
59607.08,43.50,10.26,o,2
59608.08,0.88,4.83,c,8
59614.06,-1.50,4.99,c,6
59616.03,16.00,4.78,c,4
59617.88,21.00,10.52,o,4
59619.07,9.25,4.66,c,4
59620.07,11.25,4.38,c,4
59622.01,4.00,5.79,c,3
59624.00,-10.00,28.00,o,1
59624.02,44.67,13.98,o,3
59627.01,-11.00,13.47,o,4
59628.66,22.67,7.73,o,9
59630.37,6.50,15.24,o,2
59632.86,17.33,8.40,o,6
59636.69,21.71,8.71,o,7
59639.14,5.00,8.14,o,2
59639.20,5.00,5.13,c,4
59641.21,15.75,6.27,o,4
59644.08,25.50,5.90,o,4
59644.73,12.75,3.14,c,8
59647.49,17.71,4.39,o,7
59652.72,26.38,6.35,o,8
59654.84,21.50,8.06,o,10
59656.69,19.56,9.85,o,9
59658.28,35.50,14.26,o,4
59660.51,16.42,6.82,o,12
59662.28,24.00,10.63,o,2
59664.27,28.00,7.90,o,3
59665.92,2.75,3.76,c,4
59666.19,24.25,6.65,o,4
59668.65,16.12,4.42,o,8
59670.25,17.75,6.90,o,4
59672.75,14.12,5.04,o,8
59674.15,23.00,6.57,o,4
59676.64,9.38,4.75,o,8
59678.23,21.00,6.39,o,4
59680.83,16.00,5.72,o,7
59682.14,20.75,8.91,o,4
59684.71,14.75,9.39,o,8
59689.85,5.75,9.69,o,4
59692.19,19.50,7.25,o,4
59697.95,3.75,5.51,o,4
59699.44,10.00,3.89,o,8
59701.18,9.86,4.51,o,7
59702.94,15.80,3.69,o,10
59704.22,-2.00,6.99,o,4
59708.14,-0.50,6.84,o,4
59712.18,-42.00,60.00,o,1
59716.60,1.57,8.78,o,7
59725.92,20.50,5.64,o,4
59726.17,4.75,4.91,o,4
59729.82,0.50,7.52,o,4
59731.36,15.50,4.04,o,8
59734.89,7.60,6.05,o,5
59737.34,7.17,5.01,o,12
59738.07,3.25,8.97,o,8
59741.06,9.00,13.75,o,7
59742.13,22.75,28.74,o,4
59745.06,49.55,72.59,o,11
59746.10,-14.50,13.04,o,4
59748.26,-22.80,7.69,o,5
59755.09,-10.00,16.06,c,3
59756.98,1.27,3.72,c,11
59758.67,3.18,2.59,c,11
59760.42,0.50,3.10,c,12
59762.53,7.12,2.84,c,8
59765.84,5.75,7.15,o,4
59767.64,13.25,6.97,o,8
59769.07,-0.50,12.33,o,4
59772.00,25.00,82.00,o,1
59773.60,0.58,11.38,o,12
59775.73,6.50,11.43,o,4
59777.72,2.00,6.89,o,4
59781.81,2.00,13.12,o,2
59784.05,22.29,8.23,o,7
59785.73,12.00,3.76,c,4
59795.97,1.00,21.54,o,2
59797.79,7.50,15.63,o,4
59799.72,0.00,13.32,o,4
59800.42,48.00,13.66,o,5
59807.98,5.00,13.00,c,1
59808.01,3.50,10.00,c,2
59813.74,-4.14,5.67,o,7
