# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59403.55,3.50,5.97,o,4
59411.57,9.00,5.15,o,4
59413.55,-1.17,6.04,c,6
59415.50,-6.50,9.28,o,4
59417.47,-50.67,46.51,o,3
59419.47,-32.00,46.00,o,1
59423.52,4.50,10.17,o,4
59425.53,-5.25,7.27,o,4
59427.52,1.00,5.81,o,4
59429.47,-5.50,6.38,o,4
59431.52,-4.50,3.77,c,4
59433.49,-0.75,5.27,o,4
59435.47,4.14,4.05,c,7
59437.49,-1.25,6.14,o,4
59439.48,7.71,4.36,c,7
59441.47,-5.75,5.50,o,4
59443.49,0.00,9.00,c,1
59443.50,-4.25,5.26,o,4
59445.42,16.00,11.81,o,4
59451.50,11.00,10.67,o,4
59453.45,-6.25,9.09,o,4
59455.45,2.75,5.51,o,4
59457.43,2.00,5.50,c,4
59461.46,4.86,3.37,c,7
59463.47,2.50,5.63,o,4
59465.46,0.38,3.23,c,8
59467.41,8.50,8.40,o,4
59471.41,12.00,6.91,o,4
59479.45,7.14,13.81,o,7
59481.44,11.00,11.55,o,4
59483.42,-15.14,8.46,o,7
59485.40,-8.00,5.92,o,4
59487.42,-0.88,5.80,o,8
59489.44,-0.25,5.50,o,4
59491.39,11.25,8.25,o,4
59493.38,19.00,6.38,o,4
59495.38,39.00,13.38,o,3
59499.39,80.50,45.01,o,2
59501.39,122.50,10.33,o,4
59509.34,175.50,15.33,o,4
59511.36,194.60,10.68,o,5
59513.34,166.00,7.65,o,4
59515.34,183.00,8.14,o,4
59519.32,170.75,8.39,o,4
59523.30,157.75,7.26,o,4
59527.29,100.00,12.31,o,4
59529.31,150.50,8.52,o,4
59531.30,103.50,19.25,o,4
59535.30,89.25,18.39,o,4
59537.29,109.50,13.02,o,4
59539.31,96.50,14.19,o,4
59541.29,95.00,8.74,o,5
59543.30,98.00,8.39,o,4
59545.29,85.75,7.64,o,4
59547.31,81.50,12.48,o,4
59551.26,85.75,9.21,o,4
59559.25,56.12,12.20,o,8
59563.25,65.75,11.88,o,4
59565.25,69.00,18.03,o,2
59567.23,51.00,18.39,o,4
59585.22,-10.38,11.50,c,8
59587.23,13.25,13.66,o,4
59591.21,19.25,48.66,o,4
59595.22,-24.50,32.90,o,2
59606.79,49.00,33.25,c,3
59688.16,-1.00,17.33,o,2
59690.39,16.50,14.42,o,4
59698.41,13.75,19.97,o,4
59701.41,-6.00,13.83,o,2
59706.41,6.25,6.44,o,4
59709.40,15.50,9.90,o,2
59717.38,1.25,10.99,o,4
59723.13,-7.50,5.47,o,8
59724.79,-9.00,6.37,o,8
59726.98,-1.17,5.82,o,12
59731.13,14.67,7.52,o,3
59735.18,3.67,8.21,o,3
59736.12,-3.50,5.27,o,4
59741.34,-4.00,6.39,o,4
59742.35,-11.40,17.30,o,5
59749.31,-6.25,15.78,o,4
59767.06,-8.67,6.58,o,3
59768.80,5.11,4.51,o,9
59774.02,17.00,27.24,o,2
59781.31,-0.33,7.94,o,3
59782.36,-7.67,6.18,o,3
59785.33,1.25,10.57,o,4
59786.30,-4.25,6.53,o,4
59789.29,10.50,4.39,c,4
59791.97,2.75,4.78,c,4
59793.33,4.25,4.38,c,4
59796.06,7.00,3.76,c,4
59797.23,3.00,31.93,o,3
59799.96,8.75,13.37,o,4
59801.22,3.00,19.31,o,4
59802.19,-15.33,34.23,o,3
59807.51,22.12,18.23,o,8
59809.29,6.12,4.25,o,8
59810.18,-2.25,3.07,c,8
59812.02,4.00,6.08,o,3
59813.19,-1.38,3.40,c,8
59814.27,3.75,2.83,c,8
59815.00,1.00,5.40,o,3
