# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58940.44,-10.50,11.18,o,2
58944.40,45.50,35.65,o,2
58949.50,6.43,8.87,o,7
58952.46,11.75,5.53,o,4
58956.40,2.25,4.89,o,4
58958.41,0.25,4.66,c,4
58960.44,0.00,5.14,o,4
58962.44,-10.14,40.71,c,7
58964.44,-4.75,11.19,o,4
58966.41,2.75,3.80,c,8
58968.90,2.12,3.91,o,8
58970.39,1.75,7.52,o,4
58972.31,2.75,7.61,o,4
58978.49,23.50,12.34,o,4
58980.39,-29.50,64.86,o,2
58982.38,0.00,4.77,c,4
58984.41,4.25,4.63,o,4
58986.39,19.00,5.14,c,4
58988.38,34.75,4.89,o,4
58990.35,50.50,4.64,c,4
58992.37,63.25,4.53,o,4
58994.36,68.75,4.50,c,4
58996.38,71.00,18.00,o,1
58998.33,79.00,6.17,o,4
59000.32,76.25,8.28,o,4
59004.88,79.25,9.21,o,8
59006.33,65.25,10.28,o,4
59008.36,69.67,41.12,o,3
59010.35,54.75,5.50,o,4
59016.31,78.75,6.45,o,4
59020.30,65.33,10.98,o,3
59022.30,58.25,4.51,c,4
59024.29,68.00,5.42,o,3
59026.30,66.00,7.51,o,4
59032.31,67.00,12.42,o,2
59034.32,59.75,14.28,o,4
59036.28,65.25,7.31,o,4
59038.28,63.00,6.40,o,4
59040.31,55.25,6.14,o,4
59042.31,53.33,6.37,c,3
59044.29,79.50,5.92,o,4
59048.26,69.00,6.00,o,4
59050.27,44.50,6.14,c,4
59064.26,33.00,15.25,o,3
59072.25,45.25,12.23,o,4
59074.25,37.00,21.07,c,3
59190.65,48.25,9.79,o,4
59198.61,52.00,15.05,c,3
59204.65,36.50,5.57,c,4
59206.61,41.00,5.13,c,4
59208.65,40.75,5.14,c,4
59216.61,36.75,11.91,o,4
59218.62,33.50,9.89,o,4
59222.65,43.25,7.27,o,4
59224.61,32.00,4.39,c,4
59226.61,31.50,4.27,c,6
59228.59,35.25,4.26,c,4
59230.57,37.67,4.19,c,6
59232.58,27.25,4.39,c,4
59244.52,38.75,12.10,o,4
59252.63,36.25,4.77,o,4
59256.53,30.00,3.86,c,7
59258.52,31.00,7.43,c,2
59260.47,27.40,4.94,c,5
59262.56,29.33,4.62,c,3
59264.56,18.33,138.36,c,3
59268.48,42.50,7.18,o,4
59270.51,15.50,9.25,o,4
59278.62,5.00,27.22,o,3
59280.58,33.00,5.15,o,4
59284.59,53.00,10.00,o,1
59288.48,31.00,3.90,o,4
59292.54,40.00,4.63,o,4
59296.62,26.00,5.98,o,5
59304.49,28.25,9.03,o,4
59306.48,21.25,7.16,o,4
59308.41,21.50,3.88,c,4
59312.41,24.75,3.38,c,4
59322.38,15.25,5.38,o,4
59324.39,28.71,4.25,o,7
59326.37,24.33,8.91,o,3
59332.46,31.75,9.83,o,4
59334.44,18.75,8.43,o,4
59336.43,33.00,8.67,o,3
59338.47,30.00,8.14,c,3
59342.40,11.75,4.63,c,4
59344.41,33.25,17.94,o,4
59346.41,19.00,4.51,c,4
59348.37,15.75,4.51,o,4
59350.44,10.00,5.76,c,4
59352.37,19.75,5.92,o,4
59354.38,18.00,9.25,o,3
59360.43,34.00,22.00,o,1
59362.40,28.00,7.48,o,8
59364.34,28.25,5.27,o,4
59366.40,7.57,4.23,o,7
59368.39,25.25,3.88,c,4
59370.33,19.25,5.14,o,4
59372.33,12.75,3.50,c,4
59374.32,10.75,5.64,o,4
59376.35,22.75,4.39,c,4
59378.36,22.50,6.25,o,4
59380.31,13.25,6.37,c,4
59382.30,10.25,6.89,o,4
59387.39,-3.00,84.00,o,1
59388.76,10.43,10.97,o,7
59390.74,33.86,11.03,o,7
59392.33,18.00,7.32,o,3
59394.36,17.50,5.74,c,4
59396.34,7.00,5.38,o,4
59400.28,13.67,5.01,o,3
59402.31,5.00,4.78,c,4
59404.27,17.00,5.63,o,3
59406.26,14.50,7.32,c,4
59408.26,24.00,6.08,o,4
59414.26,22.00,11.94,o,4
59416.28,-45.50,164.42,o,2
59418.29,-1.75,13.42,o,4
59424.27,1.00,4.89,c,4
59426.26,3.86,6.44,o,7
59428.26,7.25,6.15,c,4
59432.25,28.75,10.29,c,4
