# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58389.64,-13.75,59.88,o,4
58391.63,7.00,21.18,o,4
58393.64,-9.75,16.44,o,4
58395.64,-4.67,42.78,o,3
58401.62,6.75,5.68,c,4
58413.65,48.00,33.00,o,1
58416.65,-54.50,66.62,o,2
58435.66,73.00,60.00,o,1
58437.65,10.50,27.93,o,2
58441.66,30.00,16.00,o,1
58444.62,8.25,19.36,o,4
58447.66,7.00,95.00,o,1
58449.65,-7.67,16.20,o,3
58451.65,-16.00,21.61,o,3
58453.65,18.00,11.32,o,3
58455.56,7.00,6.01,o,4
58459.53,3.29,4.93,o,7
58463.53,-41.00,76.00,o,1
58465.54,6.82,4.02,o,11
58467.54,17.50,5.28,o,8
58469.58,19.75,5.78,o,4
58471.55,39.75,10.54,o,4
58473.55,27.75,16.78,o,4
58474.91,57.40,12.54,o,10
58479.52,81.50,8.64,o,4
58483.55,104.00,31.67,o,2
58485.55,83.00,4.63,c,4
58487.53,120.75,6.38,o,4
58489.53,104.50,5.01,c,4
58491.49,146.25,6.76,o,4
58493.48,134.25,5.63,c,4
58495.50,193.75,7.26,o,4
58497.48,195.12,5.42,o,8
58499.46,221.25,8.51,o,4
58501.46,237.50,10.27,o,4
58503.47,252.50,50.20,o,2
58507.42,255.25,11.38,o,4
58511.45,252.50,6.89,o,4
58519.45,240.25,6.51,o,4
58523.43,216.75,8.38,o,4
58527.42,210.38,6.57,o,8
58531.42,196.25,15.20,o,4
58539.40,157.00,6.26,o,4
58543.39,144.25,6.75,o,4
58547.37,146.40,57.31,o,5
58551.37,130.50,7.39,o,4
58555.37,116.75,90.71,o,4
58559.34,140.57,10.23,o,7
58563.42,129.50,34.36,o,4
58565.18,122.33,6.05,o,15
58567.32,103.67,12.34,o,3
58569.32,98.25,6.39,o,4
58571.32,106.00,9.07,o,3
58573.31,62.75,5.53,c,4
58575.32,82.50,9.27,o,4
58577.32,59.25,4.51,c,8
58579.31,89.25,7.04,o,4
58581.32,36.75,5.26,c,4
58583.31,64.00,10.97,o,2
58589.29,47.50,12.55,o,4
58590.84,82.38,20.48,o,8
58592.83,79.67,23.72,o,6
58595.31,61.00,10.12,o,4
58597.27,66.50,5.54,o,8
58599.28,66.50,8.03,o,4
58605.29,33.25,6.51,c,4
58609.28,28.50,9.19,c,2
58611.28,44.50,12.73,o,2
58613.25,55.50,9.55,o,4
58619.26,45.00,21.20,o,4
58621.26,105.00,38.65,o,4
58763.63,18.00,13.02,o,4
58769.59,19.50,18.05,o,4
58771.29,-8.11,9.92,o,9
58777.64,29.67,16.80,o,3
58779.62,19.75,6.53,o,4
58783.58,13.75,6.50,o,4
58787.60,13.25,5.28,o,4
58789.60,9.25,5.64,c,4
58791.57,15.33,7.14,o,3
58795.60,7.00,7.52,o,3
58797.60,-7.50,7.88,o,4
58799.59,23.75,10.63,o,4
58801.64,4.75,10.76,o,4
58803.64,-7.50,13.64,o,4
58807.63,8.33,7.72,o,3
58811.60,7.75,5.46,o,4
58813.66,-4.00,17.03,c,4
58815.56,11.50,5.35,o,4
58817.65,12.50,25.46,c,2
58819.60,-23.00,86.00,o,1
58821.59,6.75,5.89,o,4
58825.57,11.25,6.01,o,4
58827.55,1.00,9.25,o,3
58829.56,35.75,18.52,o,4
58831.60,0.25,16.62,o,4
58841.52,0.50,4.88,c,4
58843.66,12.67,9.07,o,3
58845.56,-2.00,6.16,c,3
58849.48,8.00,6.75,o,4
58851.54,13.25,4.93,o,4
58855.58,30.75,8.63,o,4
58865.56,4.75,7.44,o,4
58867.48,5.17,5.25,o,6
58869.45,4.50,4.02,c,4
58871.46,6.67,5.25,o,6
58873.46,2.75,4.38,c,4
58875.44,2.25,6.13,o,4
58877.42,-2.38,3.10,c,8
58879.37,8.50,7.30,o,4
58880.42,-3.75,6.01,o,4
58883.47,-3.00,7.66,o,4
58884.40,12.00,10.78,o,3
58887.40,10.50,19.52,o,4
58888.47,20.00,18.15,o,4
58891.49,1.50,10.76,o,4
58895.46,-11.67,5.59,o,3
58903.38,-10.00,6.64,o,4
58905.35,-9.75,4.16,c,4
58907.49,-11.67,7.72,o,3
58913.37,11.00,15.21,o,2
58917.40,-19.33,22.17,o,3
58918.98,-9.14,9.18,o,7
58929.34,-10.50,4.39,c,4
58941.36,-6.00,13.44,o,2
58947.37,-2.00,37.31,o,2
58949.34,-15.62,9.96,o,8
58951.32,3.00,5.97,o,3
58955.35,-8.75,7.03,o,4
58957.34,-27.00,26.50,c,2
58961.28,-8.75,5.51,c,4
58963.28,1.67,34.55,o,3
58965.27,-14.50,10.39,o,4
58967.25,-18.00,6.79,o,4
58969.26,-4.00,9.17,o,4
58971.28,-4.75,6.71,o,8
58973.27,1.14,11.12,o,7
58975.26,-3.00,8.73,o,8
58979.26,-3.00,15.68,o,4
58981.25,-18.00,10.42,c,3
