# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58644.41,-3.33,7.13,o,3
58646.38,-3.00,8.10,o,3
58648.41,0.00,31.00,o,1
58654.45,0.00,7.65,o,4
58656.47,-9.50,10.63,o,2
58658.56,0.50,136.83,o,2
58660.41,-3.75,5.89,o,4
58664.47,-0.75,6.25,o,4
58666.41,-3.00,4.00,c,4
58668.40,-2.25,7.66,o,4
58670.40,5.33,9.05,o,3
58673.47,0.75,6.03,o,4
58676.27,2.00,12.76,o,3
58680.43,-15.62,15.20,o,8
58682.44,7.50,10.56,o,4
58684.30,-5.50,8.62,o,6
58686.39,-22.50,23.33,o,4
58688.40,10.00,5.88,o,4
58690.38,3.33,4.43,o,3
58692.33,2.00,5.50,o,4
58694.25,-10.00,16.06,c,3
58696.36,1.75,6.27,o,4
58700.30,-2.50,6.03,o,4
58702.31,-2.25,5.91,c,4
58704.33,-3.50,10.01,o,4
58706.35,27.00,172.00,c,1
58708.35,84.50,167.81,o,2
58709.40,-64.00,192.00,c,1
58712.41,66.25,40.05,o,4
58718.35,-5.00,5.03,o,3
58726.30,-9.75,4.15,c,4
58730.37,6.00,5.15,c,4
58736.32,46.50,8.78,o,4
58738.31,71.50,14.28,o,4
58744.32,123.50,7.01,o,4
58746.29,121.00,15.32,o,4
58750.25,89.00,11.00,c,1
58752.29,126.25,5.52,o,4
58756.22,133.25,6.03,o,4
58760.26,126.25,11.91,o,4
58770.25,106.50,15.71,o,4
58784.20,90.33,15.73,o,3
58878.63,-32.00,52.19,c,2
58884.63,9.00,5.52,o,7
58888.66,0.75,14.69,o,4
58900.63,11.75,6.18,o,4
58902.64,3.00,6.37,c,3
58904.62,-0.50,5.26,o,4
58918.55,24.75,13.43,o,4
58920.63,97.00,237.00,o,1
58924.62,48.67,52.66,o,3
58930.63,-2.00,5.27,c,4
58942.62,-16.33,7.45,c,3
58944.57,0.75,10.95,o,4
58949.54,-13.62,9.48,o,8
58952.60,15.00,8.02,o,4
58956.54,2.75,4.94,o,4
58958.42,10.00,5.26,c,4
58960.58,2.00,5.53,o,4
58962.56,5.67,13.09,c,3
58964.41,-10.75,17.47,o,4
58966.50,-5.00,4.91,c,4
58968.53,15.50,5.63,o,4
58970.52,10.00,4.41,c,4
58972.47,0.25,6.88,o,4
58974.44,23.25,10.46,o,4
58976.46,29.00,16.37,o,4
58982.50,-0.75,6.04,o,4
58984.55,0.67,5.79,o,3
58986.49,-3.57,4.08,c,7
58988.46,-0.50,4.78,o,4
58990.48,-8.50,3.82,c,6
58992.56,3.00,5.51,o,4
58994.53,-2.25,4.26,c,4
58996.53,21.00,11.80,o,2
58998.44,-4.00,4.03,c,4
59000.74,-1.08,4.15,o,12
59002.44,-4.00,7.14,o,4
59008.50,-7.75,7.79,o,4
59010.50,2.50,7.03,o,4
59016.36,-1.67,6.01,c,3
59016.46,-21.00,22.00,o,1
59020.47,0.00,4.42,o,4
59022.49,-2.50,6.34,c,4
59024.46,3.25,4.51,o,4
59026.45,0.75,3.79,c,4
59028.44,3.25,4.26,o,4
59030.34,2.25,6.79,o,4
59036.96,3.38,6.79,o,8
59038.41,-1.20,6.92,o,5
59040.43,-1.00,5.89,o,4
59041.37,0.00,5.14,c,4
59042.44,10.33,19.51,o,3
59044.40,-4.50,6.50,o,4
59048.37,-1.25,5.78,o,4
59050.38,-2.50,4.13,c,4
59052.43,2.00,4.50,o,4
59054.42,1.00,6.16,c,3
59058.34,11.25,6.79,o,4
59063.39,17.00,21.40,o,3
59064.90,1.33,10.39,o,6
59068.41,-5.00,15.00,o,1
59070.37,-5.00,5.73,o,4
59071.36,-7.33,5.01,c,3
59072.40,-4.50,5.82,o,4
59074.38,-3.67,5.59,c,3
59078.32,5.00,5.20,c,3
59080.32,7.38,3.64,o,8
59082.29,-8.00,8.71,c,3
59084.30,1.14,3.33,o,7
59088.31,-0.25,11.39,o,4
59090.33,-2.50,9.92,o,4
59092.27,16.75,9.80,o,4
59094.30,-16.00,63.83,o,3
59096.32,-9.00,7.80,o,4
59098.32,4.75,9.93,o,4
59100.26,-5.50,4.39,o,4
59102.26,-1.75,4.38,c,4
59104.28,10.00,5.06,o,3
59106.28,-2.75,3.81,c,8
59108.26,-6.00,4.76,o,4
59110.25,-11.00,6.60,c,4
59112.25,-1.75,6.42,o,4
59114.23,2.50,7.69,o,4
59118.23,8.50,8.89,o,4
59120.27,22.75,8.32,o,4
59122.31,13.00,14.67,o,3
59126.22,2.00,6.33,o,4
59130.24,-0.33,5.99,c,3
59132.22,-43.67,68.48,o,3
59138.23,-2.25,4.53,c,4
59146.22,5.00,9.51,o,4
59154.21,-2.00,35.37,o,3
59160.20,-2.50,28.94,o,2
59164.20,18.50,10.31,o,4
59230.65,26.50,10.97,c,2
