# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58918.63,15.00,15.73,o,5
58942.59,-1.75,10.65,c,4
58944.62,42.33,45.34,o,3
58949.57,47.80,13.78,o,5
58950.53,86.50,77.82,o,2
58952.61,81.40,9.70,o,5
58956.57,89.00,6.19,o,5
58958.53,40.25,6.65,c,4
58960.61,127.20,6.88,o,5
58962.61,121.67,37.32,c,3
58964.59,170.67,25.67,o,3
58965.61,80.50,7.71,c,4
58966.59,68.50,5.78,c,4
58968.58,162.00,8.31,o,3
58970.59,81.75,5.15,c,4
58972.54,169.00,7.26,o,4
58974.52,149.33,12.35,o,3
58976.57,159.00,13.07,o,4
58978.56,133.50,20.97,o,4
58982.56,138.50,10.25,o,4
58984.61,175.50,6.60,o,4
58986.59,169.50,6.01,o,4
58988.56,173.50,5.89,o,4
58989.56,91.25,5.00,c,4
58990.54,83.25,4.39,c,4
58992.54,145.67,7.33,o,3
58994.54,79.00,5.59,c,3
58997.59,85.25,5.58,c,4
58998.51,88.25,4.76,c,4
59000.51,144.25,6.16,o,4
59003.16,140.33,6.97,o,6
59004.97,145.75,9.20,o,8
59006.46,135.33,19.10,o,3
59010.56,152.00,10.27,o,4
59016.49,123.00,28.65,o,2
59016.51,81.00,6.57,c,3
59020.47,131.67,7.52,o,3
59021.49,70.00,5.02,c,4
59022.47,68.00,7.13,c,3
59024.47,116.50,6.25,o,4
59026.53,54.33,5.40,c,3
59028.47,118.50,5.77,o,4
59030.90,115.25,5.89,o,8
59032.84,88.71,8.45,o,7
59038.99,99.00,7.17,o,8
59041.03,74.75,5.38,o,8
59042.52,81.60,20.73,o,5
59044.46,49.50,8.84,o,4
59048.48,64.25,7.78,o,4
59049.46,48.25,5.63,c,4
59050.48,13.25,4.76,c,4
59052.47,65.67,6.16,o,3
59058.89,58.62,4.80,o,8
59060.86,48.62,7.21,o,8
59067.50,56.67,13.91,o,3
59068.95,43.00,6.16,o,8
59070.42,42.75,7.16,o,4
59072.45,14.50,6.65,o,4
59073.39,24.67,5.40,c,3
59074.37,5.50,5.26,c,4
59076.41,18.50,7.81,o,2
59078.38,-14.00,5.01,c,4
59080.37,0.00,5.65,o,4
59082.39,-5.25,4.50,c,4
59084.85,2.38,4.15,o,8
59088.35,-28.75,10.13,o,4
59093.42,2.50,14.09,o,4
59094.88,9.38,8.43,o,8
59096.46,36.75,12.76,o,4
59098.36,11.00,9.64,o,3
59100.32,5.00,5.10,o,3
59101.36,1.00,4.51,c,4
59102.32,-3.00,4.51,c,4
59104.35,3.50,4.78,o,4
59106.34,1.50,6.27,c,4
59108.32,-10.00,5.40,o,4
59109.38,-1.25,14.75,c,4
59110.31,-8.75,6.03,c,4
59112.31,1.25,5.51,o,4
59113.30,4.00,14.89,c,4
59114.32,9.00,9.05,o,4
59120.34,-16.75,11.11,o,4
59123.33,-9.33,12.65,o,3
59126.30,6.25,8.64,o,4
59130.30,-4.67,5.40,c,3
59132.27,18.50,37.93,o,4
59136.29,-6.00,7.15,o,4
59138.30,0.00,7.40,c,4
59140.25,6.25,6.56,o,4
59142.25,-6.25,5.26,c,4
59144.24,14.25,22.78,o,4
59146.28,-14.00,17.06,o,4
59148.24,12.00,14.52,o,4
59151.26,2.25,9.42,o,4
59154.26,-3.50,12.32,o,4
59156.23,-6.67,7.90,o,3
59158.21,6.00,7.39,o,4
59160.25,67.00,44.00,o,1
59164.24,-2.75,7.18,o,4
59184.21,-12.00,12.06,o,4
59186.20,-3.00,20.07,o,4
59192.20,1.75,19.19,o,4
59276.63,-3.00,22.00,o,1
59288.63,-6.50,8.85,o,2
59292.63,-13.00,5.91,o,4
59300.62,-21.00,83.00,o,1
59306.63,-2.50,9.40,o,4
59312.62,1.67,8.06,c,3
59321.61,-7.25,9.22,o,4
59322.59,-10.00,12.74,o,4
59326.56,-24.50,7.63,o,4
59328.59,-20.67,9.99,o,3
59331.59,7.75,11.51,o,4
59332.54,9.25,9.69,o,4
59334.59,21.75,12.54,o,4
59338.62,2.00,20.89,o,2
59344.56,-1.75,6.15,o,4
59346.56,4.00,5.44,c,3
59348.53,8.50,5.38,o,4
59350.61,11.00,11.00,c,1
59352.56,18.50,5.53,o,4
59353.58,-3.25,4.54,c,4
59354.56,7.00,5.59,c,3
59358.99,-0.75,7.02,o,8
59360.98,-9.38,14.30,o,8
59366.53,6.25,7.01,o,4
59368.58,0.67,7.16,o,3
59370.53,-1.40,6.26,o,5
59372.50,2.33,5.06,c,3
59373.48,-29.00,6.02,o,4
59374.50,-41.00,8.14,o,2
59376.50,2.00,5.66,c,2
