# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59093.62,25.50,22.48,o,4
59095.62,-12.33,19.86,o,3
59097.62,9.00,9.25,o,7
59099.62,4.25,16.37,o,4
59103.62,8.00,7.25,o,4
59105.58,1.25,7.71,o,4
59109.63,-0.80,5.32,c,5
59111.54,12.00,18.79,o,4
59113.62,-1.33,9.38,c,6
59115.59,3.25,5.01,o,4
59117.60,-5.50,5.39,c,4
59119.57,4.00,4.13,o,4
59121.57,0.75,9.54,o,4
59123.58,-10.50,9.63,o,4
59125.61,10.25,10.08,o,4
59127.58,10.50,8.89,o,4
59129.59,-0.67,8.28,o,3
59131.62,6.25,6.39,o,4
59133.59,-3.75,5.77,o,4
59137.59,2.00,4.64,c,4
59139.57,-54.33,350.74,o,3
59141.59,22.25,4.05,c,4
59143.55,42.00,148.00,o,1
59145.57,54.00,4.13,c,4
59147.54,89.75,6.01,o,4
59157.55,93.50,16.92,o,2
59159.54,130.00,130.00,o,1
59169.38,124.00,16.00,c,1
59179.47,113.33,11.28,o,3
59180.98,103.62,6.86,o,8
59182.95,99.12,11.06,o,8
59185.39,97.50,14.54,o,4
59187.50,82.75,7.24,o,8
59189.45,83.25,6.91,o,4
59191.44,75.67,5.33,o,6
59193.45,51.75,4.26,c,4
59195.44,52.25,4.39,c,4
59197.53,50.00,4.51,c,4
59199.42,100.00,360.00,o,1
59205.47,34.00,4.53,c,4
59207.00,54.30,4.72,o,10
59208.94,52.50,6.17,o,8
59211.48,46.25,9.65,o,4
59212.38,58.50,14.51,o,4
59215.39,83.00,241.00,o,1
59217.42,34.25,7.01,o,4
59219.42,28.00,6.51,o,4
59220.92,17.88,2.93,c,8
59222.81,20.00,7.16,c,3
59227.42,16.25,3.52,c,4
59229.40,12.00,4.63,c,4
59231.39,13.00,4.15,c,4
59243.38,22.25,13.79,o,4
59245.39,5.25,10.43,o,4
59247.39,23.33,7.95,o,3
59251.38,0.50,4.51,c,4
59253.44,8.25,5.14,c,4
59255.34,0.75,4.02,c,4
59257.34,5.00,4.27,c,4
59259.38,4.25,4.39,c,4
59261.34,7.50,4.27,c,4
59262.34,14.50,5.39,o,4
59265.32,20.50,21.47,o,2
59267.34,8.50,6.51,o,4
59271.33,4.00,11.95,o,3
59275.33,10.75,8.16,o,4
59276.30,10.75,4.81,o,4
59277.37,14.00,9.86,c,2
59289.27,-1.33,5.22,c,3
59291.35,21.67,6.81,o,3
59293.30,7.43,6.93,o,7
59295.27,12.00,7.52,o,4
59299.28,-69.50,136.43,o,2
59301.26,-5.00,25.40,o,2
59305.25,5.75,6.30,o,4
59307.28,11.00,4.54,c,4
59311.26,14.67,5.77,c,3
59315.24,-0.25,4.29,c,4
59323.24,21.50,8.37,o,4
59447.63,-55.50,38.28,o,2
59455.62,21.33,15.38,o,3
59463.58,13.75,7.57,o,4
59471.62,13.67,9.10,o,3
59477.62,-16.00,17.00,o,1
59479.61,8.67,15.21,o,3
59481.63,3.50,27.21,o,2
59485.59,-7.00,8.27,o,4
59487.59,5.00,11.67,o,2
59489.58,-2.50,6.51,o,4
59491.57,9.00,8.02,o,4
59493.61,2.62,3.78,o,8
59495.53,-6.67,21.95,o,3
59501.59,7.00,6.93,o,4
59503.53,-0.50,8.68,o,4
59505.55,-8.00,12.37,o,3
59509.09,9.00,10.25,o,9
59513.56,11.20,7.86,o,5
59515.55,15.00,14.42,o,2
59517.64,-0.50,15.04,o,2
59519.48,0.33,6.94,o,3
59523.50,11.25,7.89,o,4
59525.61,2.50,6.29,c,4
59527.52,3.75,7.67,o,4
59529.45,0.25,4.54,c,4
59531.52,-7.50,10.50,o,4
59535.50,-31.00,32.75,o,3
59537.51,-4.25,18.68,o,4
59539.50,-6.25,36.60,o,4
59541.49,5.25,9.01,o,4
59543.46,4.25,8.63,o,4
59545.47,4.25,5.82,o,4
59547.54,-34.00,12.17,o,4
59551.45,-2.75,8.00,o,4
59559.45,10.50,8.41,o,4
59563.44,0.75,12.16,o,4
59565.49,-2.00,22.17,o,3
59585.48,5.25,6.17,c,4
59589.42,15.00,17.44,o,2
59591.59,-0.23,5.57,o,13
59595.39,6.25,15.33,o,4
59596.39,-1.75,16.28,o,4
59599.64,-13.12,7.98,o,8
59601.41,13.25,8.84,o,4
59603.58,5.42,4.15,o,12
59606.92,1.50,6.40,c,2
59610.30,19.00,6.26,o,4
59615.39,-0.25,9.48,c,4
59616.31,12.75,6.15,o,4
59619.38,6.25,5.48,o,8
59623.85,18.25,22.87,o,4
59626.95,-25.08,9.02,o,12
59629.01,-7.00,8.28,o,7
59630.16,11.75,9.06,o,4
59633.11,-7.33,5.20,c,3
59634.08,-0.25,5.04,c,4
59643.40,-3.86,3.81,o,7
59645.07,-5.67,7.13,c,3
