# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58245.62,-64.33,29.95,o,3
58255.61,8.00,28.00,o,1
58257.62,-42.50,26.35,c,2
58261.62,-49.00,31.68,o,3
58263.61,1.00,38.00,o,1
58269.61,8.33,28.79,o,3
58273.59,-23.25,31.38,o,4
58275.60,-25.00,15.24,o,4
58279.60,82.00,7.90,o,4
58281.59,198.00,5.66,c,4
58283.59,234.00,10.78,o,3
58285.59,436.00,5.76,c,4
58287.59,393.50,10.61,o,2
58291.58,474.25,7.39,o,4
58293.61,499.00,12.50,o,2
58295.55,507.29,14.42,o,7
58305.54,472.75,8.78,o,4
58309.55,404.50,5.39,c,4
58311.55,397.75,9.02,o,4
58313.53,390.00,23.29,c,3
58315.54,361.62,5.99,o,8
58319.53,344.00,18.36,o,4
58321.51,315.50,6.76,o,4
58323.51,290.00,232.00,o,1
58325.44,265.75,13.03,o,4
58331.50,209.50,18.07,o,4
58333.59,111.00,12.04,c,2
58337.49,94.75,4.88,c,4
58341.48,81.25,5.14,c,4
58343.47,106.75,8.67,o,4
58345.47,57.25,42.66,c,4
58347.46,77.50,6.89,o,4
58351.50,50.50,14.96,o,4
58361.44,46.50,8.02,o,4
58363.44,26.00,12.36,o,3
58367.43,31.75,5.76,o,4
58369.42,36.25,6.27,o,4
58371.42,20.75,8.68,o,4
58377.45,28.50,5.53,o,4
58379.45,33.33,24.01,o,3
58381.42,34.25,7.93,o,4
58387.48,15.50,21.29,o,4
58389.38,83.00,140.73,o,3
58391.38,16.75,10.64,o,4
58393.37,17.25,6.89,o,4
58395.37,22.00,7.89,o,4
58401.36,-5.33,6.01,c,3
58403.40,4.33,14.32,o,3
58405.39,-7.67,6.16,c,3
58409.36,14.00,181.63,o,3
58413.38,-17.25,15.28,o,4
58417.36,25.00,10.67,o,4
58425.34,-8.00,11.00,c,1
58427.35,18.33,12.64,o,3
58429.35,2.75,6.00,c,4
58431.33,-8.00,7.88,o,4
58433.34,-20.50,13.20,c,2
58435.30,-16.00,8.91,o,4
58443.31,-17.00,20.16,o,2
58447.30,-30.00,16.13,o,3
58449.30,-8.75,6.38,o,4
58451.29,-14.25,8.52,o,4
58453.31,-2.00,14.00,o,1
58455.27,-8.88,5.55,o,8
58459.25,-27.75,8.39,o,4
58461.26,-23.67,5.74,c,6
58463.24,-22.00,14.21,o,2
58465.22,-29.33,8.86,o,3
58467.24,-19.88,8.81,o,8
58469.24,-24.75,9.95,o,4
58471.24,-2.71,11.14,o,7
58473.24,-43.00,27.05,o,4
58475.03,-17.80,19.76,o,5
58479.22,-17.25,8.52,o,4
58485.22,-18.25,6.64,c,4
58487.21,-26.50,15.71,o,4
58489.22,-14.75,14.13,c,4
58491.21,-12.00,29.03,o,3
58493.21,-25.50,19.39,c,4
58495.22,-16.00,26.00,o,1
58497.21,-24.67,30.95,o,3
58619.62,-38.33,19.26,o,3
58621.61,-33.00,17.05,o,4
58623.57,-31.25,21.56,o,4
58625.58,-7.75,14.56,o,4
58643.61,-17.00,18.56,o,5
58645.60,-13.75,5.55,o,4
58647.58,-9.50,9.19,o,4
58649.51,-23.50,15.37,o,4
58651.54,-32.00,21.96,o,4
58659.61,-29.75,15.24,o,4
58665.62,-16.67,19.08,c,3
58667.61,-10.75,25.82,o,4
58669.61,-7.25,7.41,c,4
58671.03,-12.29,3.96,c,7
58679.42,-80.50,37.07,o,4
58681.42,-44.50,44.53,o,2
58689.60,-16.67,6.55,o,3
58691.54,-19.33,7.70,o,3
58693.62,-15.75,6.87,c,4
58695.56,-25.75,7.27,o,4
58699.59,-17.40,9.09,o,5
58703.56,-7.40,6.55,o,5
58705.44,-29.67,17.58,c,3
58707.38,-9.00,18.97,o,4
58715.49,8.75,14.01,o,4
58717.49,-5.33,8.86,o,3
58719.50,-10.00,5.39,o,4
58721.46,-33.00,9.84,c,3
58723.46,-18.12,3.24,o,8
58725.49,18.00,63.74,c,2
58729.44,-9.00,4.51,c,4
58735.35,-5.00,154.97,o,5
58745.42,-8.33,14.75,o,3
58751.38,-10.25,4.27,o,4
58753.44,-2.50,20.89,c,6
58755.43,-14.00,4.89,o,4
58759.42,-9.33,15.42,o,3
58761.23,0.00,9.53,o,4
58763.31,-25.25,7.63,o,4
58769.41,-19.33,48.15,o,3
58771.36,-20.00,8.39,o,4
58773.41,-69.00,44.00,o,1
58775.33,3.50,12.98,o,4
58777.33,-16.50,4.67,c,4
58779.32,-23.00,4.92,o,4
58781.34,-11.67,5.97,c,3
