Nested Sampling Global Log-Evidence           :   -0.153545806146631447E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.154482452061272912E+01  +/-    0.593551435979528235E-02

Dim No.       Mean        Sigma
   1    0.123092897671424006E+00    0.146236058242866650E-02
   2   -0.199095293579999790E+02    0.982184135087189047E-01
   3    0.101975382834493988E+01    0.378168080890406520E-02
   4    0.158230646527452712E+01    0.600551325905546423E-02
   5    0.739095279646518558E-02    0.936793622219361837E-04
   6    0.173483230134676569E+01    0.382288339389624679E-02
   7   -0.154268160959913669E+01    0.136247762957355717E+00
   8   -0.492713691356738842E-01    0.204465628292743598E-02
   9   -0.205760925715272114E+01    0.168493136152048140E+00
  10   -0.901495620851752166E-01    0.144230082651366654E-01
  11   -0.145977075947328391E-01    0.353743480195811656E-02
  12   -0.228076966852872043E+00    0.197367192584611516E-01
  13   -0.129043897376147493E+00    0.385738643325569345E-02
  14   -0.107322138990799809E+01    0.832717797331975450E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.123062223445938576E+00
   2   -0.198681314420468276E+02
   3    0.101793692044573025E+01
   4    0.159132109587075954E+01
   5    0.747582531520588674E-02
   6    0.173275066437470793E+01
   7   -0.170866580565745063E+01
   8   -0.517523150952623398E-01
   9   -0.204289582259641422E+01
  10   -0.843534840014328324E-01
  11   -0.112145411236813913E-01
  12   -0.238213600474658116E+00
  13   -0.134689296290533611E+00
  14   -0.107325181285193927E+01

MAP Parameters
Dim No.        Parameter
   1    0.121099675820446437E+00
   2   -0.198198345160120262E+02
   3    0.101605957699589333E+01
   4    0.157498794491813277E+01
   5    0.745128901177931867E-02
   6    0.173347213236166309E+01
   7   -0.163599110225466271E+01
   8   -0.513305719567106258E-01
   9   -0.171382623309059090E+01
  10   -0.564702228336159545E-01
  11   -0.120958520167870169E-01
  12   -0.260071834682168379E+00
  13   -0.123466719890142976E+00
  14   -0.109053821207523360E+01
