Nested Sampling Global Log-Evidence           :   -0.211309674850991343E+02  +/-    0.457769280616155294E+00
Nested Importance Sampling Global Log-Evidence:   -0.263695032056984289E+02  +/-    0.403592408057059440E-01

Dim No.       Mean        Sigma
   1    0.940754549317029953E-01    0.289366475896329564E-01
   2   -0.185871993142625982E+02    0.186316039288185831E+01
   3    0.943446288810129929E+00    0.834734020453430509E-01
   4    0.152557703750864282E+01    0.140145568201835047E+00
   5    0.863724499345261409E-02    0.202753121425884673E-02
   6    0.168274790162722665E+01    0.996397062051253973E-01
   7   -0.173709142949120787E+01    0.430279847526578330E+00
   8   -0.101701341009765453E+00    0.386301164366143895E-01
   9   -0.566298680258343001E+01    0.250770841978126890E+01
  10    0.719337491720336685E-02    0.116149622963365590E+00
  11   -0.554849316886903698E-01    0.124737910706246929E+00
  12   -0.183742449839591648E+00    0.205747336545235554E+00
  13   -0.146744588378968838E+00    0.119766026327597572E+00
  14   -0.105440213340051625E+01    0.542248631911674134E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.972785660397985502E-01
   2   -0.189029962061147856E+02
   3    0.909109834474941758E+00
   4    0.168413546027615557E+01
   5    0.988324263410640842E-02
   6    0.171379709792184753E+01
   7   -0.251891947045406184E+01
   8   -0.170621849087166599E+00
   9   -0.761554953138164592E+01
  10   -0.876981781130539984E-01
  11   -0.986571851137457018E-01
  12   -0.360076298887927970E+00
  13   -0.183922496090013821E+00
  14   -0.114568154041458370E+01

MAP Parameters
Dim No.        Parameter
   1    0.972785660397985502E-01
   2   -0.189029962061147856E+02
   3    0.909109834474941758E+00
   4    0.168413546027615557E+01
   5    0.988324263410640842E-02
   6    0.171379709792184753E+01
   7   -0.251891947045406184E+01
   8   -0.170621849087166599E+00
   9   -0.761554953138164592E+01
  10   -0.876981781130539984E-01
  11   -0.986571851137457018E-01
  12   -0.360076298887927970E+00
  13   -0.183922496090013821E+00
  14   -0.114568154041458370E+01
