Nested Sampling Global Log-Evidence           :   -0.826077649714961915E+01  +/-    0.290924025777448692E+00
Nested Importance Sampling Global Log-Evidence:   -0.130024106073086418E+02  +/-    0.455531610074784918E-01

Dim No.       Mean        Sigma
   1    0.627707126323383963E-01    0.429381734627252779E-01
   2   -0.224980558495456968E+02    0.713973416513353687E+01
   3    0.758819566414460911E+00    0.320884587494331630E+00
   4    0.118922578075453256E+01    0.309743905409507692E+00
   5    0.947607896143938533E-02    0.350871855717008229E-02
   6    0.205005500933703777E+01    0.129490758620827678E+00
   7   -0.176849984186928411E+01    0.414071899446872616E+00
   8   -0.178079488345644077E+00    0.630338243130191822E-01
   9   -0.494388966615614311E+01    0.314005807874554321E+01
  10   -0.121279064034170242E+00    0.152185372994977225E+00
  11   -0.943591822816691912E-02    0.143779838767495310E+00
  12   -0.214379405693618186E+00    0.205826796539824525E+00
  13   -0.237290786970195289E+00    0.165170607844345924E+00
  14   -0.105043291256893601E+01    0.444742160789415239E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.117685346219471854E-02
   2   -0.310699804331730363E+02
   3    0.647839863811461414E+00
   4    0.122297901248463403E+01
   5    0.677653802981996369E-02
   6    0.223066495460986047E+01
   7   -0.199322373455943769E+01
   8   -0.105830144755250752E+00
   9   -0.885663116900487957E+01
  10   -0.704127596224662644E-01
  11   -0.225585061739022014E+00
  12   -0.471896585769472798E+00
  13   -0.370050234433856040E+00
  14   -0.103196979212706830E+01

MAP Parameters
Dim No.        Parameter
   1    0.117685346219471854E-02
   2   -0.310699804331730363E+02
   3    0.647839863811461414E+00
   4    0.122297901248463403E+01
   5    0.677653802981996369E-02
   6    0.223066495460986047E+01
   7   -0.199322373455943769E+01
   8   -0.105830144755250752E+00
   9   -0.885663116900487957E+01
  10   -0.704127596224662644E-01
  11   -0.225585061739022014E+00
  12   -0.471896585769472798E+00
  13   -0.370050234433856040E+00
  14   -0.103196979212706830E+01
