         MJD         m       dm    uJy  duJy F  err  chi/N       RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57246.500883 19.076453      NaN   19.5    20 c    0   1.00 14.08623 -9.58332  7847.59  9432.65 4.08 3.71 -78.2 -0.425    19.45 21.27 02a57246o0351c 0xc00800        -5.5
57246.517154 19.510313      NaN  -14.5    19 c    0   0.85 14.08623 -9.58332  7850.35  9435.41 4.06 3.75 -77.3 -0.420    19.47 21.32 02a57246o0371c 0xc00800        -5.5
57246.543185 19.549093      NaN    1.5    16 c    0   1.16 14.08623 -9.58332  9301.63  7994.03 4.06 3.59  88.1 -0.425    19.53 21.42 02a57246o0406c 0xc00800        -5.5
57246.567114 19.115465      NaN   28.5    16 c    0   0.92 14.08623 -9.58332  9292.08  8002.03 4.10 3.66  89.0 -0.423    19.56 21.50 02a57246o0439c 0xc00800        -5.5
57304.384244 19.014394      NaN   24.5    20 c    0   1.03 14.08623 -9.58332  7867.57  9449.15 4.61 3.74 -81.3 -0.441    19.45 21.35 02a57304o0276c 0xc00800        -5.5
57304.411761 19.351140 0.345462   60.5    21 c    0   0.91 14.08623 -9.58332  7855.57  9458.70 4.54 3.73 -82.0 -0.436    19.49 21.45 02a57304o0315c 0xc00800        -5.5
57304.434914 19.766969      NaN   -8.5    15 c    0   1.43 14.08623 -9.58332  1262.47  2596.87 4.81 3.72 -28.2 -0.429    19.51 21.51 02a57304o0343c 0xc00800        -5.5
57304.446701 19.816329      NaN   -4.5    14 c    0   1.78 14.08623 -9.58332  1256.99  2592.02 4.85 3.72 -27.4 -0.430    19.50 21.50 02a57304o0359c 0xc00800        -5.5
57308.376909 18.757738      NaN   45.5    21 c    0   0.95 14.08623 -9.58332  7864.62  9460.92 4.80 4.01 -85.0 -0.427    19.39 21.35 02a57308o0275c 0xc00800        -5.5
57308.406274 18.878500      NaN   33.5    21 c    0   0.91 14.08623 -9.58332  7853.31  9468.85 4.80 4.08 -81.8 -0.418    19.39 21.41 02a57308o0313c 0xc00800        -5.5
57308.441898 18.566153      NaN   61.5    23 c    0   0.75 14.08623 -9.58332  1306.31  2599.07 5.42 4.03 -28.1 -0.414    19.38 21.36 02a57308o0366c 0xc00900        -5.5
57311.376689 19.089302      NaN   21.5    19 c    0   1.34 14.08623 -9.58332  7890.28  9467.82 4.86 3.95 -81.8 -0.444    19.40 21.39 02a57311o0291c 0xc00800        -5.5
57311.401354 19.334813      NaN   10.5    17 c    0   1.23 14.08623 -9.58332  7882.45  9472.47 4.78 3.92 -82.2 -0.440    19.42 21.44 02a57311o0328c 0xc00900        -5.5
57334.387840 19.351140      NaN  -23.5    22 c    0   0.74 14.08623 -9.58332  2855.67  1187.66 5.16 4.17 -22.6 -0.393    19.37 21.30 02a57334o0305c 0xc00800        -5.5
57334.418294 19.351140      NaN  -21.5    22 c    0   0.83 14.08623 -9.58332  2860.18  1187.33 5.24 4.23 -22.6 -0.388    19.31 21.22 02a57334o0349c 0xc00900        -5.5
57334.449414 19.226921      NaN    2.5    22 c    0   0.77 14.08623 -9.58332  1400.35  2634.20 5.07 4.17 -32.3 -0.365    19.23 21.07 02a57334o0394c 0xc00800        -5.5
57398.262619 18.967180      NaN   22.5    22 c    0   1.06 14.08623 -9.58332  3479.05  1436.01 4.89 3.81 -18.0 -0.476    19.34 21.17 02a57398o0108c 0xc00800        -5.5
57398.279133 18.978793      NaN  -20.5    31 c    0   0.88 14.08623 -9.58332  2642.41   252.25 5.55 3.79 -19.5 -0.494    19.34 21.16 02a57398o0135c 0xc00800        -5.5
57398.281598 19.510313      NaN  -18.5    19 c    0   1.00 14.08623 -9.58332  2802.43  9959.76 3.96 3.86 -54.3 -0.397    19.33 21.19 02a57398o0139c 0xc00800        -5.5
57398.295672 19.302877      NaN  -30.5    23 c    0   1.06 14.08623 -9.58332  2374.29  2006.25 5.12 3.89 -25.9 -0.450    19.29 21.13 02a57398o0162c 0xc00800        -5.5
57399.242828 19.063754      NaN   14.5    22 c    0   1.28 14.08623 -9.58332  3159.47   844.42 5.12 3.81 -19.4 -0.497    19.37 21.21 02a57399o0088c 0xc00800        -5.5
57399.259388 19.401649      NaN  -40.5    21 c    0   1.05 14.08623 -9.58332  3473.05  1436.08 5.08 3.91 -18.8 -0.479    19.35 21.24 02a57399o0115c 0xc00800        -5.5
57399.275941 19.051202      NaN  -29.5    29 c    0   1.15 14.08623 -9.58332  2635.39   252.11 5.74 3.80 -18.0 -0.506    19.34 21.18 02a57399o0142c 0xc00800        -5.5
57399.278393 19.436675      NaN   -1.5    19 c    0   1.03 14.08623 -9.58332  2794.28  9959.70 4.15 3.96 -53.9 -0.397    19.32 21.23 02a57399o0146c 0xc00800        -5.5
57399.292502 19.401649      NaN  -26.5    21 c    0   0.97 14.08623 -9.58332  2367.00  2007.48 5.11 3.83 -24.2 -0.450    19.31 21.16 02a57399o0169c 0xc00800        -5.5
57575.595390 19.696897      NaN  -35.5    16 c    0   1.07 14.08623 -9.58332  6970.28 10144.43 4.40 4.02  88.8 -0.405    19.55 21.59 02a57575o0698c 0xc00800        -5.5
57575.597872 19.510313      NaN  -33.5    19 c    0   0.84 14.08623 -9.58332  6803.26   444.74 4.62 3.73   8.8 -0.460    19.58 21.62 02a57575o0703c 0xc00800        -5.5
57575.607296 19.631075      NaN  -31.5    17 c    0   1.16 14.08623 -9.58332  6987.75 10184.72 4.27 3.91  87.9 -0.416    19.52 21.46 02a57575o0722c 0xc00800        -5.5
57575.609767 19.197966      NaN   10.5    20 c    0   1.06 14.08623 -9.58332  6820.99   484.91 4.58 3.67  10.1 -0.472    19.48 21.39 02a57575o0727c 0xc00800        -5.5
57575.619769 18.816441      NaN  -15.5    36 c    0   1.28 14.08623 -9.58332  6927.58 10106.87 4.17 3.84  88.6 -0.428    18.74 19.95 02a57575o0747c 0xc00800        -5.5
57575.622239 18.298627      NaN    6.5    54 c    0   0.95 14.08623 -9.58332  6763.01   407.39 4.49 3.62   9.9 -0.486    18.38 19.32 02a57575o0752c 0xc00800        -5.5
57576.595834 19.367717      NaN    5.5    18 c    0   0.83 14.08623 -9.58332  7508.70  9972.05 4.31 3.82  85.0 -0.421    19.57 21.55 02a57576o0558c 0xc00800        -5.5
