Nested Sampling Global Log-Evidence           :   -0.926023986158295176E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.939506407034576663E+00  +/-    0.148686880772253829E-02

Dim No.       Mean        Sigma
   1    0.102178778427532896E+00    0.622669679650927183E-03
   2   -0.154211831928074030E+02    0.602055365427820247E-01
   3    0.862579054949613622E+00    0.932319212033974262E-02
   4    0.149556206152957749E+01    0.273096678008777913E-02
   5    0.951143307819790271E-02    0.708711738438643185E-04
   6    0.171662763949100849E+01    0.159140585677135693E-02
   7   -0.193941493722004843E+01    0.327406849878001116E-01
   8   -0.266948900596388969E-01    0.130970413197881532E-02
   9   -0.111164709529963890E+01    0.829154316040681821E-01
  10   -0.144136697258596874E+00    0.915844294589780381E-02
  11   -0.474842242557214078E-01    0.522419098446028161E-02
  12   -0.259363534625618841E+00    0.905654344467078307E-02
  13   -0.138900638311467456E+00    0.263983930118209592E-02
  14   -0.109691033409744398E+01    0.235630063391548345E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.103153405296487158E+00
   2   -0.153633139500639881E+02
   3    0.857738418319996532E+00
   4    0.149736054340831437E+01
   5    0.958244510624090690E-02
   6    0.171273999188924431E+01
   7   -0.189523419557102324E+01
   8   -0.281104547139240275E-01
   9   -0.107406500768054847E+01
  10   -0.157864264000687926E+00
  11   -0.485778299458129031E-01
  12   -0.265395707893056665E+00
  13   -0.139403608250304956E+00
  14   -0.110349720115411598E+01

MAP Parameters
Dim No.        Parameter
   1    0.102176143968146282E+00
   2   -0.153890381010886053E+02
   3    0.859877040285204175E+00
   4    0.149429276577536152E+01
   5    0.946682781144643146E-02
   6    0.171848512858140201E+01
   7   -0.194688284115945809E+01
   8   -0.271884276277666870E-01
   9   -0.117448076980999616E+01
  10   -0.130274381982532605E+00
  11   -0.587571993847383345E-01
  12   -0.248636103042970680E+00
  13   -0.138415488001238929E+00
  14   -0.109669144974868993E+01
