Nested Sampling Global Log-Evidence           :   -0.293713161555551883E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.304338700970112785E+00  +/-    0.431112076873153664E-02

Dim No.       Mean        Sigma
   1    0.103676360961498890E+00    0.326737832159047130E-02
   2   -0.199619029422323457E+02    0.105810208132517314E+01
   3    0.507738361055115051E+00    0.130289074567195406E+00
   4    0.112121633657032316E+01    0.611375366915489146E-01
   5    0.102719664770496988E-01    0.516860872047837541E-03
   6    0.196346289937276319E+01    0.105828878955627932E-01
   7   -0.202190799513633168E+01    0.231175529541198799E+00
   8   -0.472460852180086530E-01    0.333172270107781263E-01
   9   -0.257366664117570476E+01    0.334105653684633985E+01
  10   -0.121732377636826358E+00    0.818552161860439664E-01
  11    0.536380975511670105E-01    0.415265368346891331E-01
  12   -0.449096370323984140E+00    0.738700510415478129E-01
  13   -0.295574461418290357E+00    0.916568822326549598E-01
  14   -0.106415270431968723E+01    0.136640430281039678E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.106100119844716234E+00
   2   -0.193531025542969779E+02
   3    0.733096091310753595E+00
   4    0.112910522203883179E+01
   5    0.100918808919817742E-01
   6    0.195742819497295906E+01
   7   -0.214903506407019051E+01
   8   -0.254522430936148791E-01
   9   -0.312809754999113965E+01
  10    0.334061521448947574E-01
  11    0.824126692990791443E-01
  12   -0.429148577793842689E+00
  13   -0.440413936202451839E+00
  14   -0.104764435774485287E+01

MAP Parameters
Dim No.        Parameter
   1    0.100870296300175549E+00
   2   -0.210078446164506367E+02
   3    0.532028294980254501E+00
   4    0.103547542085591782E+01
   5    0.110277312446145862E-01
   6    0.195483510932303517E+01
   7   -0.215793509135779527E+01
   8   -0.113504146653414795E+00
   9   -0.204939997979543786E+01
  10   -0.176814165738314794E+00
  11    0.175910605273769879E-01
  12   -0.416479554840368971E+00
  13   -0.231222007385901096E+00
  14   -0.105138570388246011E+01
