Nested Sampling Global Log-Evidence           :   -0.328974193461192712E+02  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.333580038688823350E+02  +/-    0.653708211013287466E-01

Dim No.       Mean        Sigma
   1   -0.107281476820349697E-02    0.112665564855380686E-02
   2   -0.220653412054619587E+02    0.851249532637601003E-01
   3    0.582208540787600204E+00    0.168195529658081329E-01
   4    0.156194228953760539E+01    0.244878463452198863E-02
   5    0.143406356236622685E-01    0.433273812141572875E-04
   6    0.283700489891364649E+01    0.152301506716999175E-02
   7   -0.167191713695716970E+01    0.427974362058575128E-01
   8   -0.147841430265733931E+00    0.249198222201202964E-02
   9   -0.240232482131182579E+01    0.171761557922471886E+00
  10   -0.172424859113076839E+00    0.191023529503420650E-01
  11    0.220682563556919113E-01    0.380763383200123260E-02
  12    0.149189983033217767E-01    0.450868933281394109E-02
  13   -0.205090382379241626E+00    0.268252142948841293E-02
  14   -0.107288298582109465E+01    0.479612149175666358E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.152892117140585840E-02
   2   -0.222258002315712773E+02
   3    0.605135631816696051E+00
   4    0.155859890918803123E+01
   5    0.143816114696918487E-01
   6    0.283841132809066332E+01
   7   -0.168350249376159389E+01
   8   -0.147878095176252389E+00
   9   -0.262403484305635937E+01
  10   -0.193592009143269378E+00
  11    0.202046822736322990E-01
  12    0.188154150079349707E-01
  13   -0.203058647864204300E+00
  14   -0.107866250329986180E+01

MAP Parameters
Dim No.        Parameter
   1   -0.545522245676702830E-03
   2   -0.220494171191195854E+02
   3    0.546435862222441338E+00
   4    0.156568885404080493E+01
   5    0.144121911223640715E-01
   6    0.283632699784820685E+01
   7   -0.169407263604498559E+01
   8   -0.147421967326068576E+00
   9   -0.242050874721259657E+01
  10   -0.170869538279877692E+00
  11    0.214731790328864004E-01
  12    0.100701918049352652E-01
  13   -0.206559899463783198E+00
  14   -0.107274008217853822E+01
