Nested Sampling Global Log-Evidence           :   -0.389279477804248302E+02  +/-    0.522984723789432060E+00
Nested Importance Sampling Global Log-Evidence:   -0.440055433650558143E+02  +/-    0.385080297788620851E-01

Dim No.       Mean        Sigma
   1    0.518503103165768309E-01    0.258100916321269448E-01
   2   -0.501823928687088472E+01    0.115118818405351764E+01
   3    0.682055921956993938E+00    0.718063587143104587E-01
   4    0.119294745306551997E+01    0.109371467325810795E+00
   5    0.133514871508305967E-01    0.339703056179087998E-02
   6    0.122065604915298653E+01    0.102470646659145487E+00
   7   -0.167640844479727891E+01    0.410903138924347378E+00
   8   -0.329978739390356379E-01    0.350276352423372211E-01
   9   -0.232026290227052234E+01    0.111943137783299274E+01
  10   -0.224681526581461510E+00    0.102210182309502504E+00
  11    0.228519010113562154E-01    0.856312465881055584E-01
  12   -0.178191048059380852E+00    0.221065890152454647E+00
  13   -0.361592271155218858E-01    0.124912796204707716E+00
  14   -0.105508655016403696E+01    0.514024177385204867E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.486102903233658762E-01
   2   -0.556529015364086810E+01
   3    0.647740384150618520E+00
   4    0.121442616575620965E+01
   5    0.143988770418511693E-01
   6    0.118572517994061344E+01
   7   -0.164898359986317300E+01
   8   -0.136697224779186582E-01
   9   -0.179297344476874021E+01
  10   -0.208895953866712336E+00
  11    0.484161292893292086E-01
  12   -0.471186510557916605E-01
  13   -0.636766068778809452E-01
  14   -0.101538241951069352E+01

MAP Parameters
Dim No.        Parameter
   1    0.486102903233658762E-01
   2   -0.556529015364086810E+01
   3    0.647740384150618520E+00
   4    0.121442616575620965E+01
   5    0.143988770418511693E-01
   6    0.118572517994061344E+01
   7   -0.164898359986317300E+01
   8   -0.136697224779186582E-01
   9   -0.179297344476874021E+01
  10   -0.208895953866712336E+00
  11    0.484161292893292086E-01
  12   -0.471186510557916605E-01
  13   -0.636766068778809452E-01
  14   -0.101538241951069352E+01
