Nested Sampling Global Log-Evidence           :   -0.339180427677761074E+02  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.339301107241159556E+02  +/-    0.485587186800332145E-02

Dim No.       Mean        Sigma
   1    0.742443222680372935E-02    0.424670257810451845E-03
   2   -0.663493558300339092E+01    0.287016191192590968E-01
   3    0.228117927553269734E+00    0.498436472238017458E-02
   4    0.111056191622715583E+01    0.930638248294946881E-02
   5    0.856016347576633863E-02    0.984606329635052610E-04
   6    0.177651405011115227E+01    0.105124527594978377E-02
   7   -0.173358737596208545E+01    0.115076935120088944E+00
   8   -0.932629712751090328E-01    0.371252838597483422E-02
   9   -0.291532754254272497E+01    0.997081538105707432E-01
  10   -0.196747346212421681E+00    0.217567626700259538E-01
  11   -0.124878846685765432E+00    0.154424613099758030E-01
  12   -0.245073699866081934E+00    0.274120032230505545E-01
  13   -0.310352697113607412E+00    0.337550885126540858E-02
  14   -0.107375879784872263E+01    0.285342699854662860E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.706698177010902165E-02
   2   -0.668116008007273088E+01
   3    0.226834216768561470E+00
   4    0.111877574310690475E+01
   5    0.851990789660218156E-02
   6    0.177497066825516070E+01
   7   -0.180214505727020202E+01
   8   -0.978693761097434306E-01
   9   -0.282707502972913227E+01
  10   -0.206813766694309148E+00
  11   -0.132296345470380522E+00
  12   -0.243212801881573099E+00
  13   -0.302588942818137030E+00
  14   -0.104330209314005651E+01

MAP Parameters
Dim No.        Parameter
   1    0.723198441225673515E-02
   2   -0.656312300349591737E+01
   3    0.226642422223220230E+00
   4    0.108319429055740768E+01
   5    0.866960572619946551E-02
   6    0.177783562586837274E+01
   7   -0.167856823958284207E+01
   8   -0.939831724180125450E-01
   9   -0.285961068296733423E+01
  10   -0.177128445946890117E+00
  11   -0.989605118426071378E-01
  12   -0.249116419670528999E+00
  13   -0.311437768431512885E+00
  14   -0.107042809427969488E+01
