Nested Sampling Global Log-Evidence           :   -0.522383763022103764E+02  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.527260545738198516E+02  +/-    0.630703537448188273E-01

Dim No.       Mean        Sigma
   1    0.158337277062817638E+00    0.162800302104958725E-02
   2   -0.484948504205601623E+02    0.325985813519176826E+00
   3    0.138626563597377506E+01    0.229900938273671588E-02
   4    0.122922828322839384E+01    0.101528324995944826E-01
   5    0.212105157344553777E-01    0.934864228394670594E-04
   6    0.181153761159027660E+01    0.472625495960152242E-02
   7   -0.155944516972763081E+01    0.133940057943931962E+00
   8   -0.580128439985220373E-01    0.298747368702319141E-02
   9   -0.611623445886581685E+01    0.253541854716369808E+00
  10   -0.348857458605837459E-01    0.190344182026441506E-02
  11    0.457180933443738276E-02    0.163725520122579224E-01
  12    0.775241781581526429E-01    0.562340094990538154E-02
  13    0.738627736947846808E-01    0.873946541797329841E-02
  14   -0.106179038659084712E+01    0.102285467634314654E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.159429626568398208E+00
   2   -0.491014176347492040E+02
   3    0.138224660898218032E+01
   4    0.123576202980477312E+01
   5    0.212032366456090561E-01
   6    0.180827582138303078E+01
   7   -0.174436308518409411E+01
   8   -0.570722225458833235E-01
   9   -0.610088884936631448E+01
  10   -0.350549626516252488E-01
  11    0.455692953714709886E-02
  12    0.777447049437570287E-01
  13    0.814666034111931753E-01
  14   -0.106514670226232067E+01

MAP Parameters
Dim No.        Parameter
   1    0.158509708449393549E+00
   2   -0.484504309736268581E+02
   3    0.139029844311297412E+01
   4    0.123283611051004560E+01
   5    0.212442360199316810E-01
   6    0.180617725897864223E+01
   7   -0.142478871302072285E+01
   8   -0.594931889807207362E-01
   9   -0.595054794143487520E+01
  10   -0.345671726035703883E-01
  11    0.180274253354923454E-01
  12    0.812178737329026790E-01
  13    0.603737638646264715E-01
  14   -0.105881383005345309E+01
