Nested Sampling Global Log-Evidence           :   -0.201400914282130863E+02  +/-    0.521050911994536348E+00
Nested Importance Sampling Global Log-Evidence:   -0.250332590759480524E+02  +/-    0.516358783480328626E-01

Dim No.       Mean        Sigma
   1    0.175464739511611151E+00    0.387233827767027999E-01
   2   -0.261480048950960153E+02    0.672148907523589845E+01
   3    0.196669179067313493E+01    0.133372953774145597E+00
   4    0.114951076062208446E+01    0.352899718271722618E+00
   5    0.634546279025273181E-02    0.330864340570957314E-02
   6    0.223956429182094618E+01    0.101263236748494176E+00
   7   -0.172022653015731475E+01    0.412497344286977874E+00
   8   -0.135776149031475363E+00    0.694398671966671016E-01
   9   -0.294946452937519865E+01    0.347278541006786456E+01
  10    0.521309477569533233E-01    0.122173144082047297E+00
  11   -0.858694358425212134E-01    0.135507249720806605E+00
  12   -0.142233764481028119E+00    0.221504542165072399E+00
  13   -0.370641180179792751E+00    0.116884670471491536E+00
  14   -0.108661698513918625E+01    0.574966348872967478E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.178166210408080727E+00
   2   -0.321598094366523455E+02
   3    0.232338320161170042E+01
   4    0.149751768076203717E+01
   5    0.440205527200620769E-03
   6    0.228612748777856023E+01
   7   -0.200389469334011583E+01
   8   -0.116440868639642703E+00
   9   -0.508397094795456095E+01
  10    0.805398313516212383E-01
  11   -0.173013119894224854E+00
  12   -0.192730872984982843E+00
  13   -0.321947325191787814E+00
  14   -0.105494014958193416E+01

MAP Parameters
Dim No.        Parameter
   1    0.178166210408080727E+00
   2   -0.321598094366523455E+02
   3    0.232338320161170042E+01
   4    0.149751768076203717E+01
   5    0.440205527200620769E-03
   6    0.228612748777856023E+01
   7   -0.200389469334011583E+01
   8   -0.116440868639642703E+00
   9   -0.508397094795456095E+01
  10    0.805398313516212383E-01
  11   -0.173013119894224854E+00
  12   -0.192730872984982843E+00
  13   -0.321947325191787814E+00
  14   -0.105494014958193416E+01
