Nested Sampling Global Log-Evidence           :   -0.103281021282206623E+03  +/-    0.610580657030090013E+00
Nested Importance Sampling Global Log-Evidence:   -0.108816684087927456E+03  +/-    0.306255643037057872E-01

Dim No.       Mean        Sigma
   1    0.169104537884386480E+00    0.121503772135275641E-01
   2   -0.366307575655219764E+00    0.591290667864880382E+00
   3    0.456688710887165783E+00    0.672055944509127312E-01
   4    0.156722526260823503E+01    0.579520207779475952E-01
   5    0.103491623377320119E-02    0.851570917180129324E-03
   6    0.181222742457845909E+01    0.735197953218967720E-01
   7   -0.173759793327613576E+01    0.486883416445644646E+00
   8   -0.174498960577219059E+00    0.154540924924786108E-01
   9   -0.321922403741580343E+01    0.785728988059740896E+00
  10   -0.317216416747818697E+00    0.963763410748168792E-01
  11    0.647286747293092934E-01    0.688177433111866604E-01
  12   -0.238543005293147675E+00    0.255793751280447623E+00
  13   -0.234151479014281266E+00    0.114563517380622676E+00
  14   -0.107288843522599242E+01    0.624532405464648457E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.169437649001430879E+00
   2   -0.111923082540313601E+01
   3    0.495229450593471898E+00
   4    0.154132210115056933E+01
   5    0.166823897540599106E-03
   6    0.182636946027926017E+01
   7   -0.172351312967730452E+01
   8   -0.187286753000355771E+00
   9   -0.238723739806258273E+01
  10   -0.372689669469630780E+00
  11    0.115674570048827585E+00
  12   -0.266334272218333334E+00
  13   -0.290872253114396795E+00
  14   -0.106008062521166191E+01

MAP Parameters
Dim No.        Parameter
   1    0.169437649001430879E+00
   2   -0.111923082540313601E+01
   3    0.495229450593471898E+00
   4    0.154132210115056933E+01
   5    0.166823897540599106E-03
   6    0.182636946027926017E+01
   7   -0.172351312967730452E+01
   8   -0.187286753000355771E+00
   9   -0.238723739806258273E+01
  10   -0.372689669469630780E+00
  11    0.115674570048827585E+00
  12   -0.266334272218333334E+00
  13   -0.290872253114396795E+00
  14   -0.106008062521166191E+01
