Nested Sampling Global Log-Evidence           :   -0.830860957309505288E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.870015635260237374E+01  +/-    0.520616356480973277E-01

Dim No.       Mean        Sigma
   1    0.995590521944248463E-01    0.150894391658832391E-02
   2   -0.179448250842515762E+02    0.109690877240810683E+00
   3    0.884489018829404006E+00    0.561369377654600057E-02
   4    0.108058670739829421E+01    0.176152005617760989E-01
   5    0.703370852881789795E-02    0.244388846173521556E-03
   6    0.177475370893292372E+01    0.193487585628435090E-02
   7   -0.171160586980619600E+01    0.197430917944938777E-01
   8    0.499787698249403931E-02    0.172374103868805188E-02
   9   -0.303898691503174412E+01    0.146470126135992668E+00
  10   -0.349402708945816542E+00    0.139480620242766664E-01
  11   -0.315990376830391634E-01    0.189224078254513831E-01
  12   -0.315997957733499590E+00    0.705427091081121341E-02
  13    0.419258974557333908E+00    0.177582811886665211E-02
  14   -0.105428828946969744E+01    0.415656275523011449E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.960891425839022900E-01
   2   -0.178321233911120594E+02
   3    0.885657770412982881E+00
   4    0.111084088456652608E+01
   5    0.693705485513495135E-02
   6    0.177347421183560261E+01
   7   -0.170541226580296312E+01
   8    0.446120293389357797E-02
   9   -0.285999987550059043E+01
  10   -0.356023621610263852E+00
  11    0.120237578797114525E-02
  12   -0.310362365086652603E+00
  13    0.419364686947855392E+00
  14   -0.104813282360540994E+01

MAP Parameters
Dim No.        Parameter
   1    0.100553106776396020E+00
   2   -0.180534766155088313E+02
   3    0.873414427767829404E+00
   4    0.107921888404899757E+01
   5    0.675747992543222157E-02
   6    0.177236630000378148E+01
   7   -0.172216561948959623E+01
   8    0.342203608779511432E-02
   9   -0.288599985951782356E+01
  10   -0.341526519068492906E+00
  11   -0.289567138136514780E-01
  12   -0.306567760048497007E+00
  13    0.420249774692399325E+00
  14   -0.105485253997657247E+01
