    0.847910574924838484E-01   -0.269368632446538996E+02    0.110245517198742071E+01    0.109433132609367645E+01    0.866313733894723791E-02    0.191438089468172290E+01   -0.246814254124063925E+01   -0.158314835988704675E-02   -0.513409384967966353E+01   -0.972579988550070218E-01   -0.372728212710678602E-01   -0.114676662484931580E+00   -0.605472008705538189E-01   -0.129058395526899594E+01    0.215360205954313960E+00    0.197583247856473974E+03    0.881255566499281002E+02    0.925903379457435505E+00    0.105931974494831027E+01    0.881155170571179314E+00   -0.484440413247255564E+00   -0.391195633965034517E+01    1
    0.570494115718538919E-01   -0.269292309462222512E+02    0.105335543846098645E+01    0.108290684633168977E+01    0.766406269165918405E-02    0.193978273111913735E+01   -0.245635433526402114E+01   -0.340136494143545645E-01   -0.137565907399023679E+01   -0.512711162900221437E-01   -0.532630306230281389E-01   -0.246663627560207349E+00   -0.855367869735527142E-01   -0.123787824033091742E+01    0.286780979798688662E+00    0.215659106859335907E+03    0.901823801210246643E+02    0.927952602933177939E+00    0.108410835731029054E+01    0.117005979963951345E+01   -0.446509320241592789E+00   -0.393195633965034208E+01    1
    0.829882489184818328E-01   -0.272822667198104938E+02    0.107444816796168263E+01    0.106259128773257960E+01    0.953406710171917325E-02    0.188178919920821386E+01   -0.248434493204424589E+01   -0.143234543007016123E-01   -0.250972500922300679E+01   -0.747126520004844363E-01   -0.779069450015795195E-01   -0.260424077084088212E+00    0.258591483990609772E-02   -0.124211873565013731E+01    0.378187079643353186E+00    0.206975823243890460E+03    0.898694552111520863E+02    0.915500146705724327E+00    0.105046805952874811E+01    0.566368628068484092E+00   -0.403062850779148774E+00   -0.395195633965034165E+01    1
    0.654414232008716512E-01   -0.273151189351225874E+02    0.104670098742016959E+01    0.100817532174245161E+01    0.780665339705935348E-02    0.192110588258147597E+01   -0.247388186615304440E+01   -0.387337126913741281E-01   -0.185845464054916021E+01   -0.646326363104667567E-01   -0.121565004359478812E+00   -0.224924480163976093E+00   -0.441119854329098809E-01   -0.123973021471147193E+01    0.301392496174681779E+00    0.199708075683946788E+03    0.885509037449063783E+02    0.971523340451217132E+00    0.112143134890615714E+01    0.716140766894154179E+00   -0.396473363762815667E+00   -0.397195633965034300E+01    1
    0.771441142925033824E-01   -0.280539531846019727E+02    0.107350311952001198E+01    0.105789547479994539E+01    0.890405829964275967E-02    0.193234942763327866E+01   -0.252177353223707845E+01   -0.664401811785958751E-01   -0.501656627118824439E+01   -0.750269172311957555E-01    0.769147625500253562E-02   -0.274710913192224460E+00    0.377826195645508331E-01   -0.126274479087135649E+01    0.351931502544967134E+00    0.218791516252872498E+03    0.870895151241425793E+02    0.990325581884275441E+00    0.110229087583695162E+01    0.105850176324112999E+01   -0.389807564146024077E+00   -0.399195633965034391E+01    1
    0.723665274671562442E-01   -0.278308956179437175E+02    0.108452505377022157E+01    0.106439799462117457E+01    0.858456710503086029E-02    0.191229611744706318E+01   -0.249104055666920354E+01   -0.185253478675462824E-01   -0.267668439754415344E+01   -0.652029073498795048E-01   -0.336828138082075831E-01   -0.218722579721883026E+00   -0.294425204038139890E-01   -0.124666465805046678E+01    0.324650765082785286E+00    0.207312397381245972E+03    0.896586589503714180E+02    0.104174801311083098E+01    0.106111015835821942E+01    0.756254382758896115E+00   -0.372085020562297419E+00   -0.401195633965034215E+01    1
    0.988331437958992476E-01   -0.281651783185153093E+02    0.105545187849930500E+01    0.103705012527226303E+01    0.753177908866648795E-02    0.194039835596558574E+01   -0.248665648438400044E+01   -0.279711667379177152E-01   -0.158350147525401930E+01   -0.500997910809169861E-01   -0.104703466914532861E+00   -0.204224893900294524E+00   -0.814267571400062451E-01   -0.127347316234026953E+01    0.377030170012174370E+00    0.193617551347634958E+03    0.932262872713443898E+02    0.107457212236914779E+01    0.111440392437452274E+01    0.922996691500127198E+00   -0.368191913144304162E+00   -0.403195633965034173E+01    1
    0.956931265730084912E-01   -0.270614899947177072E+02    0.104107247531821234E+01    0.103560749555069465E+01    0.779241691415755947E-02    0.191603336160170779E+01   -0.241260528078441538E+01   -0.189722871766165105E-01   -0.187453647326361228E+01   -0.993095276800110144E-01   -0.842272234606175896E-01   -0.186543651859321202E+00   -0.499217402912586622E-01   -0.125089519387333192E+01    0.248037391928828899E+00    0.197056020864645319E+03    0.901979743525628095E+02    0.967499052684029248E+00    0.110695718311272717E+01    0.926671060549616676E+00   -0.351174994861614520E+00   -0.405195633965034396E+01    1
    0.857812395462853872E-01   -0.273383910931934473E+02    0.105076903120551068E+01    0.983056958592449015E+00    0.812756003089804002E-02    0.192292822897793148E+01   -0.249925027606689598E+01   -0.172619712954922011E-01   -0.205096458822969607E+01   -0.919192910134179336E-01   -0.118579143939937237E+00   -0.106683451335573082E+00   -0.424317263687840132E-01   -0.123571639041398562E+01    0.269397040032067880E+00    0.201816931201901639E+03    0.878082475160264551E+02    0.991909113546066368E+00    0.105351441757183917E+01    0.442626329351843373E+00   -0.346269270808911844E+00   -0.407195633965034443E+01    1
    0.978052425988824164E-01   -0.263144641287013989E+02    0.106435119558229130E+01    0.107020204331796354E+01    0.886089600993002387E-02    0.194082861928526595E+01   -0.243857962361447367E+01    0.106448574650615801E-01   -0.424122045553076443E+01   -0.826265375528884849E-01   -0.124056268033833378E+00   -0.163449802701993302E+00   -0.581856762164438962E-01   -0.122273798499292319E+01    0.349895275938882033E+00    0.195779142845660544E+03    0.925996648956438833E+02    0.979797182290307656E+00    0.105558327625254722E+01    0.111442902848197112E+01   -0.342807997951764587E+00   -0.409195633965034400E+01    1
