         MJD         m       dm   uJy  duJy F  err  chi/N       RA     Dec        x       y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask
57342.608538 19.631075      NaN    -6    17 c    0   1.01 142.4364 3.07743  3418.06 4207.93 4.03 3.72 -36.5 -0.390    19.36 21.10 02a57342o0541c 0xc00800
57342.635386 19.631075      NaN    -2    17 c    0   1.04 142.4364 3.07743  3411.15 4213.67 4.04 3.74 -41.6 -0.389    19.34 21.08 02a57342o0580c 0xc00800
57391.603140 19.367717      NaN    26    13 c    0   1.14 142.4364 3.07743  7634.60 6185.07 3.62 3.31  88.4 -0.435    19.53 21.37 02a57391o0624c 0xc00900
57400.510834 19.841877      NaN    -6    14 c    0   0.90 142.4364 3.07743  3029.89 4358.49 3.89 3.65 -46.2 -0.403    19.73 21.78 02a57400o0483c 0xc00800
57400.556557 19.719755      NaN    11    12 c    0   1.23 142.4364 3.07743  6995.45 5531.86 3.74 3.53  83.9 -0.397    19.67 21.69 02a57400o0544c 0xc00800
57400.571482 19.841877      NaN   -13    14 c    0   1.02 142.4364 3.07743  6725.88 7278.88 3.68 3.45  85.9 -0.414    19.68 21.69 02a57400o0564c 0xc00900
57401.511058 19.743105      NaN     4    14 c    0   1.21 142.4364 3.07743  3107.46 4525.00 3.89 3.60 -49.3 -0.407    19.72 21.74 02a57401o0501c 0xc00800
57401.529226 19.384550      NaN    22    14 c    0   0.88 142.4364 3.07743  2816.10 3947.82 3.94 3.63 -39.7 -0.409    19.66 21.63 02a57401o0526c 0xc00800
57401.557181 20.009244      NaN    -9    12 c    0   1.16 142.4364 3.07743  7046.31 5608.92 3.64 3.37  86.8 -0.410    19.63 21.54 02a57401o0566c 0xc00800
57421.554274 19.743105      NaN     1    15 c    0   0.98 142.4364 3.07743  7103.18 6805.41 3.74 3.47  89.9 -0.413    19.50 21.37 02a57421o0595c 0xc00800
57421.577953 19.609992      NaN     1    17 c    0   1.06 142.4364 3.07743  6812.27 6225.75 3.68 3.42  89.5 -0.408    19.40 21.15 02a57421o0634c 0xc00800
57421.601717 19.271854      NaN    20    17 c    0   1.25 142.4364 3.07743  7977.05 5653.83 3.77 3.50  89.3 -0.408    19.28 20.98 02a57421o0673c 0xc00800
57421.625392 18.847027      NaN    45    20 c    0   1.25 142.4364 3.07743  7905.78 5616.23 4.06 3.83  81.4 -0.399    19.09 20.82 02a57421o0712c 0xc00900
