         MJD         m       dm   uJy   duJy F  err  chi/N        RA     Dec        x        y   maj   min   phi  apfit  mag5sig   Sky            Obs   __tmp_SN
57323.624822 18.511660      NaN     5     46 o    0   1.02 142.43306 3.06937  3381.68  4186.90  4.37  3.61 -33.1 -0.490    18.26 19.25 02a57323o0662o   0.108696
57388.614202 18.910912      NaN    33     22 o    0   1.44 142.43306 3.06937  7638.08  6172.72  3.52  3.09  87.8 -0.478    18.99 20.45 02a57388o0667o   1.500000
57388.633731 19.169763      NaN    -9     26 o    0   1.02 142.43306 3.06937  7926.33  6755.24  3.59  3.18  86.4 -0.473    18.92 20.36 02a57388o0698o  -0.346154
57388.650059 19.256669      NaN     3     23 o    0   1.41 142.43306 3.06937  7054.59  5590.43  3.52  3.34 -89.0 -0.468    18.88 20.28 02a57388o0724o   0.130435
57388.666235 18.910912      NaN   -26     33 o    0   0.92 142.43306 3.06937  6759.80  7332.42  3.69  3.46 -89.9 -0.458    18.58 19.82 02a57388o0750o  -0.787879
57408.462609 18.910912      NaN   -93     33 o    0   1.23 142.43306 3.06937  3696.34  3957.57  3.75  3.52 -43.2 -0.429    18.59 19.60 02a57408o0445o  -2.818182
57408.498054 18.606822      NaN    47     28 o    0   1.31 142.43306 3.06937  6772.92  6161.72  3.42  3.13  88.8 -0.465    18.63 19.62 02a57408o0497o   1.678571
57408.506642 18.910912      NaN   -73     33 o    0   1.09 142.43306 3.06937  3105.28  3383.59  3.79  3.46 -33.5 -0.445    18.63 19.61 02a57408o0509o  -2.212121
57408.538638 18.878500      NaN   -13     34 o    0   1.09 142.43306 3.06937  7932.66  5590.17  3.47  3.09  88.0 -0.465    18.64 19.64 02a57408o0555o  -0.382353
57444.470345 18.900000      NaN     1     33 o    0   0.96 142.43306 3.06937  7271.01  6578.92  3.87  3.55 -87.3 -0.472    18.54 19.71 02a57444o0202o   0.030303
57444.534542 18.978793      NaN   -10     31 o    0   1.19 142.43306 3.06937  7879.22  5580.53  3.74  3.23  87.3 -0.464    18.46 19.46 02a57444o0248o  -0.322581
57445.450508 19.302877      NaN    -5     23 o    0   1.45 142.43306 3.06937  6745.23  6842.38  3.49  3.03 -89.7 -0.484    18.91 20.14 02a57445o0490o  -0.217391
57445.472807 19.212347      NaN    -2     25 o    0   1.20 142.43306 3.06937  6456.12  6265.31  3.49  3.10 -86.7 -0.479    18.87 20.07 02a57445o0531o  -0.080000
57445.495028 19.212347      NaN   -18     25 o    0   1.26 142.43306 3.06937  7618.06  5691.74  3.52  3.08  87.1 -0.462    18.83 19.99 02a57445o0572o  -0.720000
57445.517301 19.256669      NaN   -35     24 o    0   1.33 142.43306 3.06937  7873.33  5578.40  3.57  3.10  87.8 -0.473    18.75 19.89 02a57445o0613o  -1.458333
57464.401119 18.933071      NaN    13     28 o    0   1.20 142.43306 3.06937  6781.96  6443.99  3.65  3.02  89.9 -0.484    18.71 19.99 02a57464o0396o   0.464286
57464.422403 19.051202      NaN   -24     29 o    0   1.27 142.43306 3.06937  6493.32  5864.32  3.65  3.23 -85.6 -0.461    18.67 19.96 02a57464o0438o  -0.827586
57464.444613 19.014394      NaN    -9     30 o    0   1.29 142.43306 3.06937  7654.33  5292.46  3.76  3.24  86.9 -0.472    18.65 19.92 02a57464o0481o  -0.300000
57464.466840 18.910912      NaN     3     32 o    0   1.60 142.43306 3.06937  7870.94  5566.99  3.74  3.08  86.6 -0.484    18.58 19.78 02a57464o0524o   0.093750
57472.399205 18.550302      NaN    -4     46 o    0   1.07 142.43306 3.06937  6820.32  6798.47  3.71  3.03 -89.7 -0.480    18.37 19.30 02a57472o0363o  -0.086957
57472.420244 18.403357      NaN    26     44 o    0   1.09 142.43306 3.06937  6529.60  6219.36  3.69  3.12 -87.6 -0.471    18.33 19.23 02a57472o0402o   0.590909
57472.441501 18.574166      NaN     3     44 o    0   1.20 142.43306 3.06937  7693.77  5647.45  3.77  3.04  87.2 -0.493    18.27 19.12 02a57472o0441o   0.068182
57472.462720 18.504094      NaN   -90     48 o    0   1.12 142.43306 3.06937  7853.82  5573.17  3.75  2.96  87.5 -0.497    18.25 19.06 02a57472o0480o  -1.875000
57476.374193 19.351140      NaN    -4     22 o    0   1.29 142.43306 3.06937  7092.85  6470.08  3.78  3.09  89.5 -0.472    19.10 20.72 02a57476o0326o  -0.181818
57476.396093 19.212347      NaN   -41     25 o    0   0.96 142.43306 3.06937  6805.85  5891.01  3.73  3.22  89.9 -0.465    18.99 20.55 02a57476o0369o  -1.640000
57476.418184 19.089302      NaN   -24     28 o    0   1.25 142.43306 3.06937  7971.58  5318.59  3.88  3.37  84.7 -0.467    18.88 20.35 02a57476o0412o  -0.857143
57476.440481 19.014394      NaN   -28     30 o    0   1.15 142.43306 3.06937  7855.20  5573.27  3.88  3.43  83.8 -0.471    18.80 20.23 02a57476o0455o  -0.933333
57493.312648 18.816441      NaN   -96     36 o    0   0.81 142.43306 3.06937  6928.81  6537.04  3.81  3.24  87.5 -0.468    18.48 19.49 02a57493o0201o  -2.666667
57493.329434 18.757738      NaN    -1     38 o    0   1.08 142.43306 3.06937  6639.76  5959.55  3.95  3.54 -89.6 -0.480    18.41 19.45 02a57493o0234o  -0.026316
57493.347652 18.816441      NaN   -28     36 o    0   1.37 142.43306 3.06937  7803.07  5386.97  3.94  3.38  85.8 -0.477    18.41 19.41 02a57493o0269o  -0.777778
57493.367021 18.675237      NaN   -84     41 o    0   0.97 142.43306 3.06937  7859.72  5564.54  3.89  3.28  86.7 -0.460    18.45 19.51 02a57493o0303o  -2.048780
57497.335660 18.311179      NaN    34     46 o    0   1.24 142.43306 3.06937  7239.15  6443.61  3.90  3.13  88.4 -0.497    18.25 19.04 02a57497o0160o   0.739130
57497.349762 18.362890      NaN    29     45 o    0   1.10 142.43306 3.06937  7219.41  6405.16  3.84  3.07  89.0 -0.506    18.22 19.00 02a57497o0189o   0.644444
57497.364471 18.504094      NaN   -37     48 o    0   1.01 142.43306 3.06937  7277.96  6485.08  3.80  3.03  89.0 -0.500    18.22 18.96 02a57497o0219o  -0.770833
57499.350810 18.550302      NaN   -36     46 o    0   1.65 142.43306 3.06937  7229.43  6442.57  3.85  3.09 -90.0 -0.507    18.16 18.91 02a57499o0258o  -0.782609
57499.363688 18.481707      NaN  -112     49 o    0   1.00 142.43306 3.06937  7211.42  6403.58  3.87  3.04 -89.7 -0.491    18.12 18.82 02a57499o0284o  -2.285714
