Nested Sampling Global Log-Evidence           :   -0.513058615127780993E+01  +/-    0.209401191563524880E+00
Nested Importance Sampling Global Log-Evidence:   -0.967078224226883343E+01  +/-    0.523505495515713612E-01

Dim No.       Mean        Sigma
   1    0.725826672197306677E-01    0.466486134015370313E-01
   2   -0.188161740017547459E+02    0.797191715314424965E+01
   3    0.558157660902276476E+00    0.321081244781909414E+00
   4    0.154799021890165145E+01    0.346505423499228749E+00
   5    0.103320741086672767E-01    0.359489572684450285E-02
   6    0.160799562637494109E+01    0.226127548767329295E+00
   7   -0.166317107610056070E+01    0.415942963255340747E+00
   8   -0.416455344713461684E-01    0.605321756480651299E-01
   9   -0.895812216468238054E+00    0.353903527132687623E+01
  10   -0.108029337374315845E+00    0.156891302120543502E+00
  11   -0.456870031877529628E-01    0.142204396673709460E+00
  12   -0.189022452054450757E+00    0.188901645817750985E+00
  13   -0.707912722217294010E-01    0.188791485762803440E+00
  14   -0.105514853120359486E+01    0.470350270228914250E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.750483316584503873E-01
   2   -0.256891852783183694E+02
   3    0.856777488619479444E+00
   4    0.152618038106449960E+01
   5    0.788654879395067794E-02
   6    0.150088194238747730E+01
   7   -0.188335097111294458E+01
   8   -0.101453974077163639E+00
   9    0.635224877483313133E+00
  10   -0.195599098067607641E+00
  11    0.193814442664733896E-01
  12   -0.290045216181009258E+00
  13    0.205843171077914000E+00
  14   -0.102541419758582864E+01

MAP Parameters
Dim No.        Parameter
   1    0.750483316584503873E-01
   2   -0.256891852783183694E+02
   3    0.856777488619479444E+00
   4    0.152618038106449960E+01
   5    0.788654879395067794E-02
   6    0.150088194238747730E+01
   7   -0.188335097111294458E+01
   8   -0.101453974077163639E+00
   9    0.635224877483313133E+00
  10   -0.195599098067607641E+00
  11    0.193814442664733896E-01
  12   -0.290045216181009258E+00
  13    0.205843171077914000E+00
  14   -0.102541419758582864E+01
