Nested Sampling Global Log-Evidence           :   -0.114703247899859761E+03  +/-    0.753580058478775405E+00
Nested Importance Sampling Global Log-Evidence:   -0.121464064871528990E+03  +/-    0.376036710859777787E-01

Dim No.       Mean        Sigma
   1   -0.291690891070900361E-02    0.111890494171963655E-01
   2   -0.200224586012827288E+02    0.364099941072928923E+00
   3    0.645614073920404152E+00    0.385143291248774208E-01
   4    0.144240390040903188E+01    0.114505388133333517E-01
   5    0.126336468583360009E-02    0.944154176876518206E-03
   6    0.151665777471056606E+01    0.764537164357313379E-02
   7   -0.174884075445178877E+01    0.465591624612977928E+00
   8   -0.187433812960424648E-01    0.105205281404926500E-01
   9   -0.758769713649344091E+00    0.415047638461299218E+00
  10   -0.824297300503599589E-01    0.436827242354724185E-01
  11   -0.472669002439242564E-01    0.169633186838009306E-01
  12   -0.252588216807576038E+00    0.247827635212992253E+00
  13   -0.164375168050274273E+00    0.119122980128946974E-01
  14   -0.106579226567186836E+01    0.604198696530933790E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.960446234092474094E-02
   2   -0.202308528731047517E+02
   3    0.639397253360573292E+00
   4    0.144740029429096384E+01
   5    0.957820511110714368E-03
   6    0.152020048589357626E+01
   7   -0.240497361537842380E+01
   8   -0.367439063018415446E-02
   9   -0.285204488974072135E+00
  10   -0.590920295166101617E-01
  11   -0.677539753741894374E-01
  12   -0.292814740424627018E+00
  13   -0.165121465443177490E+00
  14   -0.102461136490235849E+01

MAP Parameters
Dim No.        Parameter
   1   -0.960446234092474094E-02
   2   -0.202308528731047517E+02
   3    0.639397253360573292E+00
   4    0.144740029429096384E+01
   5    0.957820511110714368E-03
   6    0.152020048589357626E+01
   7   -0.240497361537842380E+01
   8   -0.367439063018415446E-02
   9   -0.285204488974072135E+00
  10   -0.590920295166101617E-01
  11   -0.677539753741894374E-01
  12   -0.292814740424627018E+00
  13   -0.165121465443177490E+00
  14   -0.102461136490235849E+01
