Nested Sampling Global Log-Evidence           :   -0.940838347663268593E+01  +/-    0.322667420888030909E+00
Nested Importance Sampling Global Log-Evidence:   -0.143589576824457321E+02  +/-    0.403377787199331664E-01

Dim No.       Mean        Sigma
   1    0.736582668530174067E-01    0.421268674623492129E-01
   2   -0.321760358097930421E+02    0.313156025064340282E+01
   3    0.903404287351556645E+00    0.220137120601295783E+00
   4    0.118992499521631800E+01    0.330583565718703842E+00
   5    0.122339852930069947E-01    0.457056705508795610E-02
   6    0.158008305532349436E+01    0.184524291697418324E+00
   7   -0.167726426085311275E+01    0.419186437998710859E+00
   8   -0.553497214307684463E-01    0.637030617368271879E-01
   9   -0.373745446095202594E+01    0.228598558019370346E+01
  10   -0.205255447570365401E+00    0.149734822192841038E+00
  11   -0.555219781467210724E-01    0.140958756635641530E+00
  12   -0.224542627418517909E+00    0.226702312795799027E+00
  13   -0.646943601062461016E-01    0.153029602994858960E+00
  14   -0.106502492540832483E+01    0.518864202743611960E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.847693532064734273E-01
   2   -0.331148417224089471E+02
   3    0.689013345992974591E+00
   4    0.117298768564540867E+01
   5    0.205712310816332095E-01
   6    0.172458961928041776E+01
   7   -0.218235754815003391E+01
   8   -0.857920594522373764E-01
   9   -0.396447288817290744E+01
  10   -0.223718871562731736E+00
  11    0.195628136631421992E-01
  12   -0.219736658327208040E+00
  13   -0.147493134510606638E+00
  14   -0.100477971834743451E+01

MAP Parameters
Dim No.        Parameter
   1    0.847693532064734273E-01
   2   -0.331148417224089471E+02
   3    0.689013345992974591E+00
   4    0.117298768564540867E+01
   5    0.205712310816332095E-01
   6    0.172458961928041776E+01
   7   -0.218235754815003391E+01
   8   -0.857920594522373764E-01
   9   -0.396447288817290744E+01
  10   -0.223718871562731736E+00
  11    0.195628136631421992E-01
  12   -0.219736658327208040E+00
  13   -0.147493134510606638E+00
  14   -0.100477971834743451E+01
