         MJD         m       dm      uJy  duJy F  err  chi/N        RA       Dec        x        y   maj   min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57357.651826 18.396507      NaN    -71.0    53 o    0   1.38 197.88779 -19.15632  9675.83  9023.94  3.91  3.67  80.5 -0.424    18.35 19.37 02a57357o0735o 0xc00800         9.0
57357.665200 15.115292      NaN    304.0   990 o    0   1.19 197.88779 -19.15632  9379.93  9020.26  3.96  3.75  85.9 -0.460    17.07 16.97 02a57357o0756o 0xc00802         9.0
57358.647236 18.729535      NaN    -18.0    39 o    0   1.25 197.88779 -19.15632  9958.63  9620.39  4.02  3.98  36.0 -0.418    18.42 19.57 02a57358o0755o 0xc00800         9.0
57358.664402 15.820689      NaN     70.0   548 o    0   1.41 197.88779 -19.15632 10245.70  7866.81  4.45  4.12  12.9 -0.416    17.04 17.13 02a57358o0783o 0xc00802         9.0
57359.657743 18.110074      NaN     -3.0    69 o    0   0.91 197.88779 -19.15632  9959.59  9621.61  3.70  3.54 -71.2 -0.428    18.14 18.91 02a57359o0642o 0xc00800         9.0
57380.669890 17.425126      NaN     50.0   116 o    0   1.12 197.88779 -19.15632  9351.55  9040.68  4.03  3.41  82.8 -0.468    18.09 18.87 02a57380o0694o 0xc00800         9.0
57406.602447 19.454622      NaN      2.0    20 o    0   1.45 197.88779 -19.15632  9929.46  8475.97  3.88  3.23  86.5 -0.450    19.20 20.80 02a57406o0504o 0xc00800         9.0
57406.603051 19.169763      NaN    -45.0    26 o    0   1.28 197.88779 -19.15632   391.66  8464.42  4.21  3.46 -67.7 -0.479    19.15 20.74 02a57406o0505o 0xc00800         9.0
57406.604268 19.241693      NaN     16.0    22 o    0   1.14 197.88779 -19.15632 10228.94  9070.86  3.92  3.33  86.4 -0.457    19.20 20.79 02a57406o0507o 0xc00800         9.0
57406.623285 19.271854 0.305841     80.0    20 o    0   1.27 197.88779 -19.15632  9345.16  7883.07  3.77  3.14  84.2 -0.475    19.21 20.81 02a57406o0537o 0xc00800         9.0
57406.626308 19.128787      NaN    -43.0    27 o    0   1.19 197.88779 -19.15632   672.20  9049.43  4.08  3.50 -71.4 -0.483    19.19 20.78 02a57406o0542o 0xc00800         9.0
57406.641315 19.128787      NaN     21.0    23 o    0   1.02 197.88779 -19.15632  9051.69  9641.39  3.75  3.38  82.9 -0.458    19.21 20.81 02a57406o0566o 0xc00800         9.0
