Nested Sampling Global Log-Evidence           :   -0.151907062495296282E+04  +/-    0.115279096050388397E+01
Nested Importance Sampling Global Log-Evidence:   -0.152081980910075822E+04  +/-    0.401670954410254868E-01

Dim No.       Mean        Sigma
   1    0.304130567900583682E+00    0.511854561088771406E-02
   2   -0.260743180679690596E+02    0.194583637070098875E+00
   3    0.568495992025129793E+00    0.165773778883323251E-01
   4    0.151425581038502077E+01    0.826652189298813025E-02
   5    0.222355495930345003E-01    0.457645417340908699E-03
   6    0.370589271263991282E+01    0.117939651402153955E+00
   7   -0.146932510923181581E+01    0.135685531901071382E+00
   8    0.603617507850279667E-02    0.900561913996581268E-02
   9   -0.147309317341318413E+00    0.451187681923620187E+00
  10   -0.349838009428518892E-01    0.509171330949462625E-01
  11   -0.798430555385595125E-01    0.118196603936459050E-01
  12    0.147906828572732574E+00    0.134117996191549758E-01
  13   -0.168419648398445670E+00    0.123312355928456588E+00
  14   -0.102208289120441198E+01    0.142091713226920394E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.310617862377747911E+00
   2   -0.261161302365977299E+02
   3    0.555106613457179265E+00
   4    0.149940210084236991E+01
   5    0.231520794035068381E-01
   6    0.374093390540107107E+01
   7   -0.161672432965074098E+01
   8    0.102205654295594583E-01
   9    0.277640031672355736E+00
  10    0.284654043965774650E-01
  11   -0.828259682388074459E-01
  12    0.152512412268802716E+00
  13   -0.318198465731573260E-01
  14   -0.101727689709074709E+01

MAP Parameters
Dim No.        Parameter
   1    0.310617862377747911E+00
   2   -0.261161302365977299E+02
   3    0.555106613457179265E+00
   4    0.149940210084236991E+01
   5    0.231520794035068381E-01
   6    0.374093390540107107E+01
   7   -0.161672432965074098E+01
   8    0.102205654295594583E-01
   9    0.277640031672355736E+00
  10    0.284654043965774650E-01
  11   -0.828259682388074459E-01
  12    0.152512412268802716E+00
  13   -0.318198465731573260E-01
  14   -0.101727689709074709E+01
