Nested Sampling Global Log-Evidence           :   -0.534624821427575947E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.106757107632017445E+01  +/-    0.643509089890804686E-01

Dim No.       Mean        Sigma
   1    0.390623748422205194E-01    0.700233211168399886E-02
   2   -0.358774891377023142E+01    0.172725810224316489E+00
   3    0.486883983905438134E+00    0.247346553512483407E-01
   4    0.896228498084517655E+00    0.330093005700866082E-01
   5    0.793335417371183321E-02    0.190900744278598724E-02
   6    0.124373385785212953E+01    0.205857016542133654E-01
   7   -0.194238457885702198E+01    0.184083562939504702E+00
   8   -0.430686779599122258E-01    0.134597706973536204E-01
   9   -0.278392606584179791E+01    0.297906021824779266E+00
  10   -0.189339206726890252E+00    0.447631285565610604E-01
  11    0.295382270197293018E-01    0.382472052435919863E-01
  12   -0.186530322467761717E+00    0.124137657562886167E+00
  13    0.291941177877391364E-02    0.195511385054976290E-01
  14   -0.107772464231649012E+01    0.242249364339167904E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.387539553181027036E-01
   2   -0.359190742782103145E+01
   3    0.465684497495039595E+00
   4    0.865040108670083852E+00
   5    0.686032026210984559E-02
   6    0.124726243242662838E+01
   7   -0.213932474305282172E+01
   8   -0.563620584537823238E-01
   9   -0.268439898562847645E+01
  10   -0.258053952584715807E+00
  11    0.507257149081840053E-01
  12   -0.201318336944674325E+00
  13    0.168168671193781039E-01
  14   -0.107811799578389578E+01

MAP Parameters
Dim No.        Parameter
   1    0.297443887406943601E-01
   2   -0.353605269597679550E+01
   3    0.518864910908866994E+00
   4    0.867937527978568046E+00
   5    0.798358673519916108E-02
   6    0.127439648043576748E+01
   7   -0.177222257190986232E+01
   8   -0.622296438324944218E-01
   9   -0.279656504483590496E+01
  10   -0.159142211632670449E+00
  11   -0.416059255626579846E-01
  12   -0.202634609743153116E+00
  13   -0.503115835001345570E-02
  14   -0.106609900462853746E+01
