Nested Sampling Global Log-Evidence           :   -0.151189683863557534E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.152569927631564783E+01  +/-    0.104754414828131135E-02

Dim No.       Mean        Sigma
   1    0.540291266999941636E-01    0.124113651935878612E-02
   2   -0.342894951701326036E+02    0.102618677340804446E+00
   3    0.929274788796955797E+00    0.691592485101215695E-02
   4    0.110829334479930419E+01    0.120870234355399866E-01
   5    0.109906429115459083E-01    0.100427996963698004E-03
   6    0.224046257848741881E+01    0.322182005359609395E-02
   7   -0.208713084763451562E+01    0.324973087874413161E-01
   8   -0.809876053826209252E-01    0.108966092268648050E-02
   9   -0.724593937221507556E+01    0.251516448822158456E+00
  10   -0.125817751545296203E+00    0.565135308038408266E-02
  11   -0.325218634729869255E-01    0.215593350980538834E-01
  12   -0.150977704854364847E+00    0.115017159202728224E-01
  13   -0.241611905940189636E+00    0.430750442995689667E-02
  14   -0.106744748618130458E+01    0.374148590277524444E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.526236744478492044E-01
   2   -0.342633549474459613E+02
   3    0.929336583734728161E+00
   4    0.114274926234618968E+01
   5    0.110920215626551747E-01
   6    0.224521948436358265E+01
   7   -0.215035559622100259E+01
   8   -0.810442317416951719E-01
   9   -0.725323238244162560E+01
  10   -0.129068618543041747E+00
  11   -0.176813603490857119E-01
  12   -0.147214128656339149E+00
  13   -0.239958419478510071E+00
  14   -0.106753718162241396E+01

MAP Parameters
Dim No.        Parameter
   1    0.545156889609372947E-01
   2   -0.342111973184762164E+02
   3    0.940365936953553749E+00
   4    0.111065435756297326E+01
   5    0.110295885719049122E-01
   6    0.224860266704204559E+01
   7   -0.205125839694380296E+01
   8   -0.826891784802180896E-01
   9   -0.692523715618734848E+01
  10   -0.130612229315776901E+00
  11   -0.327038951604557357E-01
  12   -0.135912557207356871E+00
  13   -0.232953669338235442E+00
  14   -0.106480449468556793E+01
